parent	child	posPC	genderPC	aspectPC	same_start	1gram_Parent_start	2gram_Parent_start	3gram_Parent_start	4gram_Parent_start	5gram_Parent_start	6gram_Parent_start	1gram_Child_start	2gram_Child_start	3gram_Child_start	4gram_Child_start	5gram_Child_start	6gram_Child_start	6gram_Parent_end	5gram_Parent_end	4gram_Parent_end	3gram_Parent_end	2gram_Parent_end	1gram_Parent_end	6gram_Child_end	5gram_Child_end	4gram_Child_end	3gram_Child_end	2gram_Child_end	1gram_Child_end	label
Werl	Werlův	NA	M-	--	1	W	We	Wer	Werl	-	-	W	We	Wer	Werl	Werlů	Werlův	-	-	Werl	erl	rl	l	Werlův	erlův	rlův	lův	ův	v	poses.
Werniš	Wernišův	NA	M-	--	1	W	We	Wer	Wern	Werni	Werniš	W	We	Wer	Wern	Werni	Werniš	Werniš	erniš	rniš	niš	iš	š	rnišův	nišův	išův	šův	ův	v	poses.
Westley	Westleyův	NA	M-	--	1	W	We	Wes	West	Westl	Westle	W	We	Wes	West	Westl	Westle	estley	stley	tley	ley	ey	y	tleyův	leyův	eyův	yův	ův	v	poses.
Wickelmann	Wickelmannův	NA	M-	--	1	W	Wi	Wic	Wick	Wicke	Wickel	W	Wi	Wic	Wick	Wicke	Wickel	elmann	lmann	mann	ann	nn	n	mannův	annův	nnův	nův	ův	v	poses.
Winkelried	Winkelriedův	NA	M-	--	1	W	Wi	Win	Wink	Winke	Winkel	W	Wi	Win	Wink	Winke	Winkel	elried	lried	ried	ied	ed	d	riedův	iedův	edův	dův	ův	v	poses.
Witold	Witoldův	NA	M-	--	1	W	Wi	Wit	Wito	Witol	Witold	W	Wi	Wit	Wito	Witol	Witold	Witold	itold	told	old	ld	d	toldův	oldův	ldův	dův	ův	v	poses.
Wohrada	Wohradův	NA	M-	--	1	W	Wo	Woh	Wohr	Wohra	Wohrad	W	Wo	Woh	Wohr	Wohra	Wohrad	ohrada	hrada	rada	ada	da	a	hradův	radův	adův	dův	ův	v	poses.
Wojkowicz	Wojkowiczův	NA	M-	--	1	W	Wo	Woj	Wojk	Wojko	Wojkow	W	Wo	Woj	Wojk	Wojko	Wojkow	kowicz	owicz	wicz	icz	cz	z	wiczův	iczův	czův	zův	ův	v	poses.
Wollpert	Wollpertův	NA	M-	--	1	W	Wo	Wol	Woll	Wollp	Wollpe	W	Wo	Wol	Woll	Wollp	Wollpe	llpert	lpert	pert	ert	rt	t	pertův	ertův	rtův	tův	ův	v	poses.
woodstocker	woodstockerův	NA	M-	--	1	w	wo	woo	wood	woods	woodst	w	wo	woo	wood	woods	woodst	tocker	ocker	cker	ker	er	r	ckerův	kerův	erův	rův	ův	v	poses.
Wrangel	Wrangelův	NA	M-	--	1	W	Wr	Wra	Wran	Wrang	Wrange	W	Wr	Wra	Wran	Wrang	Wrange	rangel	angel	ngel	gel	el	l	ngelův	gelův	elův	lův	ův	v	poses.
Wrobel	Wrobelův	NA	M-	--	1	W	Wr	Wro	Wrob	Wrobe	Wrobel	W	Wr	Wro	Wrob	Wrobe	Wrobel	Wrobel	robel	obel	bel	el	l	obelův	belův	elův	lův	ův	v	poses.
xylolitářka	xylolitářčin	NA	F-	--	1	x	xy	xyl	xylo	xylol	xyloli	x	xy	xyl	xylo	xylol	xyloli	itářka	tářka	ářka	řka	ka	a	tářčin	ářčin	řčin	čin	in	n	poses.
ypsilonista	ypsilonistův	NA	M-	--	1	y	yp	yps	ypsi	ypsil	ypsilo	y	yp	yps	ypsi	ypsil	ypsilo	onista	nista	ista	sta	ta	a	nistův	istův	stův	tův	ův	v	poses.
Yvetta	Yvettin	NA	F-	--	1	Y	Yv	Yve	Yvet	Yvett	Yvetta	Y	Yv	Yve	Yvet	Yvett	Yvetti	Yvetta	vetta	etta	tta	ta	a	vettin	ettin	ttin	tin	in	n	poses.
zabahnit	zabahňovat	VV	--	P-	1	z	za	zab	zaba	zabah	zabahn	z	za	zab	zaba	zabah	zabahň	bahnit	ahnit	hnit	nit	it	t	hňovat	ňovat	ovat	vat	at	t	ned.
žabák	žabáček	NN	MM	--	1	ž	ža	žab	žabá	žabák	-	ž	ža	žab	žabá	žabáč	žabáče	-	žabák	abák	bák	ák	k	abáček	báček	áček	ček	ek	k	zdrob.
zabalit	zabalovat	VV	--	PI	1	z	za	zab	zaba	zabal	zabali	z	za	zab	zaba	zabal	zabalo	abalit	balit	alit	lit	it	t	alovat	lovat	ovat	vat	at	t	ned.
žába	žabka	NN	FF	--	1	ž	žá	žáb	žába	-	-	ž	ža	žab	žabk	žabka	-	-	-	žába	ába	ba	a	-	žabka	abka	bka	ka	a	zdrob.
zabarikádovat	zabarikádovávat	VV	--	PI	1	z	za	zab	zaba	zabar	zabari	z	za	zab	zaba	zabar	zabari	ádovat	dovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
žabař	žabařka	NN	MF	--	1	ž	ža	žab	žaba	žabař	-	ž	ža	žab	žaba	žabař	žabařk	-	žabař	abař	bař	ař	ř	abařka	bařka	ařka	řka	ka	a	přech.
zabarvit	zabarvovat	VV	--	PI	1	z	za	zab	zaba	zabar	zabarv	z	za	zab	zaba	zabar	zabarv	barvit	arvit	rvit	vit	it	t	rvovat	vovat	ovat	vat	at	t	ned.
zábava	zábavka	NN	FF	--	1	z	zá	záb	zába	zábav	zábava	z	zá	záb	zába	zábav	zábavk	zábava	ábava	bava	ava	va	a	ábavka	bavka	avka	vka	ka	a	zdrob.
zabavit	zabavovat	VV	--	PI	1	z	za	zab	zaba	zabav	zabavi	z	za	zab	zaba	zabav	zabavo	abavit	bavit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ned.
žabec	žabeček	NN	MM	--	1	ž	ža	žab	žabe	žabec	-	ž	ža	žab	žabe	žabeč	žabeče	-	žabec	abec	bec	ec	c	abeček	beček	eček	ček	ek	k	zdrob.
zabednit	zabedňovat	VV	--	PI	1	z	za	zab	zabe	zabed	zabedn	z	za	zab	zabe	zabed	zabedň	bednit	ednit	dnit	nit	it	t	dňovat	ňovat	ovat	vat	at	t	ned.
zabělat	zabělávat	VV	--	P-	1	z	za	zab	zabě	zaběl	zaběla	z	za	zab	zabě	zaběl	zabělá	abělat	bělat	ělat	lat	at	t	ělávat	lávat	ávat	vat	at	t	ned.
žábě	žábátko	NN	NN	--	1	ž	žá	žáb	žábě	-	-	ž	žá	žáb	žábá	žábát	žábátk	-	-	žábě	ábě	bě	ě	ábátko	bátko	átko	tko	ko	o	zdrob.
záběr	záběrek	NN	II	--	1	z	zá	záb	zábě	záběr	-	z	zá	záb	zábě	záběr	záběre	-	záběr	áběr	běr	ěr	r	áběrek	běrek	ěrek	rek	ek	k	zdrob.
zabetonovat	zabetonovávat	VV	--	PI	1	z	za	zab	zabe	zabet	zabeto	z	za	zab	zabe	zabet	zabeto	onovat	novat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
zabezpečit	zabezpečovat	VV	--	PI	1	z	za	zab	zabe	zabez	zabezp	z	za	zab	zabe	zabez	zabezp	zpečit	pečit	ečit	čit	it	t	ečovat	čovat	ovat	vat	at	t	ned.
zabíhat	zabíhávat	VV	--	I-	1	z	za	zab	zabí	zabíh	zabíha	z	za	zab	zabí	zabíh	zabíhá	abíhat	bíhat	íhat	hat	at	t	íhávat	hávat	ávat	vat	at	t	nás.
zabiják	zabijáček	NN	MI	--	1	z	za	zab	zabi	zabij	zabijá	z	za	zab	zabi	zabij	zabijá	abiják	biják	iják	ják	ák	k	ijáček	jáček	áček	ček	ek	k	zdrob.
zabíjet	zabíjívat	VV	--	I-	1	z	za	zab	zabí	zabíj	zabíje	z	za	zab	zabí	zabíj	zabíjí	abíjet	bíjet	íjet	jet	et	t	íjívat	jívat	ívat	vat	at	t	nás.
zabírat	zabírávat	VV	--	I-	1	z	za	zab	zabí	zabír	zabíra	z	za	zab	zabí	zabír	zabírá	abírat	bírat	írat	rat	at	t	írávat	rávat	ávat	vat	at	t	nás.
žabka	žabička	NN	FF	--	1	ž	ža	žab	žabk	žabka	-	ž	ža	žab	žabi	žabič	žabičk	-	žabka	abka	bka	ka	a	abička	bička	ička	čka	ka	a	zdrob.
zablátit	zablacovat	VV	--	P-	1	z	za	zab	zabl	zablá	zablát	z	za	zab	zabl	zabla	zablac	blátit	látit	átit	tit	it	t	acovat	covat	ovat	vat	at	t	ned.
zabloudit	zabloudívat	VV	--	P-	1	z	za	zab	zabl	zablo	zablou	z	za	zab	zabl	zablo	zablou	loudit	oudit	udit	dit	it	t	udívat	dívat	ívat	vat	at	t	nás.
zabloudit	zabluzovat	VV	--	P-	1	z	za	zab	zabl	zablo	zablou	z	za	zab	zabl	zablu	zabluz	loudit	oudit	udit	dit	it	t	uzovat	zovat	ovat	vat	at	t	ned.
zabočit	zabočovat	VV	--	PI	1	z	za	zab	zabo	zaboč	zaboči	z	za	zab	zabo	zaboč	zabočo	abočit	bočit	očit	čit	it	t	očovat	čovat	ovat	vat	at	t	ned.
zabolet	zabolívat	VV	--	P-	1	z	za	zab	zabo	zabol	zabole	z	za	zab	zabo	zabol	zabolí	abolet	bolet	olet	let	et	t	olívat	lívat	ívat	vat	at	t	ned.
zabořit	zabořovat	VV	--	PI	1	z	za	zab	zabo	zaboř	zaboři	z	za	zab	zabo	zaboř	zabořo	abořit	bořit	ořit	řit	it	t	ořovat	řovat	ovat	vat	at	t	ned.
zábradlí	zábradlíčko	NN	NN	--	1	z	zá	záb	zábr	zábra	zábrad	z	zá	záb	zábr	zábra	zábrad	bradlí	radlí	adlí	dlí	lí	í	dlíčko	líčko	íčko	čko	ko	o	zdrob.
zabránit	zabraňovat	VV	--	PI	1	z	za	zab	zabr	zabrá	zabrán	z	za	zab	zabr	zabra	zabraň	bránit	ránit	ánit	nit	it	t	aňovat	ňovat	ovat	vat	at	t	ned.
zabrat	zabírat	VV	--	PI	1	z	za	zab	zabr	zabra	zabrat	z	za	zab	zabí	zabír	zabíra	zabrat	abrat	brat	rat	at	t	abírat	bírat	írat	rat	at	t	ned.
zabrousit	zabrušovat	VV	--	PI	1	z	za	zab	zabr	zabro	zabrou	z	za	zab	zabr	zabru	zabruš	rousit	ousit	usit	sit	it	t	ušovat	šovat	ovat	vat	at	t	ned.
zabrušovačka	zabrušovaččin	NA	F-	--	1	z	za	zab	zabr	zabru	zabruš	z	za	zab	zabr	zabru	zabruš	ovačka	vačka	ačka	čka	ka	a	vaččin	aččin	ččin	čin	in	n	poses.
zabsolutnit	zabsolutňovat	VV	--	-I	1	z	za	zab	zabs	zabso	zabsol	z	za	zab	zabs	zabso	zabsol	lutnit	utnit	tnit	nit	it	t	tňovat	ňovat	ovat	vat	at	t	ned.
zabudovat	zabudovávat	VV	--	PI	1	z	za	zab	zabu	zabud	zabudo	z	za	zab	zabu	zabud	zabudo	udovat	dovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
zabydlený	zabydlenost	AN	IF	--	1	z	za	zab	zaby	zabyd	zabydl	z	za	zab	zaby	zabyd	zabydl	ydlený	dlený	lený	ený	ný	ý	lenost	enost	nost	ost	st	t	podst.
zabydlet	zabydlovat	VV	--	PI	1	z	za	zab	zaby	zabyd	zabydl	z	za	zab	zaby	zabyd	zabydl	bydlet	ydlet	dlet	let	et	t	dlovat	lovat	ovat	vat	at	t	ned.
začadit	začazovat	VV	--	--	1	z	za	zač	zača	začad	začadi	z	za	zač	zača	začaz	začazo	ačadit	čadit	adit	dit	it	t	azovat	zovat	ovat	vat	at	t	ned.
začátečnice	začátečničin	NA	F-	--	1	z	za	zač	začá	začát	začáte	z	za	zač	začá	začát	začáte	ečnice	čnice	nice	ice	ce	e	čničin	ničin	ičin	čin	in	n	poses.
začátečník	začátečníček	NN	MM	--	1	z	za	zač	začá	začát	začáte	z	za	zač	začá	začát	začáte	tečník	ečník	čník	ník	ík	k	čníček	níček	íček	ček	ek	k	zdrob.
zacelit	zacelovat	VV	--	PI	1	z	za	zac	zace	zacel	zaceli	z	za	zac	zace	zacel	zacelo	acelit	celit	elit	lit	it	t	elovat	lovat	ovat	vat	at	t	ned.
začernat	začernávat	VV	--	P-	1	z	za	zač	zače	začer	začern	z	za	zač	zače	začer	začern	černat	ernat	rnat	nat	at	t	rnávat	návat	ávat	vat	at	t	ned.
začernit	začerňovat	VV	--	PI	1	z	za	zač	zače	začer	začern	z	za	zač	zače	začer	začerň	černit	ernit	rnit	nit	it	t	rňovat	ňovat	ovat	vat	at	t	ned.
začerňovatelka	začerňovatelčin	NA	F-	--	1	z	za	zač	zače	začer	začerň	z	za	zač	zače	začer	začerň	atelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	poses.
začesat	začesávat	VV	--	P-	1	z	za	zač	zače	začes	začesa	z	za	zač	zače	začes	začesá	ačesat	česat	esat	sat	at	t	esávat	sávat	ávat	vat	at	t	ned.
zacházet	zacházívat	VV	--	I-	1	z	za	zac	zach	zachá	zacház	z	za	zac	zach	zachá	zacház	cházet	házet	ázet	zet	et	t	ázívat	zívat	ívat	vat	at	t	nás.
zachmuřit	zachmuřovat	VV	--	PI	1	z	za	zac	zach	zachm	zachmu	z	za	zac	zach	zachm	zachmu	hmuřit	muřit	uřit	řit	it	t	uřovat	řovat	ovat	vat	at	t	ned.
záchod	záchodek	NN	II	--	1	z	zá	zác	zách	zácho	záchod	z	zá	zác	zách	zácho	záchod	záchod	áchod	chod	hod	od	d	chodek	hodek	odek	dek	ek	k	zdrob.
záchod	záchůdek	NN	II	--	1	z	zá	zác	zách	zácho	záchod	z	zá	zác	zách	záchů	záchůd	záchod	áchod	chod	hod	od	d	chůdek	hůdek	ůdek	dek	ek	k	zdrob.
zachovatel	zachovatelka	NN	MF	--	1	z	za	zac	zach	zacho	zachov	z	za	zac	zach	zacho	zachov	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
zachovat	zachovávat	VV	--	PI	1	z	za	zac	zach	zacho	zachov	z	za	zac	zach	zacho	zachov	chovat	hovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
zachranitel	zachranitelka	NN	MF	--	1	z	za	zac	zach	zachr	zachra	z	za	zac	zach	zachr	zachra	anitel	nitel	itel	tel	el	l	itelka	telka	elka	lka	ka	a	přech.
zachránit	zachraňovat	VV	--	PI	1	z	za	zac	zach	zachr	zachrá	z	za	zac	zach	zachr	zachra	hránit	ránit	ánit	nit	it	t	aňovat	ňovat	ovat	vat	at	t	ned.
zachránkyně	zachránkynin	NA	F-	--	1	z	za	zac	zach	zachr	zachrá	z	za	zac	zach	zachr	zachrá	ánkyně	nkyně	kyně	yně	ně	ě	nkynin	kynin	ynin	nin	in	n	poses.
zachraňovatel	zachraňovatelka	NN	MF	--	1	z	za	zac	zach	zachr	zachra	z	za	zac	zach	zachr	zachra	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
zachraplat	zachraplávat	VV	--	P-	1	z	za	zac	zach	zachr	zachra	z	za	zac	zach	zachr	zachra	raplat	aplat	plat	lat	at	t	plávat	lávat	ávat	vat	at	t	ned.
Zachrla	Zachrlův	NA	M-	--	1	Z	Za	Zac	Zach	Zachr	Zachrl	Z	Za	Zac	Zach	Zachr	Zachrl	achrla	chrla	hrla	rla	la	a	chrlův	hrlův	rlův	lův	ův	v	poses.
zachtít	zachtívat	VV	--	P-	1	z	za	zac	zach	zacht	zachtí	z	za	zac	zach	zacht	zachtí	achtít	chtít	htít	tít	ít	t	htívat	tívat	ívat	vat	at	t	ned.
zachvátit	zachvacovat	VV	--	PI	1	z	za	zac	zach	zachv	zachvá	z	za	zac	zach	zachv	zachva	hvátit	vátit	átit	tit	it	t	acovat	covat	ovat	vat	at	t	ned.
záchvat	záchvatek	NN	II	--	1	z	zá	zác	zách	záchv	záchva	z	zá	zác	zách	záchv	záchva	áchvat	chvat	hvat	vat	at	t	hvatek	vatek	atek	tek	ek	k	zdrob.
zachvět	zachvívat	VV	--	PI	1	z	za	zac	zach	zachv	zachvě	z	za	zac	zach	zachv	zachví	achvět	chvět	hvět	vět	ět	t	hvívat	vívat	ívat	vat	at	t	ned.
zachycovatel	zachycovatelka	NN	MF	--	1	z	za	zac	zach	zachy	zachyc	z	za	zac	zach	zachy	zachyc	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
zachycovat	zachycovávat	VV	--	I-	1	z	za	zac	zach	zachy	zachyc	z	za	zac	zach	zachy	zachyc	ycovat	covat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
zachytit	zachycovat	VV	--	PI	1	z	za	zac	zach	zachy	zachyt	z	za	zac	zach	zachy	zachyc	chytit	hytit	ytit	tit	it	t	ycovat	covat	ovat	vat	at	t	ned.
začínat	začínávat	VV	--	II	1	z	za	zač	začí	začín	začína	z	za	zač	začí	začín	začíná	ačínat	čínat	ínat	nat	at	t	ínávat	návat	ávat	vat	at	t	nás.
začinit	začiňovat	VV	--	--	1	z	za	zač	zači	začin	začini	z	za	zač	zači	začiň	začiňo	ačinit	činit	init	nit	it	t	iňovat	ňovat	ovat	vat	at	t	ned.
začistit	začisťovat	VV	--	P-	1	z	za	zač	zači	začis	začist	z	za	zač	zači	začis	začisť	čistit	istit	stit	tit	it	t	sťovat	ťovat	ovat	vat	at	t	ned.
začistit	začišťovat	VV	--	PI	1	z	za	zač	zači	začis	začist	z	za	zač	zači	začiš	začišť	čistit	istit	stit	tit	it	t	šťovat	ťovat	ovat	vat	at	t	ned.
začíst	začítat	VV	--	PI	1	z	za	zač	začí	začís	začíst	z	za	zač	začí	začít	začíta	začíst	ačíst	číst	íst	st	t	ačítat	čítat	ítat	tat	at	t	ned.
začítat	začítávat	VV	--	I-	1	z	za	zač	začí	začít	začíta	z	za	zač	začí	začít	začítá	ačítat	čítat	ítat	tat	at	t	ítávat	távat	ávat	vat	at	t	nás.
začlenit	začleňovat	VV	--	PI	1	z	za	zač	začl	začle	začlen	z	za	zač	začl	začle	začleň	členit	lenit	enit	nit	it	t	eňovat	ňovat	ovat	vat	at	t	ned.
záclona	záclonka	NN	FF	--	1	z	zá	zác	zácl	záclo	záclon	z	zá	zác	zácl	záclo	záclon	áclona	clona	lona	ona	na	a	clonka	lonka	onka	nka	ka	a	zdrob.
začoudit	začuzovat	VV	--	--	1	z	za	zač	začo	začou	začoud	z	za	zač	začu	začuz	začuzo	čoudit	oudit	udit	dit	it	t	uzovat	zovat	ovat	vat	at	t	ned.
zacpat	zacpávat	VV	--	PI	1	z	za	zac	zacp	zacpa	zacpat	z	za	zac	zacp	zacpá	zacpáv	zacpat	acpat	cpat	pat	at	t	cpávat	pávat	ávat	vat	at	t	ned.
zacvičit	zacvičovat	VV	--	PI	1	z	za	zac	zacv	zacvi	zacvič	z	za	zac	zacv	zacvi	zacvič	cvičit	vičit	ičit	čit	it	t	ičovat	čovat	ovat	vat	at	t	ned.
zadák	zadáček	NN	MM	--	1	z	za	zad	zadá	zadák	-	z	za	zad	zadá	zadáč	zadáče	-	zadák	adák	dák	ák	k	adáček	dáček	áček	ček	ek	k	zdrob.
záda	zádečka	NN	NN	--	1	z	zá	zád	záda	-	-	z	zá	zád	záde	zádeč	zádečk	-	-	záda	áda	da	a	ádečka	dečka	ečka	čka	ka	a	zdrob.
záda	zádička	NN	NN	--	1	z	zá	zád	záda	-	-	z	zá	zád	zádi	zádič	zádičk	-	-	záda	áda	da	a	ádička	dička	ička	čka	ka	a	zdrob.
záda	zádíčka	NN	NN	--	1	z	zá	zád	záda	-	-	z	zá	zád	zádí	zádíč	zádíčk	-	-	záda	áda	da	a	ádíčka	díčka	íčka	čka	ka	a	zdrob.
žadatel	žadatelka	NN	MF	--	1	ž	ža	žad	žada	žadat	žadate	ž	ža	žad	žada	žadat	žadate	adatel	datel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
žádat	požádat	VV	--	IP	0	ž	žá	žád	žáda	žádat	-	p	po	pož	požá	požád	požáda	-	žádat	ádat	dat	at	t	ožádat	žádat	ádat	dat	at	t	dok.
žádat	žádávat	VV	--	I-	1	ž	žá	žád	žáda	žádat	-	ž	žá	žád	žádá	žádáv	žádáva	-	žádat	ádat	dat	at	t	ádávat	dávat	ávat	vat	at	t	nás.
zadat	zadávat	VV	--	PI	1	z	za	zad	zada	zadat	-	z	za	zad	zadá	zadáv	zadáva	-	zadat	adat	dat	at	t	adávat	dávat	ávat	vat	at	t	ned.
žádat	zažádat	VV	--	IP	0	ž	žá	žád	žáda	žádat	-	z	za	zaž	zažá	zažád	zažáda	-	žádat	ádat	dat	at	t	ažádat	žádat	ádat	dat	at	t	dok.
zadavatel	zadavatelka	NN	MF	--	1	z	za	zad	zada	zadav	zadava	z	za	zad	zada	zadav	zadava	avatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
zadavatel	zadavatelův	NA	M-	--	1	z	za	zad	zada	zadav	zadava	z	za	zad	zada	zadav	zadava	avatel	vatel	atel	tel	el	l	atelův	telův	elův	lův	ův	v	poses.
zadechnout	zadechovat	VV	--	P-	1	z	za	zad	zade	zadec	zadech	z	za	zad	zade	zadec	zadech	chnout	hnout	nout	out	ut	t	chovat	hovat	ovat	vat	at	t	ned.
zadek	zadeček	NN	II	--	1	z	za	zad	zade	zadek	-	z	za	zad	zade	zadeč	zadeče	-	zadek	adek	dek	ek	k	adeček	deček	eček	ček	ek	k	zdrob.
záděra	záděrka	NN	FF	--	1	z	zá	zád	zádě	záděr	záděra	z	zá	zád	zádě	záděr	záděrk	záděra	áděra	děra	ěra	ra	a	áděrka	děrka	ěrka	rka	ka	a	zdrob.
zadeštit	zadešťovat	VV	--	PI	1	z	za	zad	zade	zadeš	zadešt	z	za	zad	zade	zadeš	zadešť	deštit	eštit	štit	tit	it	t	šťovat	ťovat	ovat	vat	at	t	ned.
zadina	zadinka	NN	FF	--	1	z	za	zad	zadi	zadin	zadina	z	za	zad	zadi	zadin	zadink	zadina	adina	dina	ina	na	a	adinka	dinka	inka	nka	ka	a	zdrob.
zadívat	zadívávat	VV	--	P-	1	z	za	zad	zadí	zadív	zadíva	z	za	zad	zadí	zadív	zadívá	adívat	dívat	ívat	vat	at	t	ívávat	vávat	ávat	vat	at	t	ned.
zadlabat	zadlabávat	VV	--	--	1	z	za	zad	zadl	zadla	zadlab	z	za	zad	zadl	zadla	zadlab	dlabat	labat	abat	bat	at	t	abávat	bávat	ávat	vat	at	t	ned.
zadlužit	zadlužovat	VV	--	PI	1	z	za	zad	zadl	zadlu	zadluž	z	za	zad	zadl	zadlu	zadluž	dlužit	lužit	užit	žit	it	t	užovat	žovat	ovat	vat	at	t	ned.
žadonit	žadonívat	VV	--	I-	1	ž	ža	žad	žado	žadon	žadoni	ž	ža	žad	žado	žadon	žadoní	adonit	donit	onit	nit	it	t	onívat	nívat	ívat	vat	at	t	nás.
zadrhnout	zadrhávat	VV	--	PI	1	z	za	zad	zadr	zadrh	zadrhn	z	za	zad	zadr	zadrh	zadrhá	rhnout	hnout	nout	out	ut	t	rhávat	hávat	ávat	vat	at	t	ned.
zadrhnout	zadrhovat	VV	--	PI	1	z	za	zad	zadr	zadrh	zadrhn	z	za	zad	zadr	zadrh	zadrho	rhnout	hnout	nout	out	ut	t	rhovat	hovat	ovat	vat	at	t	ned.
zadřímlý	zadřímlost	AN	IF	--	1	z	za	zad	zadř	zadří	zadřím	z	za	zad	zadř	zadří	zadřím	dřímlý	římlý	ímlý	mlý	lý	ý	ímlost	mlost	lost	ost	st	t	podst.
zadřít	zadírat	VV	--	PI	1	z	za	zad	zadř	zadří	zadřít	z	za	zad	zadí	zadír	zadíra	zadřít	adřít	dřít	řít	ít	t	adírat	dírat	írat	rat	at	t	ned.
zadržet	zadržovat	VV	--	PI	1	z	za	zad	zadr	zadrž	zadrže	z	za	zad	zadr	zadrž	zadržo	adržet	držet	ržet	žet	et	t	ržovat	žovat	ovat	vat	at	t	ned.
zadržitelka	zadržitelčin	NA	F-	--	1	z	za	zad	zadr	zadrž	zadrži	z	za	zad	zadr	zadrž	zadrži	itelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	poses.
zadržovatel	zadržovatelka	NN	MF	--	1	z	za	zad	zadr	zadrž	zadržo	z	za	zad	zadr	zadrž	zadržo	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
zadumanec	zadumaneček	NN	MM	--	1	z	za	zad	zadu	zadum	zaduma	z	za	zad	zadu	zadum	zaduma	umanec	manec	anec	nec	ec	c	aneček	neček	eček	ček	ek	k	zdrob.
zadupat	zadupávat	VV	--	PI	1	z	za	zad	zadu	zadup	zadupa	z	za	zad	zadu	zadup	zadupá	adupat	dupat	upat	pat	at	t	upávat	pávat	ávat	vat	at	t	ned.
zadýchat	zadýchávat	VV	--	PI	1	z	za	zad	zadý	zadýc	zadých	z	za	zad	zadý	zadýc	zadých	dýchat	ýchat	chat	hat	at	t	chávat	hávat	ávat	vat	at	t	ned.
zadýchnout	zadychovat	VV	--	P-	1	z	za	zad	zadý	zadýc	zadých	z	za	zad	zady	zadyc	zadych	chnout	hnout	nout	out	ut	t	chovat	hovat	ovat	vat	at	t	ned.
zadýmovat	zadýmovávat	VV	--	--	1	z	za	zad	zadý	zadým	zadýmo	z	za	zad	zadý	zadým	zadýmo	ýmovat	movat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
záhada	záhadička	NN	FF	--	1	z	zá	záh	záha	záhad	záhada	z	zá	záh	záha	záhad	záhadi	záhada	áhada	hada	ada	da	a	adička	dička	ička	čka	ka	a	zdrob.
záhadný	záhadno	AD	I-	--	1	z	zá	záh	záha	záhad	záhadn	z	zá	záh	záha	záhad	záhadn	áhadný	hadný	adný	dný	ný	ý	áhadno	hadno	adno	dno	no	o	zpodst.
záhadný	záhadnost	AN	IF	--	1	z	zá	záh	záha	záhad	záhadn	z	zá	záh	záha	záhad	záhadn	áhadný	hadný	adný	dný	ný	ý	adnost	dnost	nost	ost	st	t	podst.
zahájit	zahajovat	VV	--	PI	1	z	za	zah	zahá	zaháj	zaháji	z	za	zah	zaha	zahaj	zahajo	ahájit	hájit	ájit	jit	it	t	ajovat	jovat	ovat	vat	at	t	ned.
zaháleč	zahálečka	NN	MF	--	1	z	za	zah	zahá	zahál	zahále	z	za	zah	zahá	zahál	zahále	aháleč	háleč	áleč	leč	eč	č	álečka	lečka	ečka	čka	ka	a	přech.
zahálet	zahálívat	VV	--	I-	1	z	za	zah	zahá	zahál	zahále	z	za	zah	zahá	zahál	zahálí	ahálet	hálet	álet	let	et	t	álívat	lívat	ívat	vat	at	t	nás.
zahanbit	zahanbovat	VV	--	PI	1	z	za	zah	zaha	zahan	zahanb	z	za	zah	zaha	zahan	zahanb	hanbit	anbit	nbit	bit	it	t	nbovat	bovat	ovat	vat	at	t	ned.
zahánět	zahánívat	VV	--	I-	1	z	za	zah	zahá	zahán	zaháně	z	za	zah	zahá	zahán	zahání	ahánět	hánět	ánět	nět	ět	t	ánívat	nívat	ívat	vat	at	t	nás.
žahavý	žahavost	AN	IF	--	1	ž	ža	žah	žaha	žahav	žahavý	ž	ža	žah	žaha	žahav	žahavo	žahavý	ahavý	havý	avý	vý	ý	havost	avost	vost	ost	st	t	podst.
zahazovačka	zahazovaččin	NA	F-	--	1	z	za	zah	zaha	zahaz	zahazo	z	za	zah	zaha	zahaz	zahazo	ovačka	vačka	ačka	čka	ka	a	vaččin	aččin	ččin	čin	in	n	poses.
zahledět	zahledívat	VV	--	P-	1	z	za	zah	zahl	zahle	zahled	z	za	zah	zahl	zahle	zahled	hledět	ledět	edět	dět	ět	t	edívat	dívat	ívat	vat	at	t	ned.
