Abraham	Abrahám
prokrojit	okrojit,dokrojit
prokrvit	dokrvit
prokura	kura
prokuraindosament	procuraindosament
prokysličit	okysličit,odkysličit,překysličit
prokřemenit	zkřemenět
prolejzat	dolejzat,rozlejzat
proletář	prolétat
prolhat	dolhat
prolétat	proletář
promejšlet	domejšlet,pomejšlet
promobilisovat	omobilisovat,zmobilisovat,umobilisovat,rozmobilisovat,domobilisovat,mobilisovat,zamobilisovat,pomobilisovat,přemobilisovat,přimobilisovat,vymobilisovat,odmobilisovat,namobilisovat
promrazovat	domrazovat
promrzat	omrzat,zmrzat,přimrzat
promykat	promýkat,domykat,mykat,přimykat
promáčknout	rozmáčknout,domáčknout,umáčknout
promílat	domílat,umílat
promítat	omítat
promýkat	promykat
pronikat	onikat
pronormalisovat	donormalisovat,normalisovat,znormalisovat,přenormalisovat
proorat	orat,prodrat
propan	pan,Pan
propláchnout	pláchnout,opláchnout,vypláchnout,spláchnout
proplítat	oplítat,zaplítat,uplítat,vyplítat,doplítat,přeplítat,rozplítat,připlítat,podplítat,splítat
proponovat	oponovat,suponovat
propásnout	pásnout
prorajbovat	vyrajbovat
prorok	rok,úrok
prosignalisovat	signalisovat,dosignalisovat,odsignalisovat,zasignalisovat
prosit	vyosit
prosrat	přisrat,dosrat,přesrat
prostopášný	zprostopášnit
prostoupit	dostoupit,stoupit
prostý	sprostý
prostříkat	stříkat
prosvítat	vysvítat
prosychat	osychat,prosýchat,dosychat,rozsychat,přisychat,zasychat,vysychat,dosýchat,rozesychat,osýchat
prosýchat	prosychat,osýchat,dosýchat,přisýchat,rozsýchat,vysýchat,zasýchat,osychat,usýchat,rozesýchat
proteplit	doteplit,přiteplit
protest	test
protivit	protivný,Protivín
protivný	protivit,Protivín
protkat	potkat
proton	Oton
protýkat	dotýkat,týkat
proud	proudit
proudit	proud,prudit
provaselinovat	dovaselinovat,vaselinovat
provlhat	vlhat,zvlhat,zavlhat
provléknout	vyvléknout,podvléknout
provoz	provozář
provozář	provoz
provázet	Provázek
províjet	dovíjet,přivíjet,víjet
pročmuchat	dočmuchat,čmuchat,vočmuchat
pročísnout	čísnout
prošedat	ušedat,zšedat
proškrabat	škrábat
prožebrat	žebrat
prudit	proudit
pruh	pružný
pružný	pruh
první	prvý
prvý	první
pryštit	prýštit
práce	prát
práchnivý	zpráchnět
prádlař	pradlář
práh	Praha,zápraž
práskat	praskat
prát	práce,uprat,pravý,přát
právovárečný	pravovárečný
prýmek	prýmka
prýmka	prýmkář,prýmek
prýmkář	prýmka
prýštit	pryštit,prýštět
prýštět	prýštit
prťavý	prťák
prťák	prťavý
průhlednět	zprůhlednit
průsvit	průsvitnět
průsvitnět	zprůsvitnit,průsvit
psout	vsout
pták	ptát
ptát	pták,Pták,uptat
puchnout	napuchnout
puchýřovatět	zpuchýřkovatět
pulsovat	rozpulsovat
pumpa	pumpnout,pompa
pumpnout	pumpa
puncovat	punk,punktovat,punkt,punč
punk	punč,punkt,puncovat,punktovat
punkt	punk,punč,punktovat,puncovat
punktovat	punkt,puncovat,punk
punč	punk,punkt,puncovat
puč	pučit,Puk,pučet
pučet	pučit,puč
pučit	puč,pučet,Puk
puška	Puškin
páchat	vypáchat
pádit	pádlo
pádlo	pádit
pájet	napájet
pálat	pálit
páleničář	paleničář
pálit	pálat,palice
pán	pan,Pan,pánev
pánev	panel,pán,Pan,pan
pápěra	papír
pár	pára,párkář,Párs,pářit,párkař,párat
pára	pár,párat,spára,Párs
párat	pára,pár
párkař	párkář,pár
párkář	párkař,pár,pářit,parkovat
pás	Pásek,pas,pást,pásnout
pásnout	pást,propásnout,Pásek,pás
pást	past,Pásek,pásnout,pakt,pás,pasta
pátek	zpátek,pat,pata
páter	páteř
páteř	páter
pátrat	patro
pářit	pár,párkář
péci	péče,pécéčko
pécéčko	péci,péče
péče	péci,pécéčko
píce	píča,píka,pít,pět
píka	píča,píce,Pikt,píst
píle	pílit,Pila,pila
pílit	píle
písek	píst
pískat	pískař
pískař	pískat
píst	písek,pěst,Pikt,píka
pít	pět,píce,pětník
píča	píka,píce,Pěč,Pikt,zpíčit,vypíčit
pórovatět	zpórovatět
pěna	pěnice
pěnice	pěna
pěst	píst,pěstit
pěstit	pěst
pět	pít,pětník,supět,zpět,píce,opět
pětník	pět,pít
přeautomatisovat	přiautomatisovat,zautomatisovat,automatisovat,odautomatisovat
přebookovat	zabookovat
přebrnkat	brnkat
přebíhat	předebíhat
přecensurovat	přicensurovat,nacensurovat,zacensurovat
přecentralisovat	decentralisovat,centralisovat,zcentralisovat,dodecentralisovat
přechcat	nachcat,zechcat,chcát,ochcat
přechutit	přichutit,ochutit
přecviknout	procviknout
předebíhat	předeběhnout,přebíhat
předeběhnout	předebíhat,nadeběhnout
předek	přední
předeprat	odeprat
předeslat	přeslat,odeslat
předikovat	predikovat
předkládat	vzkládat,dokládat,odkládat,přikládat,vykládat,překládat,rozkládat,ukládat
předlétnout	předlítnout,odlétnout
předlítnout	předlétnout
přední	přesný,předek
předpínat	odpínat,vzpínat,podpínat
předvulkanisovat	zvulkanisovat,zavulkanisovat,vulkanisovat,dovulkanisovat
přegeneralisovat	vygeneralisovat,generalisovat,zgeneralisovat
přehlédat	zpřehledat
přehoupnout	vhoupnout,houpnout
přehvězdit	zhvězdit,vyhvězdit
přeinicialisovat	inicialisovat,reinicialisovat,nainicialisovat,doinicialisovat,zinicialisovat,odinicialisovat,rozinicialisovat
přejezdný	zájezdný
překabátit	Kabát,kabát
překlimatisovat	klimatisovat,přiklimatisovat,zaklimatisovat
překládat	přikládat,zakládat,kládat,předkládat,dokládat,vynakládat,vykládat
překrvit	zakrvit
překvapit	kvapit
překydat	kydat
překysličit	okysličit,prokysličit
přelejvat	nalejvat
přelhat	přilhat
přelodit	nalodit
přelítnout	zalítnout,nalítnout
přemetnout	vymetnout
přemobilisovat	mobilisovat,vymobilisovat,zmobilisovat,přimobilisovat,rozmobilisovat,zamobilisovat,vmobilisovat,namobilisovat,promobilisovat,pomobilisovat,umobilisovat,domobilisovat,omobilisovat,demobilisovat,odmobilisovat
přenormalisovat	normalisovat,pronormalisovat,znormalisovat,donormalisovat
přenáhlit	znáhlit
přeorganisovat	reorganisovat,zreorganisovat,organisovat,zorganisovat
přepelichat	pelichat
přepeřit	zapeřit,vpeřit,vypeřit,zpeřit
přepláštit	opláštit
přeplítat	vyplítat,zaplítat,proplítat,vplítat,oplítat,uplítat,splítat,rozplítat,připlítat
přepodstatnit	zpodstatnit,zpodstatnět
přepásat	připásat
přepírat	vpírat
přepřahat	vypřahat,vpřahat,zapřahat,připřahat,spřahat,odpřahat,rozpřahat,napřahat
přeresonovat	resonovat,zaresonovat
přeslat	předeslat,rozeslat
přesný	přísný,přední,příst,eses
přespecialisovat	zespecialisovat,specialisovat
přespořit	spořit
přesrat	přisrat,zesrat,rozesrat,odsrat,prosrat,srát
přestlat	přistlat
přestýlat	nastýlat,ustýlat
přestřihat	nastřihat,přistřihat,přestříhnout,střihat
přestříhnout	nastříhnout,stříhnout,ustříhnout,přestřihat,zastříhnout,dostříhnout
přesychat	přesýchat,rozesychat,přisychat,sesychat,osychat
přesynchronisovat	přisynchronisovat,nasynchronisovat,sesynchronisovat,resynchronisovat,usynchronisovat,dosynchronisovat
přesystematisovat	systematisovat,dosystematisovat,nasystematisovat,rozsystematisovat
přesýchat	přesychat,rozesýchat,přisýchat,osýchat
přeteplit	vyteplit,přiteplit
převitaminisovat	vitaminisovat,přivitaminisovat,zvitaminisovat
převlek	převlečný
převlečný	převlek
převléknout	vyvléknout
převor	vor
převrhat	vrhat,zavrhat
převíjet	přivíjet,víjet
převýšit	vyvýšit
převčelit	zavčelit
přezvěřit	zazvěřit,zvěř
přečíslit	začíslit
přeřizovat	uperizovat
přeškicnout	oškicnout,naškicnout,doškicnout
přežrat	zažrat
přiautomatisovat	přeautomatisovat,doautomatisovat,zautomatisovat
přibahňovat	nabahňovat
přicensurovat	přecensurovat,nacensurovat
přichutit	ochutit,přechutit,dochutit
přicmrdovat	přicmrdávat
přicmrdávat	přicmrdovat
přicpat	procpat
přiklekat	poklekat,zaklekat
přiklimatisovat	zaklimatisovat,překlimatisovat,klimatisovat,doklimatisovat
přikládat	dokládat,překládat,zakládat,předkládat,skládat,odkládat,kládat
přikonsumovat	prokonsumovat,dokonsumovat,konsumovat,vykonsumovat
přikročit	nakročit,zakročit
přilhat	přelhat
přilítat	odlítat
přimobilisovat	přemobilisovat,zmobilisovat,promobilisovat,umobilisovat,rozmobilisovat,mobilisovat,vymobilisovat,odmobilisovat,zamobilisovat,omobilisovat,pomobilisovat,domobilisovat
přimrzat	promrzat
přimykat	promykat,mykat
připlynout	zaplynout
připlítat	proplítat,zaplítat,oplítat,přeplítat
připodobit	připodobnit,zpodobit,spodobit
připodobnit	připodobit,zpodobnit
připomínat	opomínat,zapomínat,napomínat,pozapomínat
připásat	přepásat
připřahat	zapřahat,přepřahat,spřahat,odpřahat,vypřahat,rozpřahat
přisedat	posedat
přisliznout	osliznout
přispat	přispávat
přispávat	přispat
přispíšit	pospíšit,uspíšit
přisrat	přesrat,prosrat,dosrat,odsrat,zesrat
přistabilisovat	stabilisovat,ustabilisovat,dostabilisovat,nastabilisovat,zastabilisovat
přistehnout	nastehnout,zastehnout
přistlat	přestlat
přistřihat	přestřihat,střihat,nastřihat,dostřihat
přisychat	přisýchat,osychat,přesychat,prosychat,dosychat,sesychat,rozesychat
přisynchronisovat	přesynchronisovat,nasynchronisovat,dosynchronisovat,sesynchronisovat,usynchronisovat,resynchronisovat
přisýchat	přisychat,osýchat,prosýchat,přesýchat,dosýchat,osychat
přitakat	potakat
přiteplit	přeteplit,proteplit
přivitaminisovat	ovitaminisovat,převitaminisovat,dovitaminisovat,vitaminisovat,odvitaminisovat,zvitaminisovat
přivykat	vykat,uvykat
přivíjet	převíjet,províjet,dovíjet,víjet
přizvedat	zvedat,nazvedat
přišlehat	zešlehat
přát	přít,prát
příjemnit	příjemný,zpříjemnět,zjemnět
příjemný	příjemnit
přísnit	přísnět,přísný
přísný	příst,přesný,přísnit
přísnět	přísnit,zpřesnět
příst	přísný,příčit,přít,přesný
přít	přítel,přát,příst,příčit
přítel	přít
příčina	příčit,čina
příčit	příčina,příst,přít
pšoukat	pšukat
pšukat	pšoukat
půl	pole
působit	násobit
půst	vně,Poe,pot,zout,Nat
rab	Ráb,rabi
rabi	rabiák,rabiát,rab
rabiák	rabiát,rabi
rabiát	rabiák,rabi
rachat	ráchat
rada	radovat,Radek,radon,radar
radar	rada
radon	Radouň,rada,radovat
radovat	rada,radon
rafika	rafičit
rafičit	rafika
rajka	ráj
rak	zrak,Rakovník
rameno	ramenář
ramenář	rameno
rande	Randák
raný	rána,ranč
ranč	rána,raný
rap	vrap
ras	rasa
rasa	ras,řasa
realisovat	zrealisovat
recensovat	zrecensovat
recenze	recenzovat
recenzovat	recenze
recepce	recept
recept	recepce
recidiva	recidivovat,recidivismus
recidivismus	recidiva
recidivovat	recidiva
redistribuce	distribuce
reedovat	Reed
reflektant	reflektovat
reflektovat	reflektant
reforma	forma
regrese	agrese
regulovat	regulární
regulární	regulovat
rehabilitovat	habilitovat
rehydrovat	dehydrovat
reinicialisovat	přeinicialisovat,inicialisovat,doinicialisovat,odinicialisovat,nainicialisovat
rejd	rejdit
rejdit	rejd
rek	Řek,rekce
rekce	rek
reklama	reklamovat
reklamovat	reklama
rekompensovat	kompensovat
rekrut	rekrutovat
rekrutovat	rekrut
remilitarisovat	demilitarisovat,militarisovat
remisovat	zremisovat
remíz	remíza
remíza	remíz
renta	rentovat
rentgen	Roentgen
rentovat	renta
reorganisovat	zreorganisovat,přeorganisovat,organisovat,zorganisovat
reparatura	aparatura
repetent	repetovat
repetit	repetovat,repetitor
repetitor	repetit
repetovat	repetit,repetent
reportovat	deportovat
represe	deprese
resonovat	zresonovat,přeresonovat,zaresonovat,rozresonovat,doresonovat,vyresonovat
resynchronisovat	přesynchronisovat,usynchronisovat,nasynchronisovat,přisynchronisovat,dosynchronisovat,sesynchronisovat
ret	retina
retina	retinovat,ret
retinovat	retina
retrahovat	atrahovat
revanš	revanšovat
revanšovat	revanš
revolucionařit	revolucionovat
revolucionisovat	zrevolucionisovat
revolucionovat	revolucionařit
rezerva	rezervoár,rezervovat
rezervovat	rezerva
rezervoár	rezerva
reální	reálný
reálný	reální
rešerše	rešeršovat
rešeršovat	rešerše
rochnit	zarochnout,rochňat
rochňat	rochnit
rodopis	národopis
roh	rohovatý,rohovník
rohlík	rohlíkář
rohlíkář	rohlík,Rohlík
rohovatý	roh,rohovník
rohovník	rohovatý,roh
roj	Rojka,Rojík,ráj
rok	prorok
role	Rol,Rolin
rolničit	rolnička
rolnička	rolničit
rolovat	Rol
román	Roman,Romanov
ronit	Ronov
rosa	osa,vosa
rota	rotovat,routa
rotovat	rota
roubat	roubit
roubit	roubat
roura	rourař
rourař	roura
routa	rota
rozblátit	zablátit
rozbojník	zbojník
rozbolavět	zbolavit
rozbolestnit	zbolestnět
rozbočit	zbočit
rozbydlet	bydlet
rozbíhat	zbíhat,vybíhat
rozbředat	bředat,vybředat,zabředat
rozbřesknout	zabřesknout
rozcensurovat	zcensurovat,odcensurovat,censurovat,procensurovat,docensurovat,vycensurovat
rozchlípit	vychlípit,odchlípit
rozchvátit	zchvátit,vychvátit
rozcitlivit	zcitlivit,rozcitlivět,zcitlivět
rozcitlivět	zcitlivět,rozcitlivit,zcitlivit
rozdout	dout
rozedrat	zedrat
rozendat	odendat
rozeslat	přeslat
rozesrat	zesrat,přesrat
rozesychat	rozesýchat,rozsychat,přesychat,osychat,přisychat,prosychat,sesychat
rozesýchat	rozesychat,rozsýchat,přesýchat,rozsychat,prosýchat
rozgeneralisovat	zgeneralisovat,vygeneralisovat,generalisovat,zageneralisovat
rozhlédat	zhlédat,hlédat,hledat,obhlédat,vyhlédat
rozhodnout	pohodnout
rozhojnit	zhojnit,zhojnět
rozhoupnout	zhoupnout,houpnout,vyhoupnout
rozinicialisovat	zinicialisovat,doinicialisovat,inicialisovat,odinicialisovat,nainicialisovat,přeinicialisovat
rozjařit	zjařit
rozjímat	podjímat
rozklofat	klofat
rozkládat	odkládat,dokládat,předkládat
rozkonsumovat	prokonsumovat,konsumovat,dokonsumovat,vykonsumovat
rozkoš	koš
rozkročit	kročit,vykročit,ukročit
rozkvítat	zkvítat,odkvítat
rozkřídlit	okřídlit,zakřídlit
rozlejzat	prolejzat
rozlíhat	vylíhat,dolíhat,líhat
rozlítit	rozlítnout,zlítit
rozlítnout	rozlítit
rozlízat	lízat
rozmanitý	vymanit
rozmarýn	Maryna
rozmobilisovat	zmobilisovat,promobilisovat,umobilisovat,vymobilisovat,přemobilisovat,pomobilisovat,domobilisovat,odmobilisovat,omobilisovat,mobilisovat,zamobilisovat,přimobilisovat,namobilisovat
rozmrzat	zmrzat,vymrzat
rozmáčknout	zmačknout,promáčknout,vymáčknout
rozmílat	vymílat
roznítit	nítit
rozněžnět	zněžnět,zněžnit
rozohnit	zohnit
rozpindat	pindat
rozplamenit	zplamenit,zplamenět
rozplítat	proplítat,oplítat,zaplítat,vyplítat,přeplítat,uplítat,splítat
rozpora	opora,rozporovat
rozporovat	rozpora
rozprecisovat	precisovat,vyprecisovat,zaprecisovat,doprecisovat
rozprostranit	uprostranit
rozptýlit	zptýlit
rozpulsovat	pulsovat
rozpínat	odpínat,vzpínat,podpínat
rozpřahat	rozpřáhat,vypřahat,zapřahat,odpřahat,přepřahat,připřahat
rozpřádat	zapřádat,opřádat,upřádat,vypřádat,dopřádat
rozpřáhat	rozpřahat
rozradostnět	zradostnět,zradostnit
rozresonovat	zresonovat,vyresonovat,doresonovat,resonovat
rozsocha	socha
rozsychat	rozsýchat,rozesychat,osychat,prosychat,dosychat,rozesýchat,vysychat,zasychat
rozsystematisovat	systematisovat,dosystematisovat,nasystematisovat,přesystematisovat
rozsýchat	rozsychat,rozesýchat,osýchat,prosýchat,dosýchat,usýchat,vysýchat
roztrojit	ztrojit
roztrpčit	ztrpčit,ztrpčet
roztínat	odtínat
rozvichřit	vichřit
rozvojář	vývojář
rozvrtit	uvrtit,vyvrtit
rozvzpomínat	vzpomínat
rozšmaťchat	vyšmaťchat,sešmaťchat
rozšťourat	šťourat
rozžvykovat	ožvykovat
rošt	růst
rubat	Rubák
ruch	ruka
rudý	Ruda
ruka	rukovat,ruch
rukovat	ruka
rulička	Rulík
ruměnit	zaruměnět,ruměný,zruměnět
ruměný	ruměnit
rusý	Rusko,Rusín
rvát	vát,řvát
ryba	Rybák,Rybář
rychlobruslař	rychlobruslit
rychlobruslit	rychlobruslař
rychta	rychtovat
rychtovat	rychta
ryšavět	zryšavět
ráchat	rachat
ráj	rajka,roj,Rojka
rákos	Rákosník
rám	rámě
rámě	rám
rána	raný,ranč
ráčit	ráčkovat
ráčkovat	ráčit
rétor	rétorika
rétorika	rétor
rýha	rýže
rým	dým,rýma
rýma	rýmař,rým
rýmař	rýma,Rýmařov
rýže	rýha
růst	Zrůst,rošt
sacharin	Sacharov
sadit	Sadil,odsadit,Sádek,Sadov
sadovník	Sadov,Sádek
sahat	zasahat,vsahat
sajdkára	sajdkárkros
sajdkárkros	sajdkára
sak	sako,Kosák
sako	sak,Sasko
sakrament	zasakramentovat
salaš	salašit
salašit	salaš
salát	sálat
samec	samet
samet	samec
samokonfigurovat	konfigurovat
sandinista	Sandino
sanita	sanitovat,sanovat
sanitovat	sanita
sankce	sankciovat,sáňkář,saně
sankciovat	sankce
sanovat	saně,sanita
santal	Santana
saně	sankce,sanovat,sát
sardinka	sardinkář,Sardinie
sardinkář	sardinka,Sardinie
satira	satyr
satyr	satira
schroupnout	uchroupnout
schroustnout	zachroustnout
schránět	naschránit,uschránit
sebeparodie	sebeparodizovat
sebeparodizovat	sebeparodie
sebeprodukovat	sebereprodukovat
sebereprodukovat	sebeprodukovat
sebeuspokojit	sebeuspokovat
sebeuspokovat	sebeuspokojit
sebezpyt	sebezpytovat
sebezpytovat	sebezpyt
sedlat	Sedlák
seismologie	kosmologie
sekce	sekta,set
sekretář	podsekretář
sekta	sekce
sekvence	sekvencovat,sekvenovat
sekvencovat	sekvence,sekvenovat
sekvenovat	sekvencovat,sekvence
selekce	selektiva,selektovat
selektiva	selektovat,selekce
selektovat	selektiva,selekce
semický	semita
semita	semický
sen	seno
seno	senát,sen,set,Seneka
sentimentalismus	mentalismus
senzibil	senzibilní
senzibilní	senzibil
senzitiv	senzitivní
senzitivní	senzitiv
senát	seno
sesmekat	smekat
sesychat	osychat,přesychat,dosychat,přisychat,vysychat,rozesychat,zasychat
sesynchronisovat	přesynchronisovat,přisynchronisovat,nasynchronisovat,usynchronisovat,dosynchronisovat,resynchronisovat
set	Oset,sít,sto,seno,sát,sekce
sever	Severa
sešeřit	šeřit
sešikmit	zešikmit
seškrtat	škrtat
sešmaťchat	vyšmaťchat,rozšmaťchat
siena	siný
signalisovat	dosignalisovat,odsignalisovat,zasignalisovat,prosignalisovat
silice	silika
silika	silice,silikát
silikát	silika
sinus	siný
siný	sinus,siena
sirý	síra
sivý	Siva,osivo,sít,vyosit
skalkařit	Skalka,skalničkařit
skalničkařit	skalkařit
skalp	skialp
skandalisovat	zeskandalisovat
skialp	skalp
skica	skicnout
skicnout	skica,oškicnout
skladnit	zkladnit
sklamat	klamat
sklep	sklepník
sklepník	usklepnit,sklep
sklovatět	zesklovatět
skládat	přikládat,dokládat
skomírat	zkomírat
skrovný	uskrovnit
skála	Skalka
skýtat	naskýtat,vyskýtat
skřípat	skřípět
skřípět	skřípat
slabika	slabý,uslabit
slabý	slabika
slad	sladký,sladit,sladovník
sladit	sladký,slad,sladovník
sladký	sladit,slad,sladovník
sladovničit	sladovník
sladovník	sladovničit,slad,sladit,sladký
slanit	Slanec
slavit	slavík,Slávie
slavík	slavit,Slávie
sled	slez
slepičář	Slepička,naslepičit
slez	Slezsko,sled
slon	slunce
sloup	sloupkář
sloupkař	sloupkář
sloupkář	sloupkař,sloup
slunce	slon
slída	slídit
slídit	slída
smekat	sesmekat,vysmekat,posmekat
smetana	smetat
smetat	smetana
smradit	zasmradit
smích	Smíchov
smírný	směr
směr	smírný
smět	Smělý
smůla	Smola
sněm	sněmovat
sněmovat	sněm
socha	rozsocha
soda	sud,osud,Sodoma
sok	dok
solvence	insolvence
soma	Sodoma
sonet	sonáta
sonografie	fonografie
sonáta	sonet
sorbovat	adsorbovat,absorbovat
sosat	Sosna
sova	Sovík,Siva
spam	spamovat
spamovat	spam
specialisovat	přespecialisovat,zespecialisovat
spedice	speditér
speditér	spedice
splasknout	plasknout
sploštit	zploštit,oploštit
spláchnout	opláchnout,vypláchnout,pláchnout,propláchnout
splítat	oplítat,přeplítat,vyplítat,proplítat,rozplítat
spodobit	zpodobit,připodobit
spolkař	spolkařit,spolčit
spolkařit	spolkař
spolufinacovat	spolufinancovat
spolufinancovat	spolufinacovat
spoluodpovídat	spoluzodpovídat
spoluovládat	spoluvládnout
spolupoužít	spoluprožít
spoluprožít	spolupoužít
spolupřepravovat	spolupřipravit
spolupřipravit	spolupřepravovat
spoluučinkovat	spoluúčinkovat
spoluvládnout	spoluovládat
spoluzodpovídat	spoluodpovídat
spoluúčinkovat	spoluučinkovat
spolčit	spolkař
spor	spora,sporý,Sporck
spora	spor,sporý,Sporck
sport	spurt,Sporck
sporý	spora,spor
spořit	přespořit,podpořit
spravedlivý	spravedlný
spravedlný	spravedlivý
sprostit	oprostit,sprostý,zprostit,zprostit,vyprostit
sprostý	sprostit,prostý
sprovodit	vyprovodit,doprovodit
spurt	spurtovat,sport
spurtovat	spurt
spára	pára
spát	pospat
spíchat	pospíchat,spěchat
spěchat	spíchat,pospíchat
spřahat	odpřahat,připřahat,přepřahat,vypřahat,zapřahat,vpřahat
spřádat	opřádat,zapřádat,vypřádat,dopřádat,upřádat
srnec	Srník,Srna
srp	sýr
srát	přesrat,dosrat
sršatý	sršet
sršet	sršatý
stabilisovat	dostabilisovat,nastabilisovat,přistabilisovat,ustabilisovat,zastabilisovat
standardisovat	zestandardisovat
stanovit	Staník
star	starý,Istar
staromil	staromilec
staromilec	staromil
starý	star
statika	statistika,statovat
statistika	statika
statovat	stát,stát,stát,statika
stenografie	stenografovat
stenografovat	stenografie
step	stepovat
stepovat	step
sterilisovat	vysterilisovat
sterilní	sterilovat
sterilovat	sterilní
stlát	dostlat
sto	Stoy,set,oko
stoik	Stoy
stokoruna	koruna
stolice	stolit
stolit	stolice
stonat	Stone,stonek
stonek	Stone,stonat
stop	stopa
stopa	stop,Stupa
stoper	stopér
stopér	stoper
stoupit	dostoupit,zastoupit,popostoupit,prostoupit
stražit	zostražitět
stroj	strojit,ústroj
strojit	stroj
strok	otrok
strouhat	vystrouhat
struha	ostruha
strukturalisovat	dostrukturalisovat,nastrukturalisovat,zastrukturalisovat
stréc	strýc
strýc	stréc
stud	studit,studovat,studený,Studený
studený	stud,studit,studovat,Studénka,Studnář
studit	stud,Studený,studený,studovat
studovat	stud,studený,Studený,studit
stylisovat	vystylisovat,zestylisovat,ustylisovat
stáj	stájník
stájník	stáj,Staník
stánkař	stánkařit,stávkař
stánkařit	stánkař
stát	statovat
stát	statovat
stát	statovat
stávkař	stánkař
stáž	stážovat
stážovat	stáž
sténat	stínat
stín	Stin,stínat,stěna
stínat	sténat,stěna,stín
stýsknout	zastýsknout
stěhovat	stěhovák
stěhovák	stěhovat
stěna	stínat,stín,Stin
střebat	vstřebat
středit	odstředit,dostřeďovat
střihat	nastřihat,dostřihat,vostříhat,zastřihat,odstřihat,přistřihat,přestřihat
střiž	stříž,Stříž
stříbro	stříbřit,Stříbrný
stříbřit	stříbro,Stříbro,zestříbřet
stříhnout	ustříhnout,nastříhnout,dostříhnout,přestříhnout,vostříhat,zastříhnout
stříkat	prostříkat
střízlivý	střízlík,zestřízlivit
střízlík	střízlivý
stříž	střiž
subdukovat	obdukovat
subvence	subvencovat
subvencovat	subvence
sud	osud,soda,Sudek
sulc	Sula
suma	sumec
sumec	suma
supat	zupat,pat
suponovat	oponovat,proponovat
supět	pět,zpět
surový	Sura
surrealismus	neosurrealizmus
svat	Svatý,svatý
svatý	svat
svině	Sviny
svitek	svítit
svor	svora
svora	svor
svrbit	svrbět
svrbět	svrbit
svítit	světnice,svět,svitek,Osvětim
svědek	svědit,svědět
svědit	svědět,svědek
svědět	svědit,svědek
svět	světnice,svítit
světnice	svět,svítit,Osvětim,zesvětovět,zásvětný,osvětář
swing	swingovat
swingovat	swing
symbolisovat	zesymbolisovat
sympatie	sympatisovat,zesympatičtit
sympatisovat	zesympatisovat,zasympatisovat,sympatie
synchron	nasynchronisovat
syndikalismus	zesyndikalisovat
syndikovat	syndikát
syndikát	syndikovat
synkopa	synkopovat
synkopovat	synkopa
systematisovat	nasystematisovat,dosystematisovat,přesystematisovat,rozsystematisovat
systemisovat	dosystemisovat
systém	systémák,ekosystém
systémák	systém
sál	Nosál
sálat	salát
sát	set,saně
sáňkář	sankce
série	síra
sérologie	urologie
síci	sít
síknout	posíknout
síra	sirý,série
sít	sítina,síť,vyosit,set,sivý,síci,Oset
sítina	sít
síť	sít
sýr	Sýrie,Srp,srp
taj	tajný
tajemný	tajemnůstkář
tajemnůstkář	tajemný
tajný	taj
takt	taktika
taktika	takt
tanec	tank,tanout,tango
tango	tanec
tank	tanout,tanec
tanout	tank,tanec
tavit	zotavit
teatrální	zteatrálnit
technika	techno,zootechnika
techno	technika
teismus	ateismus
tele	Telč,cé,otec
telit	tetelit
tematika	matematika
tendr	tendrovat
tendrovat	tendr
tenký	Tennant,ztenknout
tep	otep
teriér	terč,teror
termika	termit
termit	termika
teror	teriér
terorismus	terorisovat
terorisovat	zterorisovat,terorismus
terč	teriér
test	protest
teta	tetovat
tetelit	telit
tetovat	teta
text	textil
textil	text
teč	tečka,Teka,Telč
tečka	Teka,teč
tip	tiper
tiper	tipér,tip
tipnout	otipnout
tipér	tiper
tisíc	Tisa,Tisov
titan	Titán,Titov
tknout	tkát
tkát	tknout
tleskat	otleskat
tmívat	vytmívat,tmět
tmět	tmívat,vytmívat
tonout	tonus
tonus	tonout
topor	topořit
topořit	topor
totál	totální
totální	totál
trafika	trafikařit
trafikařit	trafika
trakce	trakt
trakt	trakce
tramvaj	tramvajář
tramvajář	tramvaj
transgredovat	transgrese
transgrese	transgredovat
transit	transitovat
transitovat	transit
trasa	trasovat
trasovat	trasa
tratit	trať
travař	tráva
trať	tratit,tráva
trek	trest,treta
trest	trek
treta	trek
trh	Trhovky
trik	triko,trio
triko	trik,trio
trio	triko,trik
trn	Trnka,trnout
trnout	trn,Trnka
trojice	trojka,trojčit
trojka	trojčit,trojice,Troy,Troják,tropy
trojnásobek	ztrojnásobit
trojčit	trojka,Troják,trojice
tropy	trojka
trouchnivý	ztrouchnět
trsat	otrsat,Trs
tráva	travař,trávit,trať
trávit	tráva
tuha	tuhý
tuhý	tuha
tuna	tuňák,tung
tunel	tunelit
tunelit	tunel
tung	tuna
tupat	ťupat
tur	Turek,Turkit,Tursko
turismus	naturismus
turkický	Turkit,Tursko,Turek
turnaj	Turnov
turner	turnér
turnér	turner
tutový	Tutu
tuňák	tuna
tuš	tušit
tušit	tuš
tvar	tvářit,tvárný,tvářet
tvaroh	tvarohář
tvarohář	tvaroh
tvárný	tvar,tvářit
tvářet	tvářit,tvar
tvářit	tvářet,tvar,tvárný
tykat	zatykat,týkat,tyknout
tyknout	tykat
tyrolsko	Tyroly
tyč	tyčit,tyčinka
tyčinka	tyčit,tyč
tyčit	tyč,vytýčit,tyčinka
tábor	Tabori
tápat	ťápat
tát	Tate,táta,Tatar
táta	Tate,tát,Tatar
tón	tónika
tónika	tón
týkat	tykat,protýkat,dotýkat
