word	etymology	is_loan
sát		native
satan	lat,ell,heb	loan
satelit		loan
satén	fra,ara,zho	loan
satira	lat	loan
satisfakce	lat	loan
saturovat	lat	loan
satyr	lat,ell	loan
sauna	fin	loan
savana	fra,spa	loan
savec		native
saxofon	fra	loan
saze		native
sázet		native
sběř		native
sbor		native
scéna	lat,ell	loan
science fiction	eng	loan
se		native
se-	lat	loan
seance	fra,lat	loan
secese	lat	loan
seč		native
sedan	eng	loan
sedativum	lat	loan
sedět		native
sediment	deu,lat	loan
sedlák		native
sedlo		native
sedm		native
sedmikráska		native
segment	deu,lat	loan
segregace	lat	loan
seizmograf	ell	loan
sejf	eng,fro,lat	loan
sekat		native
sekce	deu,lat	loan
sekera		native
sekret	lat	loan
sekretář	lat	loan
sekt	deu,fra,ita,lat	loan
sekta	deu,lat	loan
sektor	deu,lat	loan
sekularizace	lat	loan
sekunda	lat	loan
sekundant	deu,lat	loan
sekundární	deu,fra,lat	loan
sekundovat	deu,lat	loan
sekvence	lat	loan
sekvoje	eng	loan
sekyra		native
sekýrovat	deu,ita	loan
seladon	fra	loan
selanka	pol	loan
sele	deu	loan
selekce	deu,lat	loan
selen	lat,ell	loan
selka		native
sem		native
semafor	deu,fra,ell	loan
sémantika		loan
semeno		native
semestr	deu,lat	loan
semifinále	lat	loan
seminář	deu,lat	loan
sémiotika		loan
semiš	deu,fra,lat	loan
semknout se		native
sen		native
senát		loan
sendvič	eng	loan
senilní	lat	loan
senior	lat	loan
seno		native
sentence	lat	loan
sentimentální	eng	loan
sentinel	eng,fra	loan
senzace	deu,fra,lat	loan
senzibilní	lat	loan
senzitivní	lat	loan
senzor	eng,fra,lat	loan
separovat	lat	loan
sépie	lat,ell	loan
sepse	deu,ell	loan
septima	lat	loan
serafín	lat,ell,heb	loan
serenáda	deu,fra,ita,lat	loan
seriál	eng	loan
série	deu,lat	loan
seriózní	deu,fra,lat	loan
serpentina	deu,lat	loan
sérum	deu,lat	loan
servilní	deu,lat	loan
servírovat	deu,fra,lat	loan
servis	lat	loan
servítek	deu,fra	loan
servus	deu,lat	loan
seržant	fra,fro,lat	loan
sesout (se)		native
sestra		native
set	eng	loan
setr	eng	loan
sever		native
sex	eng,lat	loan
sex-appeal	eng,lat	loan
sexta	lat	loan
sextant	lat	loan
sexteto	ita,lat	loan
sezam	deu,lat,ell	loan
sezona	deu,fra,lat	loan
sféra	lat,ell	loan
sfinga	ell	loan
sgrafito	ita	loan
show	eng	loan
schéma	deu,lat,ell	loan
scherzo	ita,gem	loan
schizma	lat,ell	loan
schizofrenie	ell	loan
schlíplý		native
schnout		native
schod		native
scholastika	lat,ell	loan
schopný		native
schválně		native
-si		native
si		native
sibérie	fra	loan
sice		native
sídlo		native
siena	ita	loan
siesta	spa,lat	loan
sifon	deu,fra,lat,ell	loan
signál	deu,fra,lat	loan
signatář	fra,lat	loan
signatura	lat	loan
sígr	deu	loan
sichr	deu,goh,lat	loan
síla		native
-sílat		native
siláž	deu,fra,spa	loan
silikon	lat	loan
silikóza	lat	loan
silnice		native
silon		native
silueta	fra	loan
símě		native
simplifikace	lat	loan
simulovat	lat	loan
simultánní	lat	loan
síň		native
sinat		native
singl	eng,fro,lat	loan
singulár	lat	loan
sinus		loan
sípat		native
sir	eng	loan
síra		native
siréna	deu,fra,lat,ell	loan
sirotek		native
sirup		native
sít		native
síť		native
síto		native
situace	deu,fra,lat	loan
sivý		native
skafandr	fra,ell	loan
skákat		native
skála		native
skalár	lat	loan
skalice	deu	loan
skalp	eng	loan
skalpel	lat,ine	loan
skandál	deu,lat,ell	loan
skandovat	deu,lat	loan
skanzen	swe	loan
skartovat	ita	loan
skateboard	eng	loan
skaut	eng,fro,lat	loan
skeč	eng	loan
skelet	deu,ell	loan
skepse	deu,ell	loan
sketa		native
skibob	eng,nor,isl	loan
skica	deu,ita	loan
skif	eng,fra,ita,lng,gem	loan
skinhead	eng	loan
sklep		native
skleróza		loan
sklíčit		native
sklo		native
skoba		native
skočit		native
skolióza	ell	loan
skolit		native
skomírat		native
skonto	ita	loan
-skop	ell	loan
skopčák	deu	loan
skopec		native
skóre	eng,isl	loan
skorec		native
skoro		native
skořápka	hsb,chu,ine	loan
skořice		native
skot	dsb	loan
skotačit	dsb	loan
skoupý		native
skráň		native
skrblit		native
skreč	eng	loan
skripta	lat	loan
skromný	pol	loan
skrovný	pol	loan
skrumáž	eng,fro	loan
skrupule	lat	loan
skrutinium	lat	loan
skruž		native
skrýš		native
skrz		native
skřehotat		native
skřek		native
skřele	pol	loan
skříň	goh	loan
skřípat		native
skřítek	goh	loan
skřivan		native
skučet		native
skuhrat		native
skulina		native
skulptura	deu,lat	loan
skunk	eng	loan
skutek		native
skútr	eng	loan
skvělý		native
skvít se		native
skvrna		native
skýtat	hsb	loan
skýva	dsb,goh,ine	loan
slabika	lat,ell	loan
slabý		native
slad		native
sladký		native
slalom	nor	loan
sláma		native
slang	eng	loan
slanina		native
slap	slv,srp,hrv	loan
slast	rus,chu	loan
-slat		native
slátanina		native
slatina		native
sláva		native
slavík		native
slavista	deu	loan
slečna		native
sleď	pol,rus,gem	loan
sledovat		native
slech		native
slepice		native
slepý		native
slet		native
sléz		native
slezina		native
slíbit		native
sličný		native
slída	rus	loan
slídit		native
slimák		native
slín		native
slina		native
slípka		native
slipy	eng	loan
slíva		native
sliz		native
slogan	eng,gla	loan
sloh	rus	loan
sloj		native
sloka		loan
slon		native
slota		native
sloup		native
slout		native
sloužit		native
Slovan		native
sloveso	lat	loan
slovo		native
slovutný		native
sluha		native
sluch		native
sluj		native
sluka		native
slunce		native
slupka		native
slušet		native
slušný		native
slynout		native
slyšet		native
slza		native
smahnout		native
smalt	ita,gem	loan
smaragd	lat,ell	loan
smát se		native
smažit		native
smeč	eng	loan
smečka		native
smělý		native
směr		native
směstnat		native
smět		native
smetana		native
smetí		native
smích		native
smilný		native
smír		native
smlouva		native
smog	eng	loan
smoking	eng	loan
smokvoň	srp,hrv	loan
smolit		native
smrad		native
smrákat se		native
smrdět		native
smrk		native
smrkat		native
smrsknout se		loan
smršť	rus	loan
smrt		native
smrž		native
smůla		native
smutný		native
smyčec		native
smýkat		native
snad	dsb	loan
snaha		native
snacha		native
snajpr	eng	loan
sňatek		native
snědý		native
sněm		native
sněť		native
sněžit		native
snídat		native
sníh		native
snímat		native
sníst		native
snít		native
snítka	ine,deu	loan
snob	eng	loan
snop		native
snoubit se	pol	loan
snovat		native
snowboard	eng	loan
snůška		native
sob		native
sobec		native
sobol	rus	loan
sobota		native
sociální	deu,fra,lat	loan
sociologie	deu,fra,eng	loan
soda	deu,ita,spa,ara	loan
sofa	deu,fra,ara	loan
sofistika	eng	loan
softbal	eng	loan
software	eng	loan
socha		native
sochor		native
sója	deu,jpn	loan
sojka		native
sok	ine	loan
sokl	deu,fra,ita,lat	loan
sokol		native
solární	lat	loan
soldateska	deu,fra,ita,lat	loan
solidární	deu,fra,lat	loan
solidní	deu,fra,lat	loan
solitér	fra,lat	loan
sólo	ita,lat	loan
solventní	deu,lat	loan
somatický		loan
sombrero	spa,lat	loan
somrovat	deu	loan
sonáta	ita,lat	loan
sonda	deu,fra	loan
sonet	ita,lat	loan
song	eng	loan
sonorní	deu,fra,lat	loan
sopel		native
sopka	rus,orv	loan
sopouch		native
soprán	ita,lat	loan
soptit		native
sorta	ita,lat	loan
sortiment	ita,lat	loan
sos	deu,fra,lat	loan
sosák		native
sosna		native
sotva		native
sou-		native
soud		native
souhláska	lat	loan
soukat		native
soukromý		native
soumar	goh,lat,ell	loan
soupeř		native
soused		native
sousto		native
soustruh		native
souš		native
soutěska		native
soutěž		native
-souvat		native
soužit		native
sova		native
spála		native
spanilý		native
spár		native
spára		native
spartánský	ell	loan
spása		native
spát		native
speciální	deu,fra,lat	loan
specifický		loan
spěch		native
spektrum	lat	loan
spekulace	lat	loan
speleologie	lat,ell	loan
sperma	lat,ell	loan
spět		native
spiknout se		native
spíkr	eng	loan
spílat		native
spinet	deu,ita,lat	loan
spinkat		native
spirála		loan
spiritismus		loan
spirituál	eng,lat	loan
spíš(e)		native
spíž	lat	loan
splasknout		native
splav		native
spleť		native
splín	eng,fro,lat,ell	loan
spodní		native
spojler	eng	loan
spoléhat (se)		native
spolu		native
spontánní		loan
sponzor	eng,lat	loan
sporadický	deu,fra,ell	loan
sporák	deu	loan
sport	eng,fro,lat	loan
sporý		native
spořit		native
spot	eng	loan
spousta		native
spraš		native
spratek		native
správa		native
spravedlivý		native
sprej	eng	loan
sprcha		native
sprint	eng	loan
spropitné		native
sprostý		native
spurt	eng	loan
squash	eng,fro,lat	loan
squatter	eng,fro,lat	loan
srab		native
srát		native
srdce		native
srkat		native
srna		native
srocení	gmh,fro,lat	loan
srp		native
srst		native
sršeň		native
sršet		native
srub		native
stabilní	deu,lat	loan
staccato	ita,gem	loan
stacionární		loan
stačit		native
stadion	deu,ell	loan
stadium	lat,ell	loan
stádo		native
stafáž	deu,dum,fro	loan
stafylokok	ell	loan
stagnovat		loan
stáj		native
stalagmit	ell	loan
stalaktit	ell	loan
stálý		native
stan		native
standard	eng,fro,lat	loan
standarta	deu,fro	loan
stanice		native
staniol	deu,ita,lat	loan
stanný		native
stanovit		native
starat se		native
starosta		native
starožitný		native
start	eng	loan
starý		native
stařešina	srp,hrv	loan
stať	rus	loan
stát1		loan
stát2		native
stát se		native
statečný		native
statek		native
statický	ell	loan
statista	deu,lat	loan
statistika	deu,lat	loan
stativ	deu,lat	loan
statný	rus	loan
status	lat	loan
statut	lat	loan
stav		native
stavět		native
stávka		native
stáž	fra,lat	loan
stéblo		native
steeplechase	eng,fra,lat	loan
steh		native
stehlík		native
stehno		native
stěhovat (se)		native
stejk	eng	loan
stejný		native
stejšn	eng	loan
stěna		native
sténat	rus	loan
steno-	ell	loan
step	rus,ukr	loan
stepovat	eng	loan
stereo-	ell	loan
stereometrie	ell	loan
stereotyp	deu,fra,ell	loan
sterilní	deu,fra,lat	loan
steroid	ell	loan
stetoskop	ell	loan
stevard	eng,ang	loan
stezka		native
stěžejní		native
stěžeň		native
stěžovat si		native
stigma	ell	loan
stihnout		native
stimulovat	lat	loan
stín		native
stipendium	lat	loan
stlát		native
sto		native
stodola	goh	loan
stoh		native
stoik	ell	loan
stoka		native
stolice		native
stomatologie	ell	loan
stonat	rus	loan
stonek		native
stop	eng	loan
stopa		native
storno	ita,lat,ell	loan
story	eng,fro,lat	loan
stoupa		native
stoupat		native
stožár		native
strádat		native
strach		native
straka		native
strakapoud		native
strakatý		native
stráň		native
strana		native
strast		native
strašit		native
strategie	ell	loan
stratifikace	lat	loan
stratosféra	lat	loan
strava		native
stráž		native
strčit		native
strdí		native
streptokok	ell	loan
streptomycin	ell	loan
stres	eng,fro,lat	loan
striktní	deu,lat	loan
striptýz	eng	loan
strkat		native
strmý		native
strnad		native
strniště		native
strnulý		native
stroboskop	ell	loan
strofa	lat,ell	loan
strohý	rus,deu,nor,lit,ine	loan
stroj		native
strom		native
stroncium	lat	loan
strop		native
strouha		native
strouhat		native
stroužek		native
stručný		native
struk		native
struktura	lat	loan
struma	lat	loan
struna		native
strup		native
struska		native
strýc		native
strychnin	fra,ell	loan
strž		native
střádat		native
střapatý		native
střeček		native
střed		native
středa		native
střeh		native
střecha		native
střela		native
střemhlav	rus,chu	loan
střemcha		native
střenka		native
střep		native
střetat se		native
střevíc		native
střevle		native
střevlík	lat	loan
střevo		native
střežit		native
stříbro		native
střída		native
střídat		native
střídmý		native
střihat		native
stříkat		native
střílet		native
-střít		native
střízlík		native
střízlivý		native
stud		native
studený		native
studio	deu,ita,lat	loan
studna		native
studovat	lat	loan
stuha		native
stůl		native
stulík		native
stupeň		native
stupidní	lat	loan
stvol	rus	loan
stvůra		native
stydět se		native
stydnout		native
styl		loan
stýskat se	pol	loan
sub-	lat	loan
subjekt	lat	loan
sublimovat	lat	loan
subordinace	lat	loan
subreta	fra,lat	loan
subskribovat	lat	loan
substance	lat	loan
substantivum	lat	loan
substituce	lat	loan
substrát	deu,lat	loan
subtilní	lat	loan
subvence	deu,lat	loan
sud		native
sudlice		native
sudý		native
sufix	deu,lat	loan
sufražetka	eng,lat	loan
sugerovat	lat	loan
suchý		native
suita	fra,fro,lat	loan
suk		native
sukně		native
sukno		native
sůl		native
sulc	deu	loan
sulfát	lat	loan
sultán		loan
suma	lat	loan
sumec		native
sumírovat (si)	deu,lat	loan
sumka	pol,rus	loan
summit	eng,fra,fro,lat	loan
sunout		native
sup		native
super	deu,eng	loan
super-	lat	loan
superiorita	lat	loan
superlativ	lat	loan
superman	eng	loan
supermarket	eng	loan
supět		native
supinum	lat	loan
suplika	deu,lat	loan
suplovat	deu,lat	loan
surový		native
surrealismus	fra	loan
suřík	rus,ell	loan
suspendovat	lat	loan
suspenzor	eng,lat	loan
sušit		native
suť		native
sutana	fra,ita,lat	loan
suterén	fra,lat	loan
suvenýr	fra,fro,lat	loan
suverénní	fra,lat	loan
sužovat		native
svačina		native
svah		native
sval		native
svár	hsb,chu	loan
svastika	deu	loan
svatba		native
svátek		native
svatý		native
svědek		native
svědit		native
svědomí		native
svéráz		native
sveřepý		native
svět		native
světec		native
světlý		native
světnice		native
svetr	eng	loan
svévole		native
svěží		native
svíce		native
svída		native
svidřík		native
svině		native
svišť	pol	loan
svištět		native
svita	fra,fro,lat	loan
svitek		native
svítit		native
svízel		native
svižný		native
svlačec		native
svoboda		native
svor		native
svrab		native
svrbět		native
svršek		native
svůdný		native
svůj		native
swing	eng	loan
sýček		native
syčet		native
syfilis		native
sychravý		native
sykat		native
sýkora	dsb	loan
sylabus	lat,ell	loan
symbióza	ell	loan
symbol	deu,lat,ell	loan
symetrie	lat,ell	loan
symfonie	deu,ita,lat,ell	loan
sympatie	deu,lat,ell	loan
sympozium	deu,eng,lat,ell	loan
symptom	deu,ell	loan
syn		native
syn-	ell	loan
synagoga	lat,ell	loan
syndikát	deu,fra,lat,ell	loan
syndrom	deu,ell	loan
synekdocha	lat,ell	loan
synchronní		loan
synkopa	deu,lat,ell	loan
synkretismus	lat,ell	loan
synod	lat,ell	loan
synonymum		loan
synopse	lat,ell	loan
syntagma	deu,ell	loan
syntax	deu,lat,ell	loan
syntéza	lat,ell	loan
sypat		native
sýr		native
syrovátka		native
syrový		native
sysel		native
systém	deu,lat,ell	loan
systola	lat,ell	loan
sytý		native
syžet	fra,lat	loan
šablona	deu,dum,fro,lat	loan
šábnout se	deu	loan
šacovat	deu	loan
šafář	gmh	loan
šafrán	gmh,fra,lat,ara	loan
šáh	pes	loan
šach	gmh,dum,fro,pes	loan
šachta	deu	loan
šajn	deu	loan
šajtle	deu	loan
šakal	deu,fra,pes	loan
šál	deu,fra,eng,pes	loan
šálek	deu,ine	loan
šálit		native
šalmaj	gmh,fro,lat	loan
šalotka	deu,fra,fro,lat	loan
šalovat	deu	loan
šaltovat	deu,gmh	loan
šaltr	deu	loan
šalupa	deu,fra	loan
šalvěj	gmh,lat	loan
šamot	deu	loan
šampaňské	fra	loan
šampion	fra,lat	loan
šampon	deu,eng	loan
šance1	deu,fra,lat	loan
šance2	deu	loan
šanon	deu,eng	loan
šanovat	gmh	loan
šanson	fra,lat	loan
šantán	fra,lat	loan
šapitó	fra,lat	loan
šar(a)mantní	deu,fra	loan
šaráda	fra	loan
šarlat	gmh,fro,lat,pes,ara	loan
šarlatán	deu,fra,ita	loan
šarm	fra,fro,lat	loan
šarvátka	deu	loan
šarže	deu,fra,lat	loan
šasi	fra,lat	loan
šašlik	rus,tat	loan
šat	gem	loan
šatlava	deu,fra,lat	loan
šátrat		native
šavle	kir,tur	loan
šedesát		native
šedý	hsb,chu	loan
šéf	deu,fra,fro,glg,lat	loan
šejdíř		native
šejk	eng,fra,ara	loan
šejkr	eng	loan
šek	deu,eng,fro,pes	loan
šel		native
šelest	pol	loan
šelma	gmh	loan
šenk	gmh	loan
šeptat		native
šeredný		native
šerif	eng,ang	loan
šermovat	gmh,ine	loan
šerpa	deu,fra,fro,frk,lat	loan
šery	eng,spa	loan
šerý		native
šeřík		native
šest		native
šešule		native
šetřit		native
šev		native
ševelit		native
šibal	ine	loan
šibenice		native
šíbovat	deu	loan
šibřinky	deu,gmh	loan
šidit		native
šídlo		native
šíf	deu	loan
šifon	fra	loan
šifra	deu,fra,ita	loan
šichta	deu	loan
šíje		native
šik1	gmh	loan
šik2	deu,fra	loan
šikana	deu,fra	loan
šikmý	gmh	loan
šiknout se	deu	loan
šikovný	deu	loan
šílet		native
šilhat	gmh,ine	loan
šilink	gmh	loan
šiml	deu	loan
šimpanz	deu	loan
šína	deu,ine	loan
šindel	gmh	loan
šinout (se)	goh,lat	loan
šíp		native
šípek		native
široký		native
šišák		native
šiška		native
šišlat		native
šít		native
škádlit		native
škála	deu,ita,lat	loan
škamna	lat	loan
škapulíř	deu,lat	loan
škára		native
škaredý		native
škarpa	ita	loan
škatule	slv,lat	loan
škeble		native
škemrat		native
šklebit se		native
škoda	goh	loan
škola		native
škopek	goh,lat,ell	loan
škorně		native
škorpion	deu,lat	loan
škorpit se		native
škrábat	hsb	loan
škraboška		native
škraloup		native
škrkavka		native
škrob		native
škrpál	ita	loan
škrtat		native
škrtit	mkd	loan
škrundat		native
škubat		native
škudlit		native
škuner	eng	loan
škvára		native
škvařit	hsb	loan
škvor		native
škvrně		native
škytat		native
šlágr	deu	loan
šlahoun		native
šlajfka	deu	loan
šlajsna	deu,lat	loan
šlak	deu	loan
šlamastyka	deu	loan
šlapat		native
šlauch	deu	loan
šle	ine	loan
šlehat		native
šlechta	gmh	loan
šlem	deu	loan
šlendrián	deu	loan
šlépěj		native
šlichta	deu	loan
šlofík	deu	loan
šlukovat	deu	loan
šlupka		native
šlus	deu	loan
šmahem		native
šmajdat		native
šmajchlovat se	deu	loan
šmak	deu,gem	loan
šmatat		native
šmaťhat		native
šmátrat		native
šmejd	deu	loan
šmejdit		native
šmidlat		native
šmiknout		native
šminka	deu	loan
šmíra	deu	loan
šmirgl	deu,ita,ell	loan
šmírovat	deu,heb	loan
šmolka	deu	loan
šmouha		native
šmrdolit		native
šmudla	deu	loan
šmuk	deu	loan
šnaps	deu	loan
šnek	deu	loan
šněrovat	deu,gmh	loan
šnorchl	deu	loan
šňořit (se)	deu	loan
šňupat	deu,gem	loan
šňůra	gmh	loan
šnytlík	deu	loan
šodó	fra,lat	loan
šofér	deu,fra	loan
šohaj	slk,hun	loan
šok	eng,fra	loan
šortky	eng,ine	loan
šos	deu	loan
šošolka		native
šot	eng	loan
šotolina	ita,deu	loan
*šoufek		native
šoufl	deu	loan
šoulačka		native
šoupat		native
šourat se		native
šourek		native
šoustat		native
šovinismus	fra	loan
špacír	deu,ita,lat	loan
špaček		native
špagát	bar,ita	loan
špagety	deu,ita	loan
špachtle	deu,lat,ell	loan
špajz	deu	loan
špalda	deu	loan
špalek		native
špalír	deu,ita,lat	loan
špás	deu,ita,lat	loan
špatný		native
špeditér	deu,ita,lat	loan
špehovat	gmh,eng,ine,lat	loan
špejchar	deu,gmh,goh	loan
špejle	deu,ine	loan
špek	deu	loan
špeluňka	deu,lat,ell	loan
špenát	deu	loan
špendlík1	gmh,goh,lat	loan
špendlík2	gmh	loan
šperhák	deu	loan
šperk		native
špetka		native
špice	gmh,ine	loan
špicl1	deu	loan
špicl2	deu	loan
špička	gmh,ine	loan
špikovat	deu	loan
špína		native
špion	deu,ita	loan
špiritus	deu,lat	loan
špitál	gmh,lat	loan
špitat		native
špíz	deu	loan
šplhat		native
šplíchat		native
šponovat	bar,deu	loan
šprajcovat se	deu	loan
šproch	bar,deu	loan
šprot	deu	loan
šprtat (se)		native
šprťouchlata	deu	loan
šprým	deu	loan
špulka	deu	loan
špumprnádle	deu,ita	loan
špunt	gmh	loan
šrafovat	deu,ita	loan
šrajtofle	deu	loan
šrám	gmh	loan
šramotit	hsb	loan
šraňky	deu	loan
šrapnel	deu,eng	loan
šrot1	deu,ine	loan
šrot2	deu	loan
šroub	bar	loan
šrůtka		native
štáb	deu	loan
štace	deu,lat	loan
štafeta	deu,ita	loan
štafl	deu	loan
štafle	deu	loan
štajf	deu	loan
štajgr	deu	loan
štamgast	deu	loan
štamprle	deu	loan
štandopede	lat	loan
štangle	deu	loan
šťastný		native
šťáva		native
šťavel	rus	loan
štěbetat		native
štědrý		native
štěkat		native
štelovat	deu,ine	loan
štempl	deu	loan
štěně		native
štěnice		native
štěpit		native
štepovat	deu	loan
štěrbina		native
štěrk		native
štěstí		native
štět		native
štíhlý		native
štika		native
štípat		native
štipec		native
štír		native
štířit (se)		native
štít		native
štkát		native
štoček	deu	loan
štok	deu	loan
štokrle	deu	loan
štola	deu	loan
štóla	lat	loan
štolba	bar	loan
*štorc	deu	loan
štos	deu,ine	loan
štoudev	goh	loan
šťouchat	deu	loan
šťourat (se)	deu	loan
šťovík		native
štrádovat	ita,lat	loan
štráf	bar,deu	loan
štrachat (se)		native
štráchy	bar	loan
štramák	deu	loan
štrapáce	deu,ita	loan
štrejchnout	deu	loan
štreka	deu	loan
štrikovat	deu	loan
štrozok	deu	loan
štrúdl	deu	loan
štůček		native
štuk	gmh	loan
štulec		native
štulpna	deu,gml	loan
štupovat	deu	loan
šturmovat	gmh	loan
štvát		native
štych	deu	loan
štymovat	deu,ine	loan
šuba	gmh,ita,ara	loan
šufan	deu	loan
šuhaj	slk,hun	loan
šukat		native
šulit		native
šum		native
šumař		native
šumný	pol	loan
šunka	deu	loan
šunt	deu,eng	loan
šup		native
šupák	deu	loan
šupina	deu	loan
šuple	deu	loan
šus	deu	loan
šuspajtl	deu	loan
šustit		native
šuškat (si)		native
šutr	deu	loan
šváb	deu	loan
švabach	deu	loan
švadlena		native
švagr	deu	loan
švanda	deu	loan
švarný		native
švec		native
šveholit		native
švenknout	deu	loan
švestka		native
švihat	hsb	loan
švindl	deu	loan
švitořit	deu	loan
švorc	deu	loan
švunk	deu	loan
tabák	deu,spa	loan
tabatěrka	fra	loan
tableta	deu,fra,lat	loan
table-tennis	eng	loan
tablo	fra	loan
tábor		native
tabu		loan
tabule	lat	loan
taburet	fra,fro,frm	loan
tác	bar,deu	loan
tady		native
taft	deu,ita,frm,pes	loan
tágo	deu,spa	loan
táhnout		native
tachograf	ell	loan
tachometr	ell	loan
tajemník	lat	loan
tajfun		loan
tajga	rus	loan
tajit		native
tajle	deu,fra,lat	loan
tajtrlík	gmh	loan
tak		native
také		native
takový		native
takřka		native
takt1	deu,lat	loan
takt2	deu,fra,lat	loan
taktika	deu,fra,ell	loan
talár	deu,lat	loan
talent	deu,lat,ell	loan
talíř	deu,lat,gmh	loan
talisman	deu,fra,eng,spa,ara,ell	loan
talmud	heb	loan
talon	fra,lat	loan
tam		native
tamaryšek	lat	loan
tambor	deu,fra,fro	loan
tamburína	deu,fra	loan
tampon	deu,fra,frk	loan
tamtam	fra	loan
tančit	gmh,fro	loan
tandem	deu,eng,lat	loan
tanec	gmh,fro	loan
tangens	dan,lat	loan
tango	spa	loan
tank	eng	loan
tanout		native
tantiéma	fra,lat	loan
tápat		native
ťapat		native
tapeta	deu,lat,ell	loan
tapír		loan
tapiserie	fra,ell	loan
tarantule	deu,ita	loan
tarasnice	gmh,fro	loan
tarif	deu,ita,ara	loan
taroky	deu,ita	loan
tartan	eng	loan
tasemnice	pol,tur	loan
tasit		native
taška	goh	loan
taškář	goh	loan
tát		native
táta		native
tatami	jpn	loan
tatrman	gmh	loan
tautologie	lat,ell	loan
taverna	gmh,ita,lat	loan
tavit		native
tavolník	rus,tat	loan
taxa	lat	loan
taxi	deu,fra,eng	loan
tázat se		native
té	deu,nld,zho	loan
teatrální	deu,lat,ell	loan
tebich	deu,goh,lat	loan
téci		native
tečka		native
tečna	dan,lat	loan
tečovat	eng,fra,lat	loan
teď		native
tedy		native
teflon	eng	loan
tehdy		native
těhotný		loan
technika	deu,fra,ell	loan
technologie	deu,fra,ell	loan
techtle mechtle	deu,ita,lat	loan
teismus	ell	loan
tejp	eng,ang	loan
těkat		native
tektonický	ell	loan
tekutina		native
tele		native
tele-	ell	loan
telefon		loan
telegraf		loan
telegram		loan
teleologie	lat,ell	loan
telepatie		loan
teleskop	lat	loan
těleso		loan
televize	fra,eng	loan
telex	eng	loan
tellur	lat	loan
tělo		native
téma	deu,lat,ell	loan
témbr	fra,ell	loan
temeno		native
téměř		native
temný		native
tempera	ita,lat	loan
temperament	deu,lat	loan
temperatura	deu,lat	loan
templář	lat	loan
tempo	deu,ita,lat	loan
ten		native
tenata		native
tendence	deu,fra,lat	loan
tendr1	eng,fra,lat	loan
tendr2	eng,fra,lat	loan
tenis	eng,enm,fra,lat	loan
tenkrát		native
tenký		native
tenor	deu,ita,lat	loan
tenze	lat	loan
teo-	ell	loan
teodolit	lat	loan
teologie	lat,ell	loan
teorie	deu,lat,ell	loan
tepat		native
tepich	deu,goh,lat	loan
teplý		native
teprve		native
tequila	spa	loan
tér	deu,eng,ine	loan
terakota	ita,lat	loan
terapie	deu,ell	loan
terárium		loan
terasa	deu,fra,lat	loan
terciární	lat	loan
tercie	lat	loan
terč	gmh,fro,gem,ang,deu	loan
terén	fra,lat	loan
teriér	eng	loan
teritorium	lat	loan
termální	deu,lat,ell	loan
termika	deu	loan
termín1	lat	loan
termín2	deu,lat	loan
terminál	eng,lat	loan
termit		loan
termo-	ell	loan
termostat	ell	loan
terno	ita,lat	loan
teror		loan
terpentýn		native
teřich		native
tesat		native
tesil		loan
teskný	pol	loan
těsný		native
test	eng,fra,lat	loan
testament	lat	loan
těsto		native
těšit		native
teta		native
tetanus	lat,ell	loan
tetelit se		native
tětiva		native
tetovat	deu,fra,eng	loan
tetra-	ell	loan
tetracyklin	lat,ell	loan
tetralogie	ell	loan
tetřev		native
text	lat	loan
textil	deu,lat	loan
tezaurus	lat,ell	loan
teze	deu,lat,ell	loan
též		native
těžit		native
těžký		native
thriller	eng	loan
tchán		native
tchoř		native
tchyně		native
tiára	lat,ell,pes	loan
tíha		native
tíhnout		native
tichý		native
tik	fra	loan
tikat		native
tiket	eng,fro	loan
tingltangl	deu	loan
tinktura	lat	loan
tintítko		native
tip	eng	loan
*tipec		native
tiplice	lat	loan
tiptop	eng	loan
tiráda	deu,fra	loan
-tírat		native
tiráž	fra	loan
tiret	fra	loan
tis		native
tíseň		native
tisíc		native
tisknout		native
tísnit		native
tišit		native
tít		native
titan	lat	loan
titán	lat	loan
titěrný		native
titul	lat	loan
tíže		native
tkanička		native
-tkat		native
tkát		native
tklivý		native
tkvět	pol	loan
tlačit		native
tlachat		native
tlak		native
tlama		native
tlampač		native
tlapa		native
tleskat	hsb,eng	loan
tlít		native
tlouci		native
tlumit	pol	loan
tlumočit		native
tlumok		native
tlupa		native
tlustý		native
tma		native
tmel		native
tnout		native
toaleta	fra,fro,lat	loan
toast	eng,fro,lat	loan
tobogan	deu,eng	loan
tobolka		native
točit		native
tóga	lat	loan
tok		native
tokaj	hun	loan
tokat		native
tolar	deu	loan
tolerovat	deu,fra,lat	loan
tolik		native
tomahavk	eng	loan
tomatový	deu,fra,spa	loan
tombola	ita	loan
tón	lat,ell	loan
tonáž	fra,eng	loan
tonik	eng,ell	loan
tonout		native
tonus	lat,ell	loan
tonzura	lat	loan
top-	eng	loan
topánky	hun	loan
topas	lat,ell	loan
topinambur	fra	loan
topinka		native
topit1		native
topit2		native
topografie	ell	loan
topol		native
toponomastika	ell	loan
topor		native
topořit		native
tóra	heb	loan
torba	pol,tur	loan
toreador	spa,lat	loan
torna	deu,hun	loan
tornádo	deu,spa,lat	loan
torpédo	deu,eng	loan
tortura	lat	loan
torzo	ita,lat,ell	loan
totální	deu,fra,lat	loan
totem	deu,eng	loan
totiž		native
totožný	rus	loan
touha		native
toulat se		native
toulec		native
tovar		native
tovaryš		native
