,index,první.rodič,druhý.rodič,třetí.rodič,čtvrtý.rodič,neoklasické.kompozitum,číslovka,počet.rodičů,chemické.názvosloví,není.kompozitum,přejaté.jako.celek..ne.z.GR.nebo.LA,Derivát,reverse_lemma,Struktura,první.rodič.v.search3,druhý.rodič.v.search3
986,hříchuprostý,hřích,prostý,,,0,0,2,0,0,0,0,ýtsorpuhcířh,,True,True
191,hurávlastenec,hurá,vlastenec,,,0,0,2,0,0,0,0,cenetsalváruh,,False,True
915,hypervlna,hyper,vlna,,,1,0,2,0,0,0,0,anlvrepyh,,False,True
1033,chemosyntéza,chemický.-chemo-,syntéza,,,1,0,2,0,0,0,0,azétnysomehc,,False,True
760,chloranilin,chlor,anilin,,,0,0,2,0,0,0,0,nilinarolhc,,True,True
305,chlorpikrin,chlor,pikrin,,,1,0,2,1,0,0,0,nirkiprolhc,,True,True
778,chlorpyridin,chlor,pyridin,,,0,0,2,0,0,0,0,nidiryprolhc,,True,True
1050,ideodiverzní,idea,diverzní,,,1,0,2,0,0,0,0,ínzrevidoedi,,True,True
723,inkasoindosament,inkaso,indosament,,,0,0,2,0,0,0,0,tnemasodniosakni,,True,True
96,javorolistý,javor.javorový,list,,,0,0,2,0,0,0,0,ýtsilorovaj,,True,True
823,jednodolarový,jeden,dolar.dolarový,,,0,1,2,0,0,0,0,ývoralodondej,,True,True
1421,jednoduchý,jeden,duch,,,0,0,2,0,0,0,0,ýhcudondej,,True,False
1182,jednohlavňový,jeden,hlaveň.hlavňový,,,0,1,2,0,0,0,0,ývoňvalhondej,,True,True
636,jednojaderný,jeden,jádro.jaderný,,,0,0,2,0,0,0,0,ýnredajondej,,True,True
666,jednokobkový,jeden,kobka.kobkový,,,0,1,2,0,0,0,0,ývokbokondej,,True,True
687,jednoletý,jeden,léto.letý,,,0,0,2,0,0,0,0,ýtelondej,,True,True
627,jednooborový,jeden,obor.oborový,,,0,1,2,0,0,0,0,ývoroboondej,,True,True
725,jednopruhový,jeden,pruh.pruhový,,,0,1,2,0,0,0,0,ývohurpondej,,True,True
371,jednoprvkový,jeden,prvek.prvkový,,,0,1,2,0,0,0,0,ývokvrpondej,,True,True
542,jednotlačítkový,jeden,tlačítko.tlačítkový,,,0,1,2,0,0,0,0,ývoktíčaltondej,,True,True
907,jednovečerní,jeden,večer.večerní,,,0,0,2,0,0,0,0,ínrečevondej,,True,True
617,jednoznakový,jeden,znak.znakový,,,0,1,2,0,0,0,0,ývokanzondej,,True,True
1029,jedenáctidenní,jedenáct,den.denní,,,0,1,2,0,0,0,0,ínneditcánedej,,True,True
1336,jedenáctikomorový,jedenáct,komora.komorový,,,0,1,2,0,0,0,0,ývoromokitcánedej,,True,True
396,jedenáctislotový,jedenáct,slot.slotový,,,0,1,2,0,0,0,0,ývotolsitcánedej,,True,True
703,jedenapadesátiletý,jedenapadesát,léto.letý,,,0,1,2,0,0,0,0,ýtelitásedapanedej,,True,True
521,jelenohorský,jelení,hora.horský,,,0,0,2,0,0,0,0,ýksrohonelej,,True,True
955,jemnohmotný,jemný,hmota.hmotný,,,0,0,2,0,0,0,0,ýntomhonmej,,True,True
1162,jihovětnamský,jih,Vietnam.vietnamský,,,0,0,2,0,0,0,0,ýksmantěvohij,,True,True
1028,jinonárodní,jiný,národ.národní,,,0,0,2,0,0,0,0,índoránonij,,True,True
833,jódškrobový,jód,škrob.škrobový,,,0,0,2,0,0,0,0,ývoborkšdój,,True,True
1403,kamenotisk,kámen,tisk,,,0,0,2,0,0,0,0,ksitonemak,,True,True
889,kamenoželezný,kámen,železo.železný,,,0,0,2,0,0,0,0,ýnzeležonemak,,True,True
340,karbonylskupina,karbonyl,skupina,,,0,0,2,0,0,0,0,anipukslynobrak,,True,True
10,kávychtivý,káva,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcyvák,,True,True
843,knihověda,kniha,věda,,,0,0,2,0,0,0,0,aděvohink,,True,True
1036,knihvedoucí,kniha,vedoucí,,,0,0,2,0,0,0,0,ícuodevhink,,True,True
134,koincidovat,ko,incidovat,,,1,0,2,0,1,0,0,tavodicniok,,True,True
144,kolkuprostý,kolek,prostý,,,0,0,2,0,0,0,0,ýtsorpuklok,,True,True
1478,kolemstojící,kolem,stojící.stát,,,0,0,2,0,0,0,0,ícíjotsmelok,,True,True
607,komediograf,komedie,-graf-,,,1,0,2,0,0,0,0,fargoidemok,,True,False
1205,konkávkonvexní,konkáva.konkávní,konvexní,,,1,0,2,0,0,0,0,ínxevnokváknok,,True,True
368,kontratanec,kontra,tanec,,,0,0,2,0,0,0,0,cenatartnok,,True,True
770,kosoběžný,kosý,běh,,,0,0,2,0,0,0,0,ýnžěbosok,,True,False
1158,koupánímilovný,koupání,milovat.milovný,,,0,0,2,0,0,0,0,ýnvolimínápuok,,True,True
213,kovohydridový,kov,hydrid.hydridový,,,0,0,2,0,0,0,0,ývodirdyhovok,,True,True
74,kovomodelář,kov,modelář,,,0,0,2,0,0,0,0,řáledomovok,,True,True
1273,kovotepec,kov,tepat,,,0,0,2,0,0,0,0,cepetovok,,True,False
1387,krátkodenní,krátký,den.denní,,,0,0,2,0,0,0,0,ínnedoktárk,,True,True
221,krátkodobý,krátký,doba,,,0,0,2,0,0,0,0,ýbodoktárk,,True,False
117,krátkorohý,krátký,roh,,,0,0,2,0,0,0,0,ýhoroktárk,,True,False
265,krátkostéblý,krátký,stéblo,,,0,0,2,0,0,0,0,ýlbétsoktárk,,True,False
80,kremlologie,Kreml,-log-,,,1,0,2,0,0,0,0,eigololmerk,,False,False
244,krveprolévání,krev,prolévání,,,0,0,2,0,0,0,0,ínávélorpevrk,,True,True
1230,krvotok,krev,tok.téci,,,0,0,2,0,0,0,0,kotovrk,,True,True
206,krtonožka,krt,noha,,,0,0,2,0,0,0,0,akžonotrk,,False,False
683,křehkolomový,křehký,lom.lomový,,,0,0,2,0,0,0,0,ývomolokheřk,,True,True
4,křesťanskonárodní,křesťanský,národní,,,0,0,2,0,0,0,0,índoránoksnaťseřk,,True,True
60,křesťanskosociální,křesťanský,sociální,,,0,0,2,0,0,0,0,ínláicosoksnaťseřk,,True,True
1000,kulturnětechnický,kulturní.kulturně,technika.technický,,,0,0,2,0,0,0,0,ýkcinhcetěnrutluk,,True,True
1485,ledochod,led,chod,,,0,0,2,0,0,0,0,dohcodel,,True,False
890,ledolom,led,lom,,,0,0,2,0,0,0,0,molodel,,True,True
34,lehkoolejářský,lehký,olejář.olejářský,,,0,0,2,0,0,0,0,ýksřájelookhel,,True,True
543,leitmotiv,leit,motiv,,,0,0,2,0,0,0,0,vitomtiel,,False,True
660,levopimarový,levo,pimarový,,,0,0,2,0,1,1,levopimar,ývoramipovel,,True,False
1168,libovonný,libý,vůně.vonný,,,0,0,2,0,0,0,0,ýnnovobil,,True,True
885,lichopřeslen,lichý,přeslen,,,0,0,2,0,0,0,0,nelseřpohcil,,True,True
1411,literárněteoretický,literární,teoretický,,,0,0,2,0,0,0,0,ýkciteroetěnráretil,,True,True
610,lymfogranulóm,lymfa,granulóm.granulom,,,1,0,2,0,0,0,0,mólunargofmyl,,True,True
1059,lyžováníchtivý,lyžování,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcínávožyl,,True,True
1389,maďarskorakouský,maďarský,rakouský,,,0,0,2,0,0,0,0,ýksuokaroksraďam,,True,True
281,maloletý,málo,léto.letý,,,0,0,2,0,0,0,0,ýtelolam,,True,True
797,malobankovní,malý,banka.bankovní,,,0,0,2,0,0,0,0,ínvoknabolam,,True,True
233,malolánský,malý,lán,,,0,0,2,0,0,0,0,ýksnálolam,,True,True
832,malolistý,malý,list,,,0,0,2,0,0,0,0,ýtsilolam,,True,True
48,malopěstitel,malý,pěstovat.pěstitel,,,0,0,2,0,0,0,0,letitsěpolam,,True,True
1213,mandžuskotunguzský,mandžuský,tunguzský,,,0,0,2,0,0,0,0,ýkszugnutoksuždnam,,True,True
140,medicinman,medicína,man,,,0,0,2,0,1,0,0,namnicidem,,True,True
107,membránofon,membrána,-fon-,,,1,0,2,0,0,0,0,nofonárbmem,,True,False
400,metalhalidový,metal,halid,,,0,0,2,1,0,0,0,ývodilahlatem,,True,True
278,methylfentanyl,methyl,fentanyl,,,0,0,2,1,0,0,0,lynatneflyhtem,,True,True
761,metylbenzilát,metyl,benzilát,,,0,0,2,0,0,0,0,tálizneblytem,,True,False
552,meziblokový,mezi,blok.blokový,,,0,0,2,0,0,0,0,ývokolbizem,,True,True
515,mezicelní,mezi,clo.celní,,,0,0,2,0,0,0,0,ínlecizem,,True,True
1379,mezijazyk,mezi,jazyk,,,0,0,2,0,0,0,0,kyzajizem,,True,True
429,mezikód,mezi,kód,,,0,0,2,0,0,0,0,dókizem,,True,True
242,mezilidský,mezi,lidé.lidský,,,0,0,2,0,0,0,0,ýksdilizem,,True,True
1346,meziobor,mezi,obor,,,0,0,2,0,0,0,0,roboizem,,True,True
363,mezioperační,mezi,operace.operační,,,0,0,2,0,0,0,0,ínčarepoizem,,True,True
783,mezipásmo,mezi,pásmo,,,0,0,2,0,0,0,0,omsápizem,,True,True
764,mezipevninový,mezi,pevnina.pevninový,,,0,0,2,0,0,0,0,ývoninvepizem,,True,True
1156,mezipolí,mezi,pole,,,0,0,2,0,0,0,0,ílopizem,,False,True
573,mezirezortní,mezi,rezort.rezortní,,,0,0,2,0,0,0,0,íntrozerizem,,True,True
496,meziskelní,mezi,skelní,,,0,0,2,0,0,0,0,ínleksizem,,True,False
1240,mezisoučet,mezi,součet,,,0,0,2,0,0,0,0,tečuosizem,,True,True
985,mezitón,mezi,tón,,,0,0,2,0,0,0,0,nótizem,,True,True
1145,meziústřednový,mezi,ústředna.ústřednový,,,0,0,2,0,0,0,0,ývondeřtsúizem,,True,True
699,meziúvěr,mezi,úvěr,,,0,0,2,0,0,0,0,rěvúizem,,True,True
624,mezivolební,mezi,volba.volební,,,0,0,2,0,0,0,0,ínbelovizem,,True,True
959,mezivýdech,mezi,výdech,,,0,0,2,0,0,0,0,hcedývizem,,True,True
1139,mezizahrada,mezi,zahrada,,,0,0,2,0,0,0,0,adarhazizem,,True,True
779,milionářskovojenský,milionářský,vojenský,,,0,0,2,0,0,0,0,ýksnejovoksřánoilim,,True,True
948,mimobursovní,mimo,bursa.burza.bursovní.burzovní,,,0,0,2,0,0,0,0,ínvosrubomim,,True,True
399,mimocévní,mimo,céva.cévní,,,0,0,2,0,0,0,0,ínvécomim,,True,True
594,mimohotelový,mimo,hotel.hotelový,,,0,0,2,0,0,0,0,ývoletohomim,,True,True
857,mimomalířský,mimo,malíř.malířský,,,0,0,2,0,0,0,0,ýksřílamomim,,True,True
93,mimoodpovědnostní,mimo,odpovědnost.odpovědnostní,,,0,0,2,0,0,0,0,íntsonděvopdoomim,,True,True
1426,mimoplanetární,mimo,planeta.planetární,,,0,0,2,0,0,0,0,ínrátenalpomim,,True,True
52,mimopotravinářský,mimo,potravina.potravinářský,,,0,0,2,0,0,0,0,ýksřánivartopomim,,True,True
1404,mimoprovozní,mimo,provoz.provozní,,,0,0,2,0,0,0,0,ínzovorpomim,,True,True
960,mimosterlingový,mimo,sterling.sterlingový,,,0,0,2,0,0,0,0,ývognilretsomim,,True,True
538,mimotelevizní,mimo,televize.televizní,,,0,0,2,0,0,0,0,ínziveletomim,,True,True
1160,mimovolný,mimo,vůle.volní,,,0,0,2,0,0,0,0,ýnlovomim,,True,True
362,minohledačka,mina,hledačka,,,0,0,2,0,0,0,0,akčadelhonim,,True,True
679,místokrálovský,místo,královský,,,0,0,2,0,0,0,místokrál,ýksvolárkotsím,,True,True
283,místopředseda,místo,předseda,,,0,0,2,0,0,0,0,adesdeřpotsím,,True,True
1173,místoregent,místo,regent,,,0,0,2,0,0,0,0,tnegerotsím,,True,True
418,mladobucký,mladý,Buk.buk,,,0,0,2,0,0,0,0,ýkcubodalm,,True,True
412,mladohegelovec,mladý,hegelovec,,,0,0,2,0,0,0,0,cevolegehodalm,,True,True
996,mladolotych,mladý,lotych,,,0,0,2,0,0,1,0,hcytolodalm,,True,False
789,mladotřetihorní,mladý,třetihorní.třetihory,,,0,0,2,0,0,0,0,ínrohiteřtodalm,,True,True
925,mladoturek,mladý,Turek,,,0,0,2,0,0,0,0,kerutodalm,,True,True
572,mnohabodový,mnoho,bod.bodový,,,0,0,2,0,0,0,0,ývodobahonm,,True,True
816,mnohohlavý,mnoho,hlava,,,0,0,2,0,0,0,0,ývalhohonm,,True,False
609,mnohonáboženský,mnoho,náboženství.náboženský,,,0,0,2,0,0,0,0,ýksnežobánohonm,,True,True
1051,mnohonárodní,mnoho,národ.národní,,,0,0,2,0,0,0,0,índoránohonm,,True,True
109,mnohastranový,mnoho,strana.stranový,,,0,0,2,0,0,0,0,ývonartsahonm,,True,True
498,mnohosvazkový,mnoho,svazek.svazkový,,,0,0,2,0,0,0,0,ývokzavsohonm,,True,True
1280,mnohotvářný,mnoho,tvář.tvářný,,,0,0,2,0,0,0,0,ýnřávtohonm,,True,True
545,mnohoúrovňový,mnoho,úroveň.úrovňový,,,0,0,2,0,0,0,0,ývoňvorúohonm,,True,True
728,modrobílooranžový,modrý,bílooranžový,,,0,0,2,0,0,0,0,ývožnaroolíbordom,[modrý bílý oranžový],True,False
1454,modrosemenný,modrý,semeno.semenný,,,0,0,2,0,0,0,0,ýnnemesordom,,True,True
1217,monarchofašistický,monarcha,fašista.fašistický,,,0,0,2,0,0,0,0,ýkcitsišafohcranom,,True,True
1038,hornomoravský,Morava.moravský,moravský,,,0,0,2,0,0,0,0,ýksvaromonroh,,True,True
1216,moravskoostravský,moravský,Ostrava.ostravský,,,0,0,2,0,0,0,0,ýksvartsooksvarom,,True,True
664,morfoném,morf,foném,,,0,0,2,0,0,0,0,ménofrom,,True,True
577,myeloidní,myeloidní,X,,,0,0,2,0,1,1,0,índioleym,,False,True
835,mýtotvorný,mýtus,tvořit,,,0,0,2,0,0,0,0,ýnrovtotým,,True,True
956,nahoře,na,hora,,,0,0,2,1,0,0,0,eřohan,,True,True
640,náboženskofilozofický,náboženský,filozofický,,,0,0,2,0,0,0,0,ýkcifozolifoksnežobán,,True,True
65,nadhřebenový,nad,hřeben.hřebenový,,,0,0,2,0,0,0,0,ývonebeřhdan,,True,True
121,nadkmenový,nad,kmen.kmenový,,,0,0,2,0,0,0,0,ývonemkdan,,True,True
1188,nadměstský,nad,město.městský,,,0,0,2,0,0,0,0,ýkstsěmdan,,True,True
635,nadnulový,nad,nulový.nula,,,0,0,2,0,0,0,0,ývolundan,,True,True
899,několikačlenný,několik,člen,,,0,1,2,0,0,0,0,ýnnelčakilokěn,,True,True
1467,několikamiliónový,několik,milion.milión.milionový.miliónový,,,0,1,2,0,0,0,0,ývonóilimakilokěn,,True,True
487,několikasouborový,několik,soubor.souborový,,,0,0,2,0,0,0,0,ývorobuosakilokěn,,True,True
588,několikatisíciletý,několik.tisíc,léto.letý,,,0,1,2,0,0,0,0,ýtelicísitakilokěn,,True,False
1207,nicnevyzařující,nic,vyzařující.vyzařovat,,,0,0,2,0,0,0,0,ícíjuřazyvencin,,True,False
1015,nigerokordofánský,Niger,kordofánský,,,0,0,2,0,0,0,0,ýksnáfodrokoregin,,False,True
304,nízkoenergetický,nízký,energie.energetický,,,0,0,2,0,0,0,0,ýkcitegreneokzín,,True,True
1023,nízkokvalitní,nízký,kvalita.kvalitní,,,0,0,2,0,0,0,0,íntilavkokzín,,True,True
1094,nízkopásmový,nízký,pásmo.pásmový,,,0,0,2,0,0,0,0,ývomsápokzín,,True,True
561,novoázerbájdžánština,nový,ázerbájdžánština,,,0,0,2,0,0,0,0,anitšnáždjábrezáovon,,True,True
343,novobydžovský,nový,Bydžov.bydžovský,,,0,0,2,0,0,0,0,ýksvoždybovon,,True,True
1457,novočeský,nový,Čech.český,,,0,0,2,0,0,0,0,ýksečovon,,True,True
1004,novohebridský,nový,Hebridy.hebridský,,,0,0,2,0,0,0,0,ýksdirbehovon,,True,False
165,novokain,nový,kain,,,1,0,2,0,1,0,0,niakovon,,True,False
632,novopečený,nový,pečený.péci,,,0,0,2,0,0,0,0,ýnečepovon,,True,True
227,novoplatónský,nový,platónský,,,0,0,2,0,0,0,0,ýksnótalpovon,,True,True
57,novopythagoreizmus,nový,pythagoreizmus,,,0,0,2,0,0,0,0,sumzierogahtypovon,,True,True
1119,novostavba,nový,stavba,,,0,0,2,0,0,0,0,abvatsovon,,True,True
245,novostrašecký,nový,Strašecí,,,0,0,2,0,0,0,0,ýkcešartsovon,,True,True
473,obojživelný,obě,živel,,,0,0,2,0,0,0,0,ýnlevižjobo,,True,True
14,okolostojící,okolo,stojící.stát,,,0,0,2,0,0,0,0,ícíjotsoloko,,True,True
1350,opozičněkoaliční,opoziční,koaliční,,,0,0,2,0,0,0,0,ínčilaokěnčizopo,,True,True
796,oranžovočelý,oranžový,čelo,,,0,0,2,0,0,0,0,ýlečovožnaro,,True,False
164,organologie,orgán,-log-,,,1,0,2,0,0,0,0,eigolonagro,,True,False
507,orgánotvorný,orgán,tvořit,,,0,0,2,0,0,0,0,ýnrovtonágro,,True,True
709,osmibytový,osm,bytový,,,0,0,2,0,0,0,0,ývotybimso,,True,True
974,osmadvacátiny,osm,dvacátiny,,,0,1,2,0,0,0,osmadvacátý,ynitácavdamso,,True,True
485,osmifinalista,osm,finalista,,,0,0,2,0,0,0,osmifinále,atsilanifimso,,True,True
602,osmihodinovka,osm,hodinovka,,,0,1,2,0,0,0,osmihodinový,akvonidohimso,,True,True
47,osmichodový,osm,chod.chodoý,,,0,1,2,0,0,0,0,ývodohcimso,,True,False
230,osmikoncertní,osm,koncert.koncertní,,,0,0,2,0,0,0,0,íntrecnokimso,,True,True
1201,osmilahvový,osm,láhev.lahvový,,,0,1,2,0,0,0,0,ývovhalimso,,True,True
1337,osmaosmdesátník,osm,osmdesátník,,,0,1,2,0,0,0,osmaosmdesát,kíntásedmsoamso,,True,True
320,osmipístkový,osm,pístek.pístkový,,,0,1,2,0,0,0,0,ývoktsípimso,,True,False
224,osmipramenný,osm,pramen.pramenný,,,0,1,2,0,0,0,0,ýnnemarpimso,,True,False
157,osmiramenný,osm,rameno,,,0,1,2,0,0,0,0,ýnnemarimso,,True,False
677,osmadvacetimiliónový,osmadvacet,milion.milión.milionový.miliónový,,,0,1,2,0,0,0,0,ývonóilimitecavdamso,,True,False
535,osmadvacetiposchoďový,osmadvacet,poschodí.poschoďový,,,0,1,2,0,0,0,0,ývoďohcsopitecavdamso,,True,True
441,osmnáctimetrový,osmnáct,metr.metrový,,,0,1,2,0,0,0,0,ývortemitcánmso,,True,True
194,padesáticentový,padesát,cent.centový,,,0,0,2,0,0,0,0,ývotnecitásedap,,True,False
910,padesáticiferný,padesát,cifra.ciferný,,,0,0,2,0,0,0,0,ýnreficitásedap,,True,True
169,padesátieuro,padesát,euro.Euro,,,0,1,2,0,0,0,0,orueitásedap,,True,True
681,padesátimegový,padesát,mega,,,0,1,2,0,0,0,0,ývogemitásedap,,True,True
1127,padesátitisícový,padesát,tisíc.tisícový,,,0,0,2,0,0,0,0,ývocísititásedap,,True,True
1473,padesátiwattový,padesát,Watt.watt.wattový,,,1,1,2,0,0,0,0,ývottawitásedap,,True,True
1277,pantatík,pan,tatík,,,0,0,2,0,0,0,0,kítatnap,,True,True
1090,panímáma,paní,máma,,,0,0,2,0,0,0,0,amámínap,,True,True
913,paropropustný,pára,propustit.propustný,,,0,0,2,0,0,0,0,ýntsuporporap,,True,True
239,patnáctiwattový,patnáct,Watt.watt.wattový,,,1,0,2,0,0,0,0,ývottawitcántap,,True,True
721,penězchtivý,peníze.peníz,chtít.chtivý,,,0,0,2,0,0,0,0,ývithczěnep,,True,True
1124,peřenosečný,peřený,sečný.sekat,,,0,0,2,0,0,0,0,ýnčesoneřep,,True,True
943,pětimanuálový,pet,manuál.manuálový,,,0,1,2,0,0,0,0,ývoláunamitěp,,False,True
737,pětiarový,pět,ar.arový,,,1,1,2,0,0,0,0,ývoraitěp,,True,False
541,pětiargumentový,pět,argument.argumentový,,,0,1,2,0,0,0,0,ývotnemugraitěp,,True,False
867,pěticoulový,pět,coul.coulový,,,0,1,2,0,0,0,0,ývoluocitěp,,True,True
268,pětičtvrťový,pět,čtrť.čtvrťový,,,0,1,2,0,0,0,0,ývoťrvtčitěp,,True,True
1007,pětigramový,pět,gram.gramový,,,0,1,2,0,0,0,0,ývomargitěp,,True,True
1095,pětilůžkový,pět,lůžko.lůžkový,,,0,1,2,0,0,0,0,ývokžůlitěp,,True,True
329,pětiodstavcový,pět,odstavec.odstavcový,,,0,1,2,0,0,0,0,ývocvatsdoitěp,,True,True
353,pětioscarový,pět,Oscar.oscarový,,,1,1,2,0,0,0,0,ývoracsoitěp,,True,True
72,pětioskarový,pět,Oskar.oskarový.Oscar.oscarový,,,1,1,2,0,0,0,0,ývoraksoitěp,,True,True
1419,pětipaprskový,pět,paprsek.paprskový,,,0,1,2,0,0,0,0,ývoksrpapitěp,,True,True
511,pětipísňový,pět,píseň.písňový,,,0,1,2,0,0,0,0,ývoňsípitěp,,True,True
50,pětiplatový,pět,plat.platový,,,0,1,2,0,0,0,0,ývotalpitěp,,True,True
1375,pětiprstový,pět,prst.prstový,,,0,1,2,0,0,0,0,ývotsrpitěp,,True,True
1434,pětisegmentový,pět,segment.segmentový,,,0,1,2,0,0,0,0,ývotnemgesitěp,,True,True
815,pětisériový,pět,série.sériový,,,0,1,2,0,0,0,0,ývoirésitěp,,True,True
829,pětišestinový,pět,šestina.šestinový,,,0,1,2,0,0,0,0,ývonitsešitěp,,True,True
162,pětatřicátník,pět,třicátník,,,1,1,2,0,0,0,pětatřicátý,kíntáciřtatěp,,True,True
179,pětisetkolový,pět+sto,kolo.kolový,,,0,0,2,0,0,0,0,ývoloktesitěp,[[pět sto] kolo.kolový],True,True
717,pětadvacetidenní,pětadvacet,den.denní,,,0,1,2,0,0,0,0,ínneditecavdatěp,,True,True
173,pětašedesátiprocentní,pětašedesát,procento.procentní,,,0,1,2,0,0,0,0,íntnecorpitásedešatěp,,True,True
216,pidibyt,pidi,byt,,,0,0,2,0,1,0,0,tybidip,,True,True
1427,písmolijna,písmo,lít,,,0,0,2,0,0,0,0,anjilomsíp,,True,True
733,plavošedivý,plavý,šedivý,,,0,0,2,0,0,0,0,ývidešovalp,,True,True
1301,play-up,play,up,,,0,0,2,0,1,1,0,pu-yalp,,False,True
1159,plazmagen,plazma,-gen-,,,1,0,2,0,0,0,0,negamzalp,,True,False
1019,plazmodiofora,plazma,diofora,,,1,0,2,0,1,1,0,arofoidomzalp,,True,False
718,plnostěnný,plný,stěna,,,0,0,2,0,0,0,0,ýnnětsonlp,,True,False
1234,plodonoš,plod,nést,,,0,0,2,0,0,0,0,šonodolp,,True,False
1042,ploskozubec,ploský,zub,,,0,0,2,0,0,0,0,cebuzoksolp,,True,False
240,ploutvonožec,ploutev,noha,,,0,0,2,0,0,0,0,cežonovtuolp,,True,False
532,pomečiarovský,po,Mečiar.mečiarovský,,,0,0,2,0,1,0,0,ýksvoraičemop,,True,True
1430,pokladotvorný,poklad,tvořit,,,0,0,2,0,0,0,0,ýnrovtodalkop,,True,False
257,polarimetr,polarizace,metr.metros,,,1,0,2,0,0,0,0,rtemiralop,,True,True
978,pornokino,porno,kino,,,0,0,2,0,0,0,0,onikonrop,,True,True
762,postnormalizační,post,normalizace.normalizační,,,0,0,2,0,0,0,0,ínčazilamrontsop,,True,True
272,postpozice,post,pozice,,,1,0,2,0,0,0,0,ecizoptsop,,True,True
1010,potravychtivý,potrava,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcyvartop,,True,True
238,právotvorný,právo,tvořit,,,0,0,2,0,0,0,0,ýnrovtovárp,,True,True
914,pravobok,pravý,bok,,,0,0,2,0,0,0,0,kobovarp,,True,True
433,pravolevý,pravý,levý,,,0,0,2,0,0,0,0,ývelovarp,,True,True
435,praxeologie,praxe,-log-,,,1,0,2,0,0,0,0,eigoloexarp,,True,False
1184,progorbačovský,pro,Gorbačov.gorbačovský,,,0,0,2,0,0,0,0,ýksvočabrogorp,,True,True
43,prohitlerovský,pro,Hitler.hitlerovský,,,0,0,2,0,0,0,0,ýksvoreltihorp,,True,False
1474,projelcinovský,pro,Jelcin.jelcinovský,,,0,0,2,0,0,0,0,ýksvoniclejorp,,True,True
78,proklepáčovský,pro,Klepáč.klepáčovský,,,0,0,2,0,0,0,0,ýksvočápelkorp,,True,False
440,promečiarovský,pro,Mečiar.mečiarovský,,,0,0,2,0,0,0,0,ýksvoraičemorp,,True,True
1293,promírový,pro,mír.mírový,,,0,0,2,0,0,0,0,ývorímorp,,True,True
1085,prosrbský,pro,Srb.srbský,,,0,0,2,0,0,0,0,ýksbrsorp,,False,True
921,provojenský,pro,vojenský,,,0,0,2,0,0,0,0,ýksnejovorp,,True,True
250,protialergický,proti,alergie.alergický,,,0,0,2,0,0,0,0,ýkcigrelaitorp,,True,True
474,protiaristidovský,proti,Aristides.aristidovský,,,0,0,2,0,0,0,0,ýksvoditsiraitorp,,True,False
662,protiautomatový,proti,automat.automatový,,,0,0,2,0,0,0,0,ývotamotuaitorp,,True,True
198,protibolševický,proti,bolševik.bolševík.bolševický,,,0,0,2,0,0,0,0,ýkcivešlobitorp,,True,True
168,protibruselský,proti,Brusel.Bruselský,,,0,0,2,0,0,0,0,ýkslesurbitorp,,True,True
1371,protibursíkovský,proti,Bursík.bursíkovský,,,0,0,2,0,0,0,0,ýksvokísrubitorp,,True,True
560,protielitářský,proti,elita.elitářský,,,0,0,2,0,0,0,0,ýksřátileitorp,,True,True
982,protierozní,proti,eroze.erozní,,,0,0,2,0,0,0,0,ínzoreitorp,,True,True
1435,protiexplosivní,proti,exploze.explozivní.explosivní,,,0,0,2,0,0,0,0,ínvisolpxeitorp,,True,True
219,protihalasovský,proti,Halas.halasovský,,,0,0,2,0,0,0,0,ýksvosalahitorp,,True,True
1066,protihrudkující,proti,hrudkující.hrudkovat,,,0,0,2,0,0,0,0,ícíjukdurhitorp,,True,True
1428,protichruščovovský,proti,Chruščov.chruščovovský,,,0,0,2,0,0,0,0,ýksvovočšurhcitorp,,True,True
188,protiimperialistický,proti,imperialista.imperialistický,,,0,0,2,0,0,0,0,ýkcitsilairepmiitorp,,True,True
62,protijezuitský,proti,jezuita.jezuitský,,,0,0,2,0,0,0,0,ýkstiuzejitorp,,True,True
1253,protikacířský,proti,kacíř.kacířský,,,0,0,2,0,0,0,0,ýksřícakitorp,,True,True
69,protikapsářský,proti,kapsář.kapsářský,,,0,0,2,0,0,0,0,ýksřáspakitorp,,True,True
1219,protiklenba,proti,klenba,,,0,0,2,0,0,0,0,abnelkitorp,,True,True
1165,protikongresový,proti,kongres.kongresový,,,0,0,2,0,0,0,0,ývosergnokitorp,,True,True
28,protikonzumní,proti,konzum.konzumní,,,0,0,2,0,0,0,0,ínmuznokitorp,,True,True
1018,protikouřový,proti,kouř.kouřový,,,0,0,2,0,0,0,0,ývořuokitorp,,True,True
1100,protikremelský,proti,Kreml.kremelský,,,0,0,2,0,0,0,0,ýkslemerkitorp,,True,True
261,protilátka,proti,látka,,,0,0,2,0,0,0,0,aktálitorp,,True,True
1314,protilegionářský,proti,legionář.legionářský,,,0,0,2,0,0,0,0,ýksřánoigelitorp,,True,True
1437,protimandelinkový,proti,mandelinka.mandelinkový,,,0,0,2,0,0,0,0,ývoknilednamitorp,,True,True
562,protinacistický,proti,nacista.nacistický,,,0,0,2,0,0,0,0,ýkcitsicanitorp,,True,True
788,protinomenklaturní,proti,nomenklaturní.nomenklatura,,,0,0,2,0,0,0,0,ínrutalknemonitorp,,True,True
505,protiodrazový,proti,odraz.odrazový,,,0,0,2,0,0,0,0,ývozardoitorp,,True,True
