novy par: afakie --> afakický	 pravidlo: N-e --> A-cký
novy par: Castilla --> Castillo	 pravidlo: N-a --> N-o
novy par: Celan --> Celano	 pravidlo: N- --> N-o
novy par: cella --> cello	 pravidlo: N-a --> N-o
novy par: Cink --> Cinko	 pravidlo: N- --> N-o
novy par: Claudia --> Claudio	 pravidlo: N-a --> N-o
novy par: Claudia --> Claudio	 pravidlo: N-a --> N-o
novy par: Cristian --> Cristiano	 pravidlo: N- --> N-o
novy par: Cristian --> Cristiano	 pravidlo: N- --> N-o
novy par: Curt --> Curto	 pravidlo: N- --> N-o
novy par: červen --> červeno	 pravidlo: N- --> N-o
novy par: čísla --> číslo	 pravidlo: N-a --> N-o
novy par: čísla --> číslo	 pravidlo: N-a --> N-o
novy par: da --> do	 pravidlo: N-a --> N-o
novy par: Dam --> Damo	 pravidlo: N- --> N-o
novy par: Damian --> Damiano	 pravidlo: N- --> N-o
novy par: Daňa --> Daňo	 pravidlo: N-a --> N-o
novy par: Danka --> Danko	 pravidlo: N-a --> N-o
novy par: Dara --> Daro	 pravidlo: N-a --> N-o
novy par: deka --> deko	 pravidlo: N-a --> N-o
novy par: dema --> demo	 pravidlo: N-a --> N-o
novy par: Diamant --> Diamanto	 pravidlo: N- --> N-o
novy par: Di --> Dio	 pravidlo: N- --> N-o
novy par: díl --> dílo	 pravidlo: N- --> N-o
novy par: Dina --> Dino	 pravidlo: N-a --> N-o
novy par: Dina --> Dino	 pravidlo: N-a --> N-o
novy par: Dina --> Dino	 pravidlo: N-a --> N-o
novy par: disk --> disko	 pravidlo: N- --> N-o
novy par: disk --> disko	 pravidlo: N- --> N-o
novy par: disk --> disko	 pravidlo: N- --> N-o
novy par: disk --> disko	 pravidlo: N- --> N-o
novy par: dna --> dno	 pravidlo: N-a --> N-o
novy par: Drac --> Draco	 pravidlo: N- --> N-o
novy par: dřeva --> dřevo	 pravidlo: N-a --> N-o
novy par: du --> duo	 pravidlo: N- --> N-o
novy par: Dusl --> Duslo	 pravidlo: N- --> N-o
novy par: Ebr --> Ebro	 pravidlo: N- --> N-o
novy par: Edgard --> Edgardo	 pravidlo: N- --> N-o
novy par: Eduard --> Eduardo	 pravidlo: N- --> N-o
novy par: Eduard --> Eduardo	 pravidlo: N- --> N-o
novy par: Eg --> Ego	 pravidlo: N- --> N-o
novy par: Elka --> Elko	 pravidlo: N-a --> N-o
novy par: embarga --> embargo	 pravidlo: N-a --> N-o
novy par: Emilia --> Emilio	 pravidlo: N-a --> N-o
novy par: Emilia --> Emilio	 pravidlo: N-a --> N-o
novy par: Emilian --> Emiliano	 pravidlo: N- --> N-o
novy par: Ene --> Eneo	 pravidlo: N- --> N-o
novy par: Enza --> Enzo	 pravidlo: N-a --> N-o
novy par: Enza --> Enzo	 pravidlo: N-a --> N-o
novy par: éra --> éro	 pravidlo: N-a --> N-o
novy par: Erminia --> Erminio	 pravidlo: N-a --> N-o
novy par: Ernest --> Ernesto	 pravidlo: N- --> N-o
novy par: Ernest --> Ernesto	 pravidlo: N- --> N-o
novy par: Eska --> Esko	 pravidlo: N-a --> N-o
novy par: Ester --> Estero	 pravidlo: N- --> N-o
novy par: eura --> euro	 pravidlo: N-a --> N-o
novy par: eura --> euro	 pravidlo: N-a --> N-o
novy par: Fabia --> Fabio	 pravidlo: N-a --> N-o
novy par: Falc --> Falco	 pravidlo: N- --> N-o
novy par: Falk --> Falko	 pravidlo: N- --> N-o
novy par: Faust --> Fausto	 pravidlo: N- --> N-o
novy par: Federic --> Federico	 pravidlo: N- --> N-o
novy par: Fernand --> Fernando	 pravidlo: N- --> N-o
novy par: Fernand --> Fernando	 pravidlo: N- --> N-o
novy par: Ferra --> Ferro	 pravidlo: N-a --> N-o
novy par: Ferra --> Ferro	 pravidlo: N-a --> N-o
novy par: Ferrand --> Ferrando	 pravidlo: N- --> N-o
novy par: Ferrara --> Ferraro	 pravidlo: N-a --> N-o
novy par: Fic --> Fico	 pravidlo: N- --> N-o
novy par: Figar --> Figaro	 pravidlo: N- --> N-o
novy par: Figar --> Figaro	 pravidlo: N- --> N-o
novy par: Francesca --> Francesco	 pravidlo: N-a --> N-o
novy par: Francesca --> Francesco	 pravidlo: N-a --> N-o
novy par: Franceska --> Francesko	 pravidlo: N-a --> N-o
novy par: Franc --> Franco	 pravidlo: N- --> N-o
novy par: Franc --> Franco	 pravidlo: N- --> N-o
novy par: Francisca --> Francisco	 pravidlo: N-a --> N-o
novy par: Francisca --> Francisco	 pravidlo: N-a --> N-o
novy par: Francisk --> Francisko	 pravidlo: N- --> N-o
novy par: Francisk --> Francisko	 pravidlo: N- --> N-o
novy par: Francisk --> Francisko	 pravidlo: N- --> N-o
novy par: Francisk --> Francisko	 pravidlo: N- --> N-o
novy par: Frank --> Franko	 pravidlo: N- --> N-o
novy par: Fred --> Fredo	 pravidlo: N- --> N-o
novy par: Gabo --> Gobo	 pravidlo: N-a --> N-o
novy par: Gaetan --> Gaetano	 pravidlo: N- --> N-o
novy par: Gaetan --> Gaetano	 pravidlo: N- --> N-o
novy par: Galilea --> Galileo	 pravidlo: N-a --> N-o
novy par: Galilea --> Galileo	 pravidlo: N-a --> N-o
novy par: Galilea --> Galileo	 pravidlo: N-a --> N-o
novy par: Gall --> Gallo	 pravidlo: N- --> N-o
novy par: Gaňa --> Gaňo	 pravidlo: N-a --> N-o
novy par: Garba --> Garbo	 pravidlo: N-a --> N-o
novy par: Gaspar --> Gasparo	 pravidlo: N- --> N-o
novy par: gauč --> gaučo	 pravidlo: N- --> N-o
novy par: Gavril --> Gavrilo	 pravidlo: N- --> N-o
novy par: Gera --> Gero	 pravidlo: N-a --> N-o
novy par: Gerard --> Gerardo	 pravidlo: N- --> N-o
novy par: German --> Germano	 pravidlo: N- --> N-o
novy par: Gian --> Giano	 pravidlo: N- --> N-o
novy par: Gilbert --> Gilberto	 pravidlo: N- --> N-o
novy par: Gina --> Gino	 pravidlo: N-a --> N-o
novy par: Gira --> Giro	 pravidlo: N-a --> N-o
novy par: Giulia --> Giulio	 pravidlo: N-a --> N-o
novy par: Giulia --> Giulio	 pravidlo: N-a --> N-o
novy par: Giulietta --> Giulietto	 pravidlo: N-a --> N-o
novy par: Glenda --> Glendo	 pravidlo: N-a --> N-o
novy par: Grab --> Grabo	 pravidlo: N- --> N-o
novy par: Grass --> Grasso	 pravidlo: N- --> N-o
novy par: Grec --> Greco	 pravidlo: N- --> N-o
novy par: Grill --> Grillo	 pravidlo: N- --> N-o
novy par: Grill --> Grillo	 pravidlo: N- --> N-o
novy par: guelf --> guelfo	 pravidlo: N- --> N-o
novy par: Guerrera --> Guerrero	 pravidlo: N-a --> N-o
novy par: Guerrera --> Guerrero	 pravidlo: N-a --> N-o
novy par: Gustav --> Gustavo	 pravidlo: N- --> N-o
novy par: Gustav --> Gustavo	 pravidlo: N- --> N-o
novy par: hlediska --> hledisko	 pravidlo: N-a --> N-o
novy par: Huja --> Hujo	 pravidlo: N-a --> N-o
novy par: Chaco --> Choco	 pravidlo: N-a --> N-o
novy par: China --> Chino	 pravidlo: N-a --> N-o
novy par: Christa --> Christo	 pravidlo: N-a --> N-o
novy par: id --> ido	 pravidlo: N- --> N-o
novy par: Ill --> Illo	 pravidlo: N- --> N-o
novy par: Im --> Imo	 pravidlo: N- --> N-o
novy par: Ing --> Ingo	 pravidlo: N- --> N-o
novy par: Irkutsk --> Irkutsko	 pravidlo: N- --> N-o
novy par: Iva --> Ivo	 pravidlo: N-a --> N-o
novy par: Iva --> Ivo	 pravidlo: N-a --> N-o
novy par: Ivan --> Ivano	 pravidlo: N- --> N-o
novy par: Jack --> Jacko	 pravidlo: N- --> N-o
novy par: Jaga --> Jago	 pravidlo: N-a --> N-o
novy par: jak --> jako	 pravidlo: N- --> N-o
novy par: Jakutsk --> Jakutsko	 pravidlo: N- --> N-o
novy par: jam --> jamo	 pravidlo: N- --> N-o
novy par: Jamka --> Jamko	 pravidlo: N-a --> N-o
novy par: Jao --> Joao	 pravidlo: N- --> N-o
novy par: Jao --> Joao	 pravidlo: N- --> N-o
novy par: Jelka --> Jelko	 pravidlo: N-a --> N-o
novy par: Juan --> Juano	 pravidlo: N- --> N-o
novy par: Juli --> Julio	 pravidlo: N- --> N-o
novy par: Juli --> Julio	 pravidlo: N- --> N-o
novy par: Kako --> Koko	 pravidlo: N-a --> N-o
novy par: kal --> kalo	 pravidlo: N- --> N-o
novy par: kalo --> kolo	 pravidlo: N-a --> N-o
novy par: Kango --> Kongo	 pravidlo: N-a --> N-o
novy par: kára --> káro	 pravidlo: N-a --> N-o
novy par: Karpo --> Korpo	 pravidlo: N-a --> N-o
novy par: Kijev --> Kijevo	 pravidlo: N- --> N-o
novy par: Kitan --> Kitano	 pravidlo: N- --> N-o
novy par: Kladiva --> Kladivo	 pravidlo: N-a --> N-o
novy par: Krška --> Krško	 pravidlo: N-a --> N-o
novy par: kuba --> kubo	 pravidlo: N-a --> N-o
novy par: Kunz --> Kunzo	 pravidlo: N- --> N-o
novy par: kvádr --> kvádro	 pravidlo: N- --> N-o
novy par: kvartet --> kvarteto	 pravidlo: N- --> N-o
novy par: kvintet --> kvinteto	 pravidlo: N- --> N-o
novy par: ladin --> ladino	 pravidlo: N- --> N-o
novy par: La --> Lao	 pravidlo: N- --> N-o
novy par: Lal --> Lalo	 pravidlo: N- --> N-o
novy par: La --> Lo	 pravidlo: N-a --> N-o
novy par: Lambert --> Lamberto	 pravidlo: N- --> N-o
novy par: Landa --> Landao	 pravidlo: N- --> N-o
novy par: Lara --> Laro	 pravidlo: N-a --> N-o
novy par: Lassa --> Lasso	 pravidlo: N-a --> N-o
novy par: Leba --> Lebo	 pravidlo: N-a --> N-o
novy par: leč --> lečo	 pravidlo: N- --> N-o
novy par: Le --> Leo	 pravidlo: N- --> N-o
novy par: lepidla --> lepidlo	 pravidlo: N-a --> N-o
novy par: lept --> lepto	 pravidlo: N- --> N-o
novy par: lid --> lido	 pravidlo: N- --> N-o
novy par: Lucian --> Luciano	 pravidlo: N- --> N-o
novy par: Luci --> Lucio	 pravidlo: N- --> N-o
novy par: Luga --> Lugo	 pravidlo: N-a --> N-o
novy par: Luka --> Luko	 pravidlo: N-a --> N-o
novy par: Mack --> Macko	 pravidlo: N- --> N-o
novy par: Madera --> Madero	 pravidlo: N-a --> N-o
novy par: magnet --> magneto	 pravidlo: N- --> N-o
novy par: magnituda --> magnitudo	 pravidlo: N-a --> N-o
novy par: makro --> mokro	 pravidlo: N-a --> N-o
novy par: malo --> molo	 pravidlo: N-a --> N-o
novy par: Ma --> Mao	 pravidlo: N- --> N-o
novy par: Marc --> Marco	 pravidlo: N- --> N-o
novy par: Marc --> Marco	 pravidlo: N- --> N-o
novy par: Mária --> Mário	 pravidlo: N-a --> N-o
novy par: Mária --> Mário	 pravidlo: N-a --> N-o
novy par: Marian --> Mariano	 pravidlo: N- --> N-o
novy par: Mari --> Mario	 pravidlo: N- --> N-o
novy par: Mari --> Mario	 pravidlo: N- --> N-o
novy par: Marina --> Marino	 pravidlo: N-a --> N-o
novy par: masa --> maso	 pravidlo: N-a --> N-o
novy par: masa --> maso	 pravidlo: N-a --> N-o
novy par: Massim --> Massimo	 pravidlo: N- --> N-o
novy par: Mata --> Mato	 pravidlo: N-a --> N-o
novy par: Mauricia --> Mauricio	 pravidlo: N-a --> N-o
novy par: Maur --> Mauro	 pravidlo: N- --> N-o
novy par: May --> Mayo	 pravidlo: N- --> N-o
novy par: Mella --> Mello	 pravidlo: N-a --> N-o
novy par: měl --> mělo	 pravidlo: N- --> N-o
novy par: Mera --> Mero	 pravidlo: N-a --> N-o
novy par: Mesta --> Mesto	 pravidlo: N-a --> N-o
novy par: měst --> město	 pravidlo: N- --> N-o
novy par: Meška --> Meško	 pravidlo: N-a --> N-o
novy par: metr --> metro	 pravidlo: N- --> N-o
novy par: Mia --> Miao	 pravidlo: N- --> N-o
novy par: Mika --> Mikao	 pravidlo: N- --> N-o
novy par: Milan --> Milano	 pravidlo: N- --> N-o
novy par: Milán --> Miláno	 pravidlo: N- --> N-o
novy par: Milka --> Milko	 pravidlo: N-a --> N-o
novy par: mim --> mimo	 pravidlo: N- --> N-o
novy par: Mirka --> Mirko	 pravidlo: N-a --> N-o
novy par: míst --> místo	 pravidlo: N- --> N-o
novy par: Miška --> Miško	 pravidlo: N-a --> N-o
novy par: Mita --> Mito	 pravidlo: N-a --> N-o
novy par: mluvidla --> mluvidlo	 pravidlo: N-a --> N-o
novy par: Mucci --> Muccio	 pravidlo: N- --> N-o
novy par: Mund --> Mundo	 pravidlo: N- --> N-o
novy par: Murmansk --> Murmansko	 pravidlo: N- --> N-o
novy par: ňadra --> ňadro	 pravidlo: N-a --> N-o
novy par: na --> nao	 pravidlo: N- --> N-o
novy par: Napa --> Napo	 pravidlo: N-a --> N-o
novy par: Narcis --> Narciso	 pravidlo: N- --> N-o
novy par: Navah --> Navaho	 pravidlo: N- --> N-o
novy par: Navah --> Navaho	 pravidlo: N- --> N-o
novy par: Navarra --> Navarro	 pravidlo: N-a --> N-o
novy par: nebyla --> nebylo	 pravidlo: N-a --> N-o
novy par: Nella --> Nello	 pravidlo: N-a --> N-o
novy par: Ner --> Nero	 pravidlo: N- --> N-o
novy par: Nun --> Nuno	 pravidlo: N- --> N-o
novy par: Occhett --> Occhetto	 pravidlo: N- --> N-o
novy par: Octavia --> Octavio	 pravidlo: N-a --> N-o
novy par: Očka --> Očko	 pravidlo: N-a --> N-o
novy par: Oda --> Odo	 pravidlo: N-a --> N-o
novy par: Oma --> Omo	 pravidlo: N-a --> N-o
novy par: Onda --> Ondo	 pravidlo: N-a --> N-o
novy par: Ori --> Orio	 pravidlo: N- --> N-o
novy par: Or --> Oro	 pravidlo: N- --> N-o
novy par: Orsa --> Orso	 pravidlo: N-a --> N-o
novy par: Ort --> Orto	 pravidlo: N- --> N-o
novy par: Ota --> Oto	 pravidlo: N-a --> N-o
novy par: Ott --> Otto	 pravidlo: N- --> N-o
novy par: Pacina --> Pacino	 pravidlo: N-a --> N-o
novy par: Pagan --> Pagano	 pravidlo: N- --> N-o
novy par: Pag --> Pago	 pravidlo: N- --> N-o
novy par: Pajer --> Pajero	 pravidlo: N- --> N-o
novy par: paleta --> paleto	 pravidlo: N-a --> N-o
novy par: Panar --> Panaro	 pravidlo: N- --> N-o
novy par: Paradis --> Paradiso	 pravidlo: N- --> N-o
novy par: pard --> pardo	 pravidlo: N- --> N-o
novy par: parno --> porno	 pravidlo: N-a --> N-o
novy par: pas --> paso	 pravidlo: N- --> N-o
novy par: Pasqualina --> Pasqualino	 pravidlo: N-a --> N-o
novy par: Paška --> Paško	 pravidlo: N-a --> N-o
novy par: pater --> patero	 pravidlo: N- --> N-o
novy par: Paul --> Paulo	 pravidlo: N- --> N-o
novy par: Paul --> Paulo	 pravidlo: N- --> N-o
novy par: Pella --> Pello	 pravidlo: N-a --> N-o
novy par: Penta --> Pento	 pravidlo: N-a --> N-o
novy par: perk --> perko	 pravidlo: N- --> N-o
novy par: Pesara --> Pesaro	 pravidlo: N-a --> N-o
novy par: pes --> peso	 pravidlo: N- --> N-o
novy par: Pia --> Piao	 pravidlo: N- --> N-o
novy par: Pier --> Piero	 pravidlo: N- --> N-o
novy par: Pirka --> Pirko	 pravidlo: N-a --> N-o
novy par: Pirna --> Pirno	 pravidlo: N-a --> N-o
novy par: písmenka --> písmenko	 pravidlo: N-a --> N-o
novy par: Placida --> Placido	 pravidlo: N-a --> N-o
novy par: Plana --> Plano	 pravidlo: N-a --> N-o
novy par: plat --> plato	 pravidlo: N- --> N-o
novy par: ples --> pleso	 pravidlo: N- --> N-o
novy par: pól --> pólo	 pravidlo: N- --> N-o
novy par: Prat --> Prato	 pravidlo: N- --> N-o
novy par: Prat --> Prato	 pravidlo: N- --> N-o
novy par: pravidla --> pravidlo	 pravidlo: N-a --> N-o
novy par: práv --> právo	 pravidlo: N- --> N-o
novy par: práv --> právo	 pravidlo: N- --> N-o
novy par: prso --> proso	 pravidlo: N- --> N-o
novy par: prs --> prso	 pravidlo: N- --> N-o
novy par: předsednictva --> předsednictvo	 pravidlo: N-a --> N-o
novy par: pulcinella --> pulcinello	 pravidlo: N-a --> N-o
novy par: Punta --> Punto	 pravidlo: N-a --> N-o
novy par: Puškin --> Puškino	 pravidlo: N- --> N-o
novy par: Raffael --> Raffaelo	 pravidlo: N- --> N-o
novy par: Raimund --> Raimundo	 pravidlo: N- --> N-o
novy par: Rama --> Ramo	 pravidlo: N-a --> N-o
novy par: Ramo --> Romo	 pravidlo: N-a --> N-o
novy par: rána --> ráno	 pravidlo: N-a --> N-o
novy par: Ranco --> Ronco	 pravidlo: N-a --> N-o
novy par: Ra --> Rao	 pravidlo: N- --> N-o
novy par: Ray --> Rayo	 pravidlo: N- --> N-o
novy par: Regina --> Regino	 pravidlo: N-a --> N-o
novy par: Renata --> Renato	 pravidlo: N-a --> N-o
novy par: Ren --> Reno	 pravidlo: N- --> N-o
novy par: Re --> Reo	 pravidlo: N- --> N-o
novy par: retka --> retko	 pravidlo: N-a --> N-o
novy par: rezerva --> rezervo	 pravidlo: N-a --> N-o
novy par: Ribeira --> Ribeiro	 pravidlo: N-a --> N-o
novy par: Ricard --> Ricardo	 pravidlo: N- --> N-o
novy par: Ricard --> Ricardo	 pravidlo: N- --> N-o
novy par: Riccard --> Riccardo	 pravidlo: N- --> N-o
novy par: Riccard --> Riccardo	 pravidlo: N- --> N-o
novy par: Rinald --> Rinaldo	 pravidlo: N- --> N-o
novy par: Ring --> Ringo	 pravidlo: N- --> N-o
novy par: Ring --> Ringo	 pravidlo: N- --> N-o
novy par: Ring --> Ringo	 pravidlo: N- --> N-o
novy par: Rink --> Rinko	 pravidlo: N- --> N-o
novy par: Ri --> Rio	 pravidlo: N- --> N-o
novy par: Ri --> Rio	 pravidlo: N- --> N-o
novy par: rizik --> riziko	 pravidlo: N- --> N-o
novy par: Rubik --> Rubiko	 pravidlo: N- --> N-o
novy par: ruda --> rudo	 pravidlo: N-a --> N-o
novy par: Rugger --> Ruggero	 pravidlo: N- --> N-o
novy par: Ruggier --> Ruggiero	 pravidlo: N- --> N-o
novy par: Rusk --> Rusko	 pravidlo: N- --> N-o
novy par: sága --> ságo	 pravidlo: N-a --> N-o
novy par: sak --> sako	 pravidlo: N- --> N-o
novy par: Salla --> Sallo	 pravidlo: N-a --> N-o
novy par: Salmo --> Salomo	 pravidlo: N- --> N-o
novy par: Santa --> Santo	 pravidlo: N-a --> N-o
novy par: Sanya --> Sanyo	 pravidlo: N-a --> N-o
novy par: Saska --> Sasko	 pravidlo: N-a --> N-o
novy par: Saska --> Sasko	 pravidlo: N-a --> N-o
novy par: Savi --> Savio	 pravidlo: N- --> N-o
novy par: Scarpio --> Scorpio	 pravidlo: N-a --> N-o
novy par: Sc --> Sco	 pravidlo: N- --> N-o
novy par: Sebastian --> Sebastiano	 pravidlo: N- --> N-o
novy par: Sedan --> Sedano	 pravidlo: N- --> N-o
novy par: Semipalatinsk --> Semipalatinsko	 pravidlo: N- --> N-o
novy par: Senj --> Senjo	 pravidlo: N- --> N-o
novy par: sen --> seno	 pravidlo: N- --> N-o
novy par: septet --> septeto	 pravidlo: N- --> N-o
novy par: Sera --> Sero	 pravidlo: N-a --> N-o
novy par: Sergi --> Sergio	 pravidlo: N- --> N-o
novy par: Sergi --> Sergio	 pravidlo: N- --> N-o
novy par: servizi --> servizio	 pravidlo: N- --> N-o
novy par: Shapira --> Shapiro	 pravidlo: N-a --> N-o
novy par: sil --> silo	 pravidlo: N- --> N-o
novy par: Silvia --> Silvio	 pravidlo: N-a --> N-o
novy par: Sinko --> Sionko	 pravidlo: N- --> N-o
novy par: skla --> sklo	 pravidlo: N-a --> N-o
novy par: Slavka --> Slavko	 pravidlo: N-a --> N-o
novy par: smítka --> smítko	 pravidlo: N-a --> N-o
novy par: Stalin --> Stalino	 pravidlo: N- --> N-o
novy par: Stank --> Stanko	 pravidlo: N- --> N-o
novy par: star --> staro	 pravidlo: N- --> N-o
novy par: star --> staro	 pravidlo: N- --> N-o
novy par: Stefan --> Stefano	 pravidlo: N- --> N-o
novy par: Stefan --> Stefano	 pravidlo: N- --> N-o
novy par: struhátko --> strouhátko	 pravidlo: N- --> N-o
novy par: st --> sto	 pravidlo: N- --> N-o
novy par: st --> sto	 pravidlo: N- --> N-o
novy par: st --> sto	 pravidlo: N- --> N-o
novy par: st --> sto	 pravidlo: N- --> N-o
novy par: stupadlo --> stoupadlo	 pravidlo: N- --> N-o
novy par: sukýnka --> sukýnko	 pravidlo: N-a --> N-o
novy par: Susan --> Susano	 pravidlo: N- --> N-o
novy par: Szaba --> Szabo	 pravidlo: N-a --> N-o
novy par: Tain --> Taino	 pravidlo: N- --> N-o
novy par: takt --> takto	 pravidlo: N- --> N-o
novy par: Tamin --> Tamino	 pravidlo: N- --> N-o
novy par: Tana --> Tano	 pravidlo: N-a --> N-o
novy par: Tarantin --> Tarantino	 pravidlo: N- --> N-o
novy par: Tarant --> Taranto	 pravidlo: N- --> N-o
novy par: tar --> taro	 pravidlo: N- --> N-o
novy par: Tass --> Tasso	 pravidlo: N- --> N-o
novy par: tata --> tato	 pravidlo: N-a --> N-o
novy par: tato --> toto	 pravidlo: N-a --> N-o
novy par: Teka --> Teko	 pravidlo: N-a --> N-o
novy par: těla --> tělo	 pravidlo: N-a --> N-o
novy par: Tel --> Telo	 pravidlo: N- --> N-o
novy par: tent --> tento	 pravidlo: N- --> N-o
novy par: tesla --> teslo	 pravidlo: N-a --> N-o
novy par: The --> Theo	 pravidlo: N- --> N-o
novy par: Tim --> Timo	 pravidlo: N- --> N-o
novy par: Tina --> Tino	 pravidlo: N-a --> N-o
novy par: Tisa --> Tiso	 pravidlo: N-a --> N-o
novy par: Tit --> Tito	 pravidlo: N- --> N-o
novy par: Tizian --> Tiziano	 pravidlo: N- --> N-o
novy par: Tizian --> Tiziano	 pravidlo: N- --> N-o
novy par: Trent --> Trento	 pravidlo: N- --> N-o
novy par: Trevis --> Treviso	 pravidlo: N- --> N-o
novy par: trik --> triko	 pravidlo: N- --> N-o
novy par: tukan --> tukano	 pravidlo: N- --> N-o
novy par: turba --> turbo	 pravidlo: N-a --> N-o
novy par: turba --> turbo	 pravidlo: N-a --> N-o
novy par: Turba --> Turbo	 pravidlo: N-a --> N-o
novy par: Turecka --> Turecko	 pravidlo: N-a --> N-o
novy par: Turecka --> Turecko	 pravidlo: N-a --> N-o
novy par: Ubl --> Ublo	 pravidlo: N- --> N-o
novy par: ultim --> ultimo	 pravidlo: N- --> N-o
novy par: Una --> Uno	 pravidlo: N-a --> N-o
novy par: Urban --> Urbano	 pravidlo: N- --> N-o
novy par: Urquhart --> Urquharto	 pravidlo: N- --> N-o
novy par: Ur --> Uro	 pravidlo: N- --> N-o
novy par: útulna --> útulno	 pravidlo: N-a --> N-o
novy par: Valentin --> Valentino	 pravidlo: N- --> N-o
novy par: Valeria --> Valerio	 pravidlo: N-a --> N-o
novy par: Valk --> Valko	 pravidlo: N- --> N-o
novy par: Vaš --> Vašo	 pravidlo: N- --> N-o
novy par: Vecchi --> Vecchio	 pravidlo: N- --> N-o
novy par: Veneta --> Veneto	 pravidlo: N-a --> N-o
novy par: vepř --> vepřo	 pravidlo: N- --> N-o
novy par: vet --> veto	 pravidlo: N- --> N-o
novy par: Vic --> Vico	 pravidlo: N- --> N-o
novy par: vidma --> vidmo	 pravidlo: N-a --> N-o
novy par: vín --> víno	 pravidlo: N- --> N-o
novy par: Vladka --> Vladko	 pravidlo: N-a --> N-o
novy par: Vlad --> Vlado	 pravidlo: N- --> N-o
novy par: Vlasta --> Vlasto	 pravidlo: N-a --> N-o
novy par: vrata --> vrato	 pravidlo: N-a --> N-o
novy par: vřeten --> vřeteno	 pravidlo: N- --> N-o
novy par: Wald --> Waldo	 pravidlo: N- --> N-o
novy par: Zátka --> Zátko	 pravidlo: N-a --> N-o
novy par: Zlatka --> Zlatko	 pravidlo: N-a --> N-o
novy par: žebr --> žebro	 pravidlo: N- --> N-o
novy par: železa --> železo	 pravidlo: N-a --> N-o
novy par: želízka --> želízko	 pravidlo: N-a --> N-o
novy par: Adams --> Adamson	 pravidlo: N- --> N-on
novy par: Ag --> Agon	 pravidlo: N- --> N-on
novy par: Al --> Alon	 pravidlo: N- --> N-on
novy par: Albi --> Albion	 pravidlo: N- --> N-on
novy par: Am --> Amon	 pravidlo: N- --> N-on
novy par: analog --> analogon	 pravidlo: N- --> N-on
novy par: Anders --> Anderson	 pravidlo: N- --> N-on
novy par: Ant --> Anton	 pravidlo: N- --> N-on
novy par: Ant --> Anton	 pravidlo: N- --> N-on
novy par: Ap --> Apon	 pravidlo: N- --> N-on
novy par: ar --> aron	 pravidlo: N- --> N-on
novy par: Atkins --> Atkinson	 pravidlo: N- --> N-on
novy par: August --> Auguston	 pravidlo: N- --> N-on
novy par: bal --> balon	 pravidlo: N- --> N-on
novy par: Ball --> Ballon	 pravidlo: N- --> N-on
novy par: bar --> baron	 pravidlo: N- --> N-on
novy par: Bart --> Barton	 pravidlo: N- --> N-on
novy par: baryt --> baryton	 pravidlo: N- --> N-on
novy par: Bates --> Bateson	 pravidlo: N- --> N-on
novy par: Bell --> Bellon	 pravidlo: N- --> N-on
novy par: Benett --> Benetton	 pravidlo: N- --> N-on
novy par: Bent --> Benton	 pravidlo: N- --> N-on
novy par: Bess --> Besson	 pravidlo: N- --> N-on
novy par: Bolt --> Bolton	 pravidlo: N- --> N-on
novy par: bos --> boson	 pravidlo: N- --> N-on
novy par: Brand --> Brandon	 pravidlo: N- --> N-on
novy par: Br --> Bron	 pravidlo: N- --> N-on
novy par: Bret --> Breton	 pravidlo: N- --> N-on
novy par: Brett --> Bretton	 pravidlo: N- --> N-on
novy par: Burt --> Burton	 pravidlo: N- --> N-on
novy par: butan --> butanon	 pravidlo: N- --> N-on
novy par: Butt --> Button	 pravidlo: N- --> N-on
novy par: Can --> Canon	 pravidlo: N- --> N-on
novy par: Cejl --> Cejlon	 pravidlo: N- --> N-on
novy par: cit --> citon	 pravidlo: N- --> N-on
novy par: Clift --> Clifton	 pravidlo: N- --> N-on
novy par: Clint --> Clinton	 pravidlo: N- --> N-on
novy par: Collins --> Collinson	 pravidlo: N- --> N-on
novy par: Cress --> Cresson	 pravidlo: N- --> N-on
novy par: Cu --> Cuon	 pravidlo: N- --> N-on
novy par: cykl --> cyklon	 pravidlo: N- --> N-on
novy par: cyklohexan --> cyklohexanon	 pravidlo: N- --> N-on
novy par: Dam --> Damon	 pravidlo: N- --> N-on
novy par: Daniels --> Danielson	 pravidlo: N- --> N-on
novy par: Davids --> Davidson	 pravidlo: N- --> N-on
novy par: Davis --> Davison	 pravidlo: N- --> N-on
novy par: Del --> Delon	 pravidlo: N- --> N-on
novy par: Den --> Denon	 pravidlo: N- --> N-on
novy par: Denis --> Denison	 pravidlo: N- --> N-on
novy par: Dennis --> Dennison	 pravidlo: N- --> N-on
novy par: diák --> diákon	 pravidlo: N- --> N-on
novy par: Dickens --> Dickenson	 pravidlo: N- --> N-on
novy par: Di --> Dion	 pravidlo: N- --> N-on
novy par: Dill --> Dillon	 pravidlo: N- --> N-on
novy par: Dill --> Dillon	 pravidlo: N- --> N-on
novy par: Dix --> Dixon	 pravidlo: N- --> N-on
novy par: Drac --> Dracon	 pravidlo: N- --> N-on
novy par: dubl --> dublon	 pravidlo: N- --> N-on
novy par: Eg --> Egon	 pravidlo: N- --> N-on
novy par: Ellis --> Ellison	 pravidlo: N- --> N-on
novy par: Evert --> Everton	 pravidlo: N- --> N-on
novy par: ex --> exon	 pravidlo: N- --> N-on
novy par: exoskelet --> exoskeleton	 pravidlo: N- --> N-on
