lemma	parents
radiooperátor	radio operátor
radiopotřeba	radio potřeba
radiopřehrávač	radio přehrávač
radiopřijímač	radio přijímač
radiopřístroj	radio přístroj
radioprovoz	radio provoz
radiosaturační	radio saturace
radiosignál	radio signál
radiosíť	radio síť
radiosonda	rádio sonda
radiospoj	rádio spoj
radiospojení	radio spojení
radiostanice	radio stanice
radiosterilace	radio sterilace
radiotaxi	radio taxi
radiotechnika	radio technika
radiotelegraf	radio telegraf
radiotelegraficky	radiotelegrafický
radiotelegrafní	radio telegrafní
radiotelekomunikace	radio telekomunikace
radiotelemetrie	radio telemetrie
radiotelevizní	radio televizní
radioterapie	radio terapie
radiotext	radio text
radiouhlík	radio uhlík
radioulnární	radio ulnární
radiovelkoobchod	radio velkoobchod
radiovlna	radio vlna
radiovůz	radio vůz
radiovybavení	radio vybavení
radiovysílačka	radio vysílačka
radiozařízení	radio zařízení
radiožurnál	radio žurnál
rádobypolitik	rádoby politika
rádobyspiklenecký	rádoby spiklenecký
rádobyzasvěcený	rádoby zasvěcený
raketomet	raketa metat
ramenonožec	rameno noha
raněstředověký	raný středověk
ranhojič	rána hojit
rautuchtivý	raut chtivý
redoxní	redukční oxidační
reflektormetr	reflektor -metr-
reflexoterapie	reflex terapie
rentgenoterapie	rentgen terapie
reprobedna	repro bedna
reprokamera	repro kamera
reprotechnika	repro technika
retroohlédnutí	retro ohlédnutí
révokaz	réva kazit
římskoapoštolský	římský apoštolský
římskopapežský	římský papež
římskoprávní	římský právo
říšskoněmecký	říše německý
řiťolezectví	řiť lezectví
rovnoramenný	rovný rameno
rovnoúhelník	rovný úhel
rubopis	rub psát
rudobílý	rudý bílý
rudočerný	rudý černý
rudočervenozelený	rudý červený zelený
rudodřevitý	rudý dřevitý
rudohlavý	rudý hlava
rudohnědý	rudý hnědý
rudohoří	rudý hora
rudokožec	rudý kůže
rudokrký	rudý krk
rudomodrobílý	rudý modrý bílý
rudonohý	rudý noha
rudonosný	ruda nést
rudovlasý	rudý vlas
rudozelený	rudý zelený
rudozlatý	rudý zlatý
rukulíbat	ruka líbat
rumuchtivý	rum chtivý
různotvarý	různý tvar
různozubý	různý zub
růžovočervený	růžový červený
růžovomodrý	růžový modrý
rychloautobus	rychlý autobus
rychlobruslit	rychle bruslit
rychločistírna	rychlý čistírna
rychločlun	rychlý člun
rychloinženýr	rychlý inženýr
rychlokresba	rychlý kresba
rychlokurs	rychlý kurs
rychlokurz	rychlý kurz
rychlokvíz	rychlý kvíz
rychlolezení	rychlý lezení
rychloměr	rychlý měřit
rychloobčerstvení	rychlý občerstvení
rychlopoma	rychlý poma
rychloportrét	rychlý portrét
rychloposun	rychlý posun
rychloprádelna	rychlý prádelna
rychlopraní	rychlý praní
rychlopřesun	rychlý přesun
rychlosoustružník	rychlý soustružník
rychlotest	rychlý test
rychlotrať	rychlý trať
rychloturnaj	rychlý turnaj
sadomasochista	sadomasochismus
sadovnickokrajinářský	sadovnický krajinářský
sádrovláknina	sádra vláknina
sametonohý	samet noha
saúdskoarabský	saudský Arábie
šavlorohý	šavle roh
šavlozubý	šavle zub
sbírkotvorný	sbírka tvořit
schodolez	schod lézt
scintigrafie	-scinti- -graf-
šedivočerný	šedivý černý
sedmasedmdesátiletý	sedm sedmdesát léto
šedobíločerný	šedý bílý černý
šedobílý	šedý bílý
šedočernobílý	šedý černý bílý
šedočerný	šedý černý
šedočervenočerný	šedý červený černý
šedohnědočerný	šedý hnědý černý
šedohnědý	šedý hnědý
šedolistý	šedý list
šedomodrozelený	šedý modrý zelený
šedomodrý	šedý modrý
šedooký	šedý oko
šedosemenný	šedý semeno
šedovlasý	šedý vlas
šedovousý	šedý vous
šedozelenkavý	šedý zelenkavý
šedozelenohnědý	šedý zelený hnědý
šedozelený	šedý zelený
šedožlutozelený	šedý žlutý zelený
šedožlutý	šedý žlutý
šéfdovozce	šéf dovozce
šéfkomentátor	šéf komentátor
šéfkouzelník	šéf kouzelník
šéfkreslič	šéf kreslič
šéflektor	šéf lektor
šéfodborář	šéf odborář
šéfpořadatel	šéf pořadatel
šéfporadce	šéf poradce
šéfředitel	šéf ředitel
šéfreportér	šéf reportér
selenocentrický	selen centrický
selenokyanatan	selen kyanatan
selenouhličitan	selen uhličitan
semiaktivní	-semi- aktivní
semitohamitský	semita hamita
semtam	sem tam
seniorpas	senior pas
senoseč	seno sekat
senovážný	seno vozit
senzacechtivý	senzace chtivý
senzomotorický	senzor motorický
šerozelený	šerý zelený
sestrovrah	sestra vrah
sestrovražedkyně	sestrovrah
sestrovražedný	sestra vražda
severoíránský	severní Irán
severokambodžský	severní Kambodža
severokarpatský	severní Karpaty
severonigerijský	severní Nigérie
severorakouský	severní Rakousko
severoseverozápad	sever severozápad
severosomálský	severní Somálsko
severošpanělský	severní Španělsko
severošvýcarský	severní Švýcarkso
severotádžický	sever tádžický
severozápad	sever západ
sexyhrátky	sexy hrátky
sexyklip	sexy klip
sierraleonský	Sierra Leone
šikmooký	šikmý oko
silikotuberkulóza	-silik- tuberkulóza
silnoproud	silný proud
siloměr	síla měřit
silostroj	síla stroj
singltrek	single trek
sinovietnamský	-sin- vietnamský
šípolistý	šíp list
síranouhličitý	síran uhličitý
síranovzdorný	síran vzdorný
širohřbetý	širý hřbet
širopustý	širý pustý
široširý	širý širý
sítinokvětý	sítina květ
sivozelený	sivý zelený
skálopevný	skála pevný
sklokeramika	sklo keramika
sklolaminát	sklo laminát
sklomalba	sklo malba
sklonoměr	sklon měřit
sklotextilní	sklo textilní
sklovitráž	sklo vitráž
sklovláknitý	sklo vláknitý
školkychtivý	školka chtivý
skorodospělý	skoro dospělý
skorokandidát	skoro kandidát
skorovrah	skoro vrah
škrabopis	škrábat psát
škrtovláda	škrt vláda
skrznaskrz	skrz skrz
slaboduchý	slabý duch
slaboproud	slabý proud
sladkéhochtivý	sladký chtivý
sladkolistý	sladký list
sladkopálivý	sladký pálivý
sladkoplodý	sladký plod
slanorožec	slaný roh
šlechtovláda	šlechta vláda
slepohluchý	slepý hluchý
slizotvorný	sliz tvořit
slohotvorný	sloh tvořit
slovnědruhový	slovní druh
sluchovod	sluch vést
slunoměr	slunce měřit
slunovrat	slunce vracet
slzopudný	slza pudit
slzotvorný	slza tvořit
slzovod	slza vést
směrodatný	směr dát
šmirglpapír	šmirgl papír
smluvněopoziční	smluvní opozice
smrtihlav	smrt hlava
smrtonoš	smrt nosit
smrtonosný	smrt nosit
smutnohra	smutný hra
smutnokrásný	smutný krásný
smutnooký	smutný oko
smutnoveselý	smutný veselý
smyslotvorný	smysl tvořit
sněhuprostý	sníh prostý
socdemák	sociální demokrat
sodnodraselný	sodný draselný
sodnovápenatý	sodný vápenatý
solivar	sůl vařit
sólohráč	sólo hráč
sólokampaň	sólo kampaň
sólokapr	sólo kapr
sólovýstup	sólo výstup
sotvakdy	sotva kdy
spásonosný	spása nosit
spásotvorný	spása tvořit
spastickoparetický	spastický paretický
špekbuřt	špek buřt
spermobanka	sperma banka
spodnodevonský	spodní Devon
společenskokulturní	společenský kultura
společenskotřídní	společenský třída
spolubydlící	spolu bydlící
spolufarník	spolu farník
spoluinvestice	spolu investice
spolukontrolovat	spolu kontrolovat
spolumluvčí	spolu mluvčí
spolumukl	spolu mukl
spolupartajník	spolu partajník
spolupatřičnost	spolupatřičný
spolupoutník	spolu poutník
spolupředsedat	spolu předsedat
spoluředitel	spolu ředitel
spolusedící	spolu sedící
spolusignatář	spolu signatář
spolutrpící	spolu trpící
spoluúčastnit	spolu účastnit
spoluužívat	spolu užívat
spolužadatel	spolu žadatel
sportareál	sport areál
sportbar	sport bar
sportregion	sport region
sprintrallye	sprint rallye
sprostonárodní	sprostý národní
sralbotka	srát botka
srážkoměr	srážka měřit
srdcolistý	srdce list
šrotuchtivý	šrot chtivý
staroasyrský	starý Asýrie
starohory	starý hora
staromódní	starý móda
staromoravský	starý Morava
starořeč	starý řeč
startrekovský	star trek
státohrad	stát hrad
stavbychtivý	stavba chtivý
stavbyvedoucí	stavba vedoucí
stávkokaz	stávka kazit
stejnohlasý	stejný hlas
stejnokroj	stejný kroj
stejnonožec	stejný noha
stejnopis	stejný psát
stejnoplochý	stejný plocha
stejnorodý	stejný rod
stejnotvarý	stejný tvar
stereobrýle	-stereo- brýle
štěrkodrť	štěrk drť
štěrkopísek	štěrk písek
štětinolistý	štětina list
stihomam	stíhat mámit
stínoherní	stínohra
stínohra	stín hra
stínomalba	stín malba
stínovládní	stínový vláda
stmelováníchtivý	stmelování chtivý
stopstav	stop stav
stoptlačítko	stop tlačítko
středoasijský	střední Asie
středoatlantský	střední Atlantik
středoaustralský	střední Austrálie
středoevropský	střední Evropa
středomoravský	střední Morava
středooceánický	střed oceán
středooceánský	střed oceán
středoopavský	střední Opava
středozairský	střední Zair
střelbychtivý	střelba chtivý
střelhbitý	střela hbitý
střelolistý	střela list
stříbřitonohý	stříbřitý noha
stříbrnobílý	stříbrný bílý
stříbrobílý	stříbrný bílý
stříbronosný	stříbro nést
stříbrorudný	stříbrný ruda
stříbrovlasý	stříbrný vlas
střihoruký	stříhat ruka
strojopis	stroj psát
strojvedoucí	stroj vedoucí
stromořadí	strom řada
strukturogram	struktura gram
struskotvorný	struska tvořit
studiachtivý	studium chtivý
styluchtivý	styl chtivý
štýrskohradecký	štýrský Hradec
suchokvět	suchý květ
superoyal	super royal
svatoanežský	svatý Anežka
svatokrádež	svatý krádež
svatostánek	svatý stánek
svatováclavský	svatý Václav
svatvečer	svatý večer
světlobojný	světlo bát
světoběžný	svět běhat
světočára	svět čára
světovládce	svět vládce
svezeníchtivý	svezení chtivý
svijonožec	svinout noha
svinoústý	svinout ústa
svítiplyn	svítit plyn
symfonickodramatický	symfonický dramatický
tachypnoe	-tachy- -pneu-
tajnokřídlý	tajný křídlo
takřečený	tak řečený
tamhletudy	tamhle tudy
tamtudy	tam tudy
technickoekonomický	technický ekonomický
technickohospodářský	technický hospodářský
technickoinženýrský	technický inženýrský
technickoobchodní	technický obchod
technickoorganizační	technický organizační
technickovýrobní	technický výroba
technikychtivý	technika chtivý
technodiktatura	-techn- diktatura
technofestival	-techn- festival
technogerontologie	-techn- gerontologie
technohudba	-techn- hudba
technokultura	-techn- kultura
technorytmus	-techn- rytmus
technoscéna	-techn- scéna
technosféra	-techn- sféra
technotaneční	-techn- taneční
technověda	-techn- věda
tektogramatický	-tekt- -gram-
telekonto	-tel- konto
telemagnát	-tel- magnát
telemetrie	-tel- -metr-
telepatie	-tel- -pat-
telesoutěž	-tel- soutěž
tellurokyanatan	tellur kyanatan
tellurouhličitan	tellur uhličitan
tělokresba	tělo kresba
tělověda	tělo věda
temnopásý	temný pás
temporytmus	tempo rytmus
tenkolistý	tenký list
terčoplodý	terč plod
termostabilní	-therm- stabilní
termoventilátor	-therm- ventilátor
terraformovat	terra formovat
těsnopis	těsný psát
tetraethylplumbium	-tetra- -ethyl- plumbum
tetraetylolovo	-tetra- etyl olovo
tetramethylolovo	-tetra- methyl olovo
tetrapropylenbenzensulfonan	-tetra- propylen benzen sulfonan
těžkoatletický	těžký atletika
těžkotonážní	těžký tonáž
thiosiřičitan	-thi- siřičitan
titanzinek	titan zinek
tlakotěsný	tlak těsný
tlakovodní	tlak voda
tlakovzdušný	tlak vzduch
tlustonohý	tlustý noha
tlustopis	tlustý psát
tlustoretý	tlustý ret
tlustorohý	tlustý roh
tlustozobý	tlustý zobák
tmavohřbetý	tmavý hřbet
tmavokvětý	tmavý květ
tmavolistý	tmavý list
tmavoocasý	tmavý ocas
tmavosemenný	tmavý semeno
tmavovýtrusý	tmavý výtrus
tracheobakterióza	trachea bakterie
tracheomykóza	trachea mykóza
trafostanice	trafo stanice
tragikomedie	tragický komedie
transavantgarda	-trans- avantgarda
třasořitka	třást řiť
trihydrogenfosforečný	-tri- hydrogen fosforečný
trihydroxypurin	-tri- -hydroxy- purin
trihydroxypyrimidin	-tri- -hydroxy- pyrimidin
trnkobraní	trnka brání
trnobřichý	trn břicho
trombolýza	-tromb- -ly-
trubkonosý	trubka nosit
truchlohra	truchlit hra
trucsenát	truc senát
trucvolba	truc volba
trypsinogen	trypsin gen
tukoměr	tuk měřit
tukuprostý	tuk prostý
turbokartáč	-turb- kartáč
tvarosloví	tvar slovo
tvorbychtivý	tvorba chtivý
tyranobijec	tyran bijec
tyranotvůrce	tyran tvůrce
úchylkoměr	úchylka měřit
uhlovodík	uhlík vodík
ultramoravista	-ultra- moravista
ultraodstředivka	-ultra- odstředivka
ultraparodie	-ultra- parodie
ultrapokrokový	-ultra- pokrokový
umělokamenný	umělý kámen
umělovýživář	umělý výživa
uměnověda	umění věda
urinoterapie	-ur- terapie
útlocit	útlý cit
úžasuplný	úžas plný
úzkolebý	úzký leb
úzkoletý	úzký létat
úzkolistý	úzký list
úzkoprsý	úzký prs
vakovlk	vak vlk
vápenatoalkalický	vápenatý alkalický
vápenatohořečnatý	vápenatý hořečnatý
vápnobojný	vápno bát
vařeníchtivý	vaření chtivý
vážnohudební	vážný hudba
včelojed	včela jed
vědeckopopulární	vědecký populární
vědosloví	věda slovo
věkošedý	věk šedý
vektografie	vektor -graf-
veleduchý	velký duch
velehřib	velký hřib
velemlok	velký mlok
velepodvrh	velký podvrh
veleproblém	velký problém
veleprojekt	velký projekt
veleproud	velký proud
velikoduchý	veliký duch
velkoaristokracie	velký aristokracie
velkobítešský	velký Bíteš
velkodechý	velký dech
velkodrama	velký drama
velkodrážní	velký dráha
velkodrogerie	velký drogerie
velkodrůbežář	velký drůbežář
velkodrůbežárna	velký drůbežárna
velkoduchý	velký duch
velkofabrika	velký fabrika
velkofarma	velký farma
velkofarmář	velký farmář
velkofilm	velký film
velkofirma	velký firma
velkohit	velký hit
velkohlavý	velký hlava
velkohospodář	velký hospodář
velkohubý	velký huba
velkoklub	velký klub
velkokníže	velký kníže
velkokonzument	velký konzument
velkokříž	velký kříž
velkokřižník	velký křižník
velkonádraží	velký nádraží
velkonájemce	velký nájemce
velkoobchod	velký obchod
velkoobjekt	velký objekt
velkoodběr	velký odběr
velkopěstírna	velký pěstírna
velkoplodý	velký plod
velkoplošný	velký plocha
velkoprádelna	velký prádelna
velkopříběh	velký příběh
velkoprostor	velký prostor
velkoprůměrový	velký průměr
velkoprůmysl	velký průmysl
velkorozpočtový	velký rozpočet
velkosedlák	velký sedlák
velkosklad	velký sklad
velkoskvrnný	velký skvrna
velkostroj	velký stroj
velkosvět	velký svět
velkotěžba	velký těžba
velkoústý	velký ústa
velkovévoda	velký vévoda
velkozrnný	velký zrno
velříše	velký říše
veřejnosprávní	veřejný správa
veřejnozaměstnanecký	veřejný zaměstnanec
věrouka	víra učit
veršomilec	verš milec
větosled	věta sled
větotvorba	věta tvorba
vícefotonový	hodně foton
víceohniskový	hodně ohnisko
víceramenný	hodně rameno
videoadaptér	video adaptér
videoaparát	video aparát
videočip	video čip
videodeník	video deník
videodigitizér	video digitizér
videodisketa	video disketa
videodisplej	video displej
videodriver	video driver
videoeditovat	video editovat
videoefekt	video efekt
videoexpres	video expres
videofestival	video festival
videofikce	video fikce
videofilm	video film
videofotoaparát	video fotoaparát
videohardware	video hardware
videohit	video hit
videohovor	video hovor
videohra	video hra
videoklub	video klub
videokomunikace	video komunikace
videokonektor	video konektor
videokopie	video kopie
videomikrografie	video mikrografie
videomontáž	video montáž
videomost	video most
videonosič	video nosič
videoobvod	video obvod
videoparty	video party
videopirát	video pirát
videopořad	video pořad
videoport	video port
videoportál	video portál
videopošta	video pošta
videopráce	video práce
videopřekryv	video překryv
videopřenos	video přenos
videopřípad	video případ
videopříprava	video příprava
videoprogram	video program
videopromítačka	video promítačka
videoprvek	video prvek
videorozhodčí	video rozhodčí
videoskop	video -skop-
videospektrální	video spektrální
videospojení	video spojení
videostřežení	video střežení
videostřih	video střih
videotip	video tip
videovkus	video vkus
videovstup	video vstup
videovýběr	video výběr
videozáběr	video záběr
videozpráva	video zpráva
vidloroh	vidle roh
vinobraní	víno braní
vínovočerný	vínový černý
vínovočervený	vínový červený
vínovomodrý	vínový modrý
vínovoperleťový	vínový perleťový
viskoelastický	viskózní elastický
vítězosláva	vítěz sláva
vítězoslavit	vítěz slavit
vládněopoziční	vládní opoziční
vlajkonoš	vlajka nosit
vlakotvorba	vlak tvořit
vlakvedoucí	vlak vedoucí
vlastimilovný	vlast milovat
vlastnoruční	vlastní ruka
vlastnoústní	vlastní ústa
vlezprdelka	vlézt prdelka
vlnovlasý	vlna vlas
vlnovod	vlna vést
vnitroafghánský	vnitřní Afghánistán
vnitroafrický	vnitřní Afrika
vnitroamerický	vnitřní Amerika
vnitroarabský	vnitřní Arábie
vnitroasijský	vnitřní Asie
vnitrobankovní	vnitro banka
vnitrobrazilský	vnitřní Brasilie
vnitrobřišní	vnitro břicho
vnitročeský	vnitřní Čechy
vnitrocírkevní	vnitro církev
vnitrodenní	vnitro den
vnitroevropský	vnitřní Evropa
vnitrofiremní	vnitro firma
vnitrofrancouzský	vnitřní Francie
vnitroizraelský	vnitřní Izrael
vnitrojaderný	vnitro jádro
vnitrokorejský	vnitřní Korea
vnitrolebeční	vnitro lebeční
vnitroměstský	vnitro město
vnitroněmecký	vnitřní Německo
vnitropalestinský	vnitřní Palestina
vnitroplicní	vnitro plíce
vnitropražský	vnitřní Praha
vnitropsychický	vnitro psychika
vnitrorakouský	vnitřní Rakousko
vnitrořecký	vnitřní Řecko
vnitroredakční	vnitro redakce
vnitroskandinávský	vnitřní Skandinávie
vnitroslovný	vnitro slovo
vnitrostaveništní	vnitro staveniště
vnitrostruktura	vnitro struktura
vnitrosudetský	vnitřní Sudety
vnitrotělní	vnitro tělo
vnitrozáběrový	vnitro záběr
vnitrozemčan	vnitrozemí
vnitrozemní	vnitro země
vnitrožilní	vnitro žíla
vnitrozření	vnitřní zření
voděodolný	voda odolný
vodostavební	voda stavba
vodotok	voda tok
vojenskoodborný	vojenský odborný
vojenskosprávní	vojenský správa
vojevůdce	voj vůdce
vokalogram	vokál -gram-
volnoběh	volný běh
volnotržní	volný trh
vrubořezba	vrub řezba
vstřícnolistý	vstřícný list
východoafrický	východní Afrika
východoasijský	východní Asie
východoetiopský	východní Etiopie
východoevropský	východní Evropa
východokarpatský	východní Karpaty
východorománský	východní románský
východoslavonský	východní Slavonie
východošvýcarský	východní Švýcarsko
vydřiduch	vydřít duch
vydřigroš	vydřít groš
výrazuplný	výraz plný
výškoměr	výška měřit
výškopis	výška psát
vysokoafinitní	vysoký afinita
vysokoalpský	vysoký Alpy
vysokobřezí	vysoko březí
vysokocenný	vysoký cena
vysokochlumecký	vysoký Chlumec
vysokoenergetický	vysoký energie
vysokonohý	vysoký noha
vysokoobsažný	vysoký obsah
vysokoohmový	vysoký ohm
vysokopecař	vysoký pecař
vysokopříjmový	vysoký příjem
vysokorodný	vysoký rodný
vysokorodý	vysoký rod
vysokorozený	vysoko rozený
vysokotepelný	vysoký teplo
významotvorný	význam tvořit
vzdorokandidát	vzdor kandidát
vzdorokultura	vzdor kultura
vzdoroprezident	vzdor prezident
vzdororepublika	vzdor republika
vzdorovláda	vzdor vláda
vzduchočistící	vzduch čistící
vzduchoelektrický	vzduch elektrický
vzduchomechanický	vzduch mechanický
vzduchoplavba	vzduch plavba
vzduchoprázdný	vzduch prázdný
vzduchotechnika	vzduch technika
vzduchoventilace	vzduch ventilace
vždyzelený	vždy zelený
vždyživý	vždy živý
vzletuchtivý	vzlet chtivý
vzletuplný	vzlet plný
žabikuch	žába kuchat
žabomyší	žába myš
žábronožka	žábra noha
zadnotřebaňský	zadní Třebaň
západoafrický	západní Afrika
západoalpský	západní Alpy
západoalžírský	západ Alžírsko
západoamerický	západní Amerika
západoanglický	západní Anglie
západoargentinský	západní Argentina
západoatlantský	západní Atlanta
západoaustralský	západní Austrálie
západoběloruský	západní Bělorusko
západoberlínský	západní Berlín
západočečenský	západní Čečensko
západočeský	západní Čechy
západočínský	západní Čína
západoevropský	západní Evropa
západofinský	západní Finsko
západofrancký	západní Franky
západofrancouzský	západní Francie
západofranský	západní Franky
západofríský	západní Frísko
západoholandský	západní Holandsko
západoindický	západní Indie
západojaponský	západní Japonsko
západokambodžský	západní Kambodža
západokanadský	západní Kanada
západokarpatský	západní Karpaty
západokorejský	západní Korea
západokrkonošský	západní Krkonoše
západolibyjský	západní Libye
západolondýnský	západní Londýn
západomexický	západní Mexiko
západomongolský	západní Mongolsko
západomoravský	západní Morava
západonilský	západní Nil
západopacifický	západní Pacifik
západopolský	západní Polsko
západorakouský	západní Rakousko
západořímský	západní Řím
západorumunský	západní Rumunsko
západoruský	západní Rusko
západosaharský	západní Sahara
západosarajevský	západní Sarajevo
západosemitský	západní Semita
západosibiřský	západní Sibiř
západoslezský	západní Slezsko
západoslovenský	západní Slovensko
západosomálský	západní Somálsko
západosrbský	západní Srbsko
západosúdánský	západní Súdán
západošvýcarský	západní Švýcarsko
západotatranský	západní Tatry
západotexaský	západní Texas
západoturecký	západní Turecko
západoukrajinský	západní Ukrajina
západovenezuelský	západní Venezuela
západovirginský	západní Virginie
žároměr	žár měřit
zatměníchtivý	zatmění chtivý
závitořez	závit řez
zaznamenáníhodný	zaznamenání hodný
zbrojnoš	zbroj nosit
zčistajasna	čistý jasný
zdeúřední	zde úřední
zdravíchtivý	zdraví chtivý
zdravověda	zdraví věda
želbohu	žel bůh
zelenobílý	zelený bílý
zelenočernobílý	zelený černý bílý
zelenočernočervený	zelený černý červený
zelenočerný	zelený černý
zelenočervenozelený	zelený červený zelený
zelenočervenozlatý	zelený červený zlatý
zelenofialový	zelený fialový
zelenohlavý	zelený hlava
zelenohnědožlutý	zelený hnědý žlutý
zelenohřbetý	zelený hřbet
zelenoklasý	zelený klas
zelenokvětý	zelený květ
zelenolistý	zelený list
zelenomodrobílý	zelený modrý bílý
zelenomodrý	zelený modrý
zelenonašedlý	zelený našedlý
zelenonohý	zelený noha
zelenoocasý	zelený ocas
zelenookrový	zelený okrový
zelenooký	zelený oko
zelenooranžovobílý	zelený oranžový bílý
zelenooranžový	zelený oranžový
zelenoplodý	zelený plod
zelenorůžovočerný	zelený růžový černý
zelenorůžovočervený	zelený růžový červený
zelenošedivý	zelený šedivý
zelenošedočerný	zelený šedý černý
zelenošedý	zelený šedý
zelenovlasý	zelený vlas
zelenozlatý	zelený zlatý
zelenožlutočerný	zelený žlutý černý
zelenožlutý	zelený žlutý
železnatoželezitý	železnatý železitý
zeměchtivý	země chtivý
zemědělskolesnický	zemědělský lesnický
zemědělskopotravinářský	zemědělský potravinářský
zemědělskoprůmyslový	zemědělský průmyslový
zemědělskotechnický	zemědělský technický
zemitoalkalický	zemitý alkalický
zemitoželeznatý	zemitý železnatý
židovskoimperialistický	židovský imperialismus
zimomorný	zima mořit
zimovzdorný	zima vzdor
živorodý	živý rodit
životodárce	život dárce
životopis	život psát
zkázonosný	zkáza nosit
zkurvysyn	kurva syn
zlatavofialový	zlatavý fialový
zlatavohnědý	zlatavý hnědý
zlatobílý	zlatý bílý
zlatohorský	zlatý hora
zlatonosný	zlato nosit
zlatoplavý	zlatý plavý
zlatořitný	zlatý řiť
zlatorudný	zlatý ruda
zlatorudý	zlatý rudý
zlatožlutý	zlatý žlutý
žlučovod	žluč vést
žlutavozelený	žlutavý zelený
žlutobílý	žlutý bílý
žlutobřichý	žlutý břicho
žlutočernobílý	žlutý černý bílý
žlutočernočervený	žlutý černý červený
žlutočernorudý	žlutý černý rudý
žlutočernozelený	žlutý černý zelený
žlutočerný	žlutý černý
žlutočervenavý	žlutý červenavý
žlutočervený	žlutý červený
žlutohlavý	žlutý hlava
žlutohnědošedý	žlutý hnědý šedý
žlutohnědý	žlutý hnědý
žlutohřbetý	žlutý hřbet
žlutokošilatý	žlutý košile
žlutokvětý	žlutý květ
žlutolící	žlutý líce
žlutolistý	žlutý list
žlutomasý	žlutý maso
žlutomodrý	žlutý modrý
žlutonohý	žlutý noha
žlutookrový	žlutý okrový
žlutooký	žlutý oko
žlutooranžový	žlutý oranžový
žlutopestrý	žlutý pestrý
žlutorezavý	žlutý rezavý
žlutorudý	žlutý rudý
žlutorůžovofialový	žlutý růžový fialový
žlutorůžovomodrý	žlutý růžový modrý
žlutorůžový	žlutý růžový
žlutošedý	žlutý šedý
žlutovlasý	žlutý vlas
žlutozelenobílý	žlutý zelený bílý
žlutozelenočerný	žlutý zelený černý
žlutozelenočervený	žlutý zelený červený
žlutozelený	žlutý zelený
žlutozlatý	žlutý zlatý
žlutozobý	žlutý zobák
žlutozrzavý	žlutý zrzavý
značekchtivý	značka chtivý
známkoprávní	známka právo
znovudefinovat	znovu definovat
znovukandidovat	znovu kandidovat
znovunapustit	znovu napustit
znovunatočit	znovu natočit
znovunavrátit	znovu navrátit
znovuovládnutí	znovu ovládnutí
znovupohřbít	znovu pohřbít
znovupotvrdit	znovu potvrdit
znovuprovdat	znovu provdat
znovustvořit	znovu stvořit
znovuumístění	znovu umístění
znovuvyhlásit	znovu vyhlásit
znovuvyplatit	znovu vyplatit
znovuvysvěcení	znovu vysvěcení
znovuvytvořit	znovu vytvořit
znovuzrodit	znovu zrodit
zoborožec	zobák roh
zpěvohra	zpěv hra
zřídkakdy	zřídka kdy
zrovnoprávnit	rovný právo
zvrtohlavit	zvrtat hlava
zvukomalba	zvuk malba
zvukoměřičství	zvuk měřičství
zvukoměřictví	zvuk měřictví
zvukosled	zvuk sledovat
zvukotechnika	zvuk technika
zvykosloví	zvyk slovo
zvykuprostý	zvyk prostý
dvojakce	dva akce
dvojapůlnásobek	dva půl násobek
dvojapůlnásobný	dvojapůlnásobek
dvojarch	dva arch
dvojbiografie	dva biografie
dvojbitový	dva bit
dvojblok	dva blok
dvojboj	dva boj
dvojbřitvový	dva břitva
dvojbudka	dva budka
dvojbuňka	dva buňka
dvojbusta	dva busta
dvojčárka	dva čárka
dvojchodý	dva chod
dvojchvostý	dva chvost
dvojčinný	dva čin
dvojdepo	dva depo
dvojdeska	dva deska
dvojdíl	dva díl
dvojdílný	dva díl
dvojdílo	dva dílo
dvojdukát	dva dukát
dvojdům	dva dům
dvojduše	dvojduchý
dvojdutý	dva dutý
dvojfázový	dva fáze
dvojfigura	dva figura
dvojgól	dva gól
dvojhlava	dva hlava
dvojhlavičkový	dva hlavička
dvojhlavňový	dva hlaveň
dvojhlavý	dva hlava
dvojhora	dva hora
dvojhrad	dva hrad
dvojhradí	dva hrad
dvojjednota	dva jednota
dvojjehlan	dva jehlan
dvojkajak	dva kajak
dvojkamera	dva kamera
dvojknedlíčkový	dva knedlíček
dvojkniha	dva kniha
dvojknížka	dva knížka
dvojkolejnice	dva kolejnice
dvojkolejný	dva kolej
dvojkolejový	dva kolej
dvojkolí	dva kolo
dvojkolo	dva kolo
dvojkrádež	dva krádež
dvojkrálí	dva král
dvojkytarový	dva kytara
dvojlineární	dva lineární
dvojmanuálový	dva manuál
dvojmužný	dva muž
dvojmužství	dva muž
dvojnehoda	dva nehoda
dvojnekrolog	dva nekrolog
dvojnosý	dva nos
dvojobraz	dva obraz
dvojobrázek	dva obrázek
dvojosý	dva osa
dvojpádlo	dva pádlo
dvojpérový	dva péro
dvojplášť	dva plášť
dvojpól	dva pól
dvojprimátorství	dva primátor
dvojrodný	dva rod
dvojskluzavka	dva skluzavka
dvojsměna	dva směna
dvojsměrný	dva směr
dvojšvih	dva švih
dvojtvářný	dva tvář
dvojúspěch	dva úspěch
dvojveslice	dva veslo
dvojveslový	dva veslo
dvojvrstva	dva vrstva
dvojvrstvý	dva vrstva
dvojzvuk	dva zvuk
dvouačtvrthodinový	dva čtvrt hodina
dvouačtvrtkarátový	dva čtvrt karát
dvouadresový	dva adresa
dvouakordový	dva akord
dvouakrový	dva akr
dvouapůlkarátový	dva půl karát
