lemma	Best_parents	Annotated	sorted_parents	Best_parents_reversed	lemma_reversed	candidate_sorting_score	one_parent_in_lexicon	one_parent_in_lexicon_nosuffix	space_in_parent_candidates	PaReNT_Compound_probability	is_comp_w_known_parents	is_comp_w_known_status	all_parents_in_data_source	annotation_score
sírodusičnan	síra dusičnan	True	['sírý dusičnan', 'sírodusičnan', 'sírodusičný', 'séridousičný', 'sirodusičný', 'seridousičný', 'Sírodusičný', 'sýridousičný', 'Sirodusičný', 'sírodúsičný', 'sírodusíčný', 'sérodusičný', 'sérisodusičný', 'síroduSičný', 'söridousičný']	nančisud ýrís	nančisudorís	[10.125, 10.090909090909092, 1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.00003	True	True	False	2.00003
škarohlíd	škaredý hledět	True	['škarohlíd', 'škary líd', 'škary hlíd', 'škary hléd', 'škar hlíd', 'škarý hlíd', 'škaryhlíd', 'škar hléd', 'škary lhad', 'škara hlíd', 'škary lhéd', 'Škarohlíd', 'Škar hlíd', 'škarý hléd', 'škary lhíd']	dílhorakš	dílhorakš	[11.0, 9.11111111111111, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.03426	True	True	False	2.03426
sklopísek	sklo písek	True	['sklope', 'sklopes', 'sklopís', 'sklopis', 'klopís', 'sklops', 'sklop', 'sklopeso', 'klopes', 'sklopí', 'slokespis', 'sklopesov', 'sklopés', 'slokpís', 'klopis']	epolks	kesípolks	[9.1, 1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	False	True	False	0.00002	True	True	False	2.00002
skoptofobie	-skop- -fob-	True	['skopet fobie', 'skoptofobie', 'skopst fobie', 'skopset fobie', 'skoptofobní', 'skopfotobní', 'skopstofobní', 'skopsotofobní', 'skopštofobní', 'skopstofobie', 'skops tofobie', 'skopšotofobní', 'skopstobofní', 'koptofobie', 'skop-tofobie']	eibof tepoks	eibofotpoks	[10.142857142857142, 10.125, 10.11111111111111, 10.090909090909092, 1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.13327	False	True	False	1.13327
skorokomedie	skoro komedie	True	['skoro komedie', 'skorokomedie', 'skora komedie', 'skorokomecie', 'skorokometie', 'skorokomendie', 'skorokomelie', 'skorokomenie', 'skorokomec', 'skorokomední', 'skorokomenní', 'ksorokomedie', 'skorokomed', 'skorokómedie', 'skorokomen']	eidemok oroks	eidemokoroks	[20.11111111111111, 11.0, 10.2, 0.5, 0.3333333333333333, 0.25, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.14101	False	True	True	2.14101
slepotisk	slepý tisk	True	['slepotisk', 'slepotický', 'slepotiský', 'slepotisknout', 'Slepotisk', 'slepotieský', 'slepotize', 'slepotikun', 'slepotizek', 'slepotiesk', 'slepotikský', 'slepotika', 'slepotie', 'slepotikum', 'slepotieski']	ksitopels	ksitopels	[11.0, 10.071428571428571, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.06666666666666667]	True	False	False	0.00007	True	True	False	2.00007
službodárce	služba dárce	True	['službodárce', 'sludba dárce', 'službodárký', 'slubbodárce', 'službodarce', 'sludbodárce', 'sludbodárký', 'slubbodárký', 'službodarký', 'slubžodárce', 'slub bodárce', 'slubžbodarký', 'slub bádarce', 'službodar', 'slubbodárkový']	ecrádobžuls	ecrádobžuls	[11.0, 10.071428571428571, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.06666666666666667]	True	False	True	0.50676	True	True	False	2.50676
šmajchlkabinet	šmajchlovat kabinet	True	['šmajchlkabinet', 'šmajchlina kabinet', 'šmajchlkabinat', 'šmajchlkabina', 'šmajchlkabinét', 'majchlkabinet', 'šmajchlkabína', 'šmachlkabinet', 'šmajchlkaba', 'Šmachlkabinet', 'šmajchlkabynět', 'šmajchlkabin', 'šmajchlina', 'šmajchlkabinět', 'šmajchlkabinatý']	tenibaklhcjamš	tenibaklhcjamš	[11.0, 10.11111111111111, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.00033	True	True	False	2.00033
softsexykomedie	soft sexykomedie	True	['soft sexykomedie', 'softsexykomedie', 'softsexykomexie', 'softsexykometie', 'softsexykomelie', 'soft-sexykomedie', 'softsexykomenie', 'softexykomedie', 'softsexikomedie', 'softeský medie', 'softsekyomedie', '-fostex- -komedie', 'sofstexykomedie', 'softsexykomezie', 'softsexykómedie']	eidemokyxes tfos	eidemokyxestfos	[20.11111111111111, 11.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.03315	False	True	True	2.03315
somatopedie	-somat- -paid-	True	['-som- ato- -ped-', '-som- ade- -ped-', 'somatopedie', '-som- atopedie', '-mato- -ped-', '-som-', '-som- topedie', '-mato- -edie-- -ped-', '-som- apedie--', '-som- -dep- -ted-', 'somatopediebie', '-matopedie', '-mato-', '-tom-', '-somato- -edie--']	-dep- -ota -mos-	eidepotamos	[20.25, 20.071428571428573, 11.0, 10.5, 10.333333333333334, 10.142857142857142, 10.125, 10.083333333333334, 10.076923076923077, 10.066666666666666, 0.2, 0.16666666666666666, 0.1111111111111111, 0.1, 0.09090909090909091]	True	False	True	0.55273	False	True	False	1.55273
sosiekologie	-sosi- ekologie	True	['sosiekologie', '-sieul- -kol- -geo-', 'soziekologie', 'so-siekologie', 'Sosiekologie', '-sieul- -kol-', 'sozie', '-sieukologie', 'soisekologie', 'sozieokologie', 'sosieklogie', 'soziekólogie', 'sozikologie', 'Sosiek', '-zio- -sie--']	eigolokeisos	eigolokeisos	[10.5, 10.076923076923077, 1.0, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.01497	True	True	False	2.01497
soudcokracie	soudce -krat-	True	['ckrokacie', 'ckratie', 'ckrokazie', 'ckrokatrie', 'ckrokracie', 'ckrokovat', 'cokracie', 'ckrokatie', 'ckracie', 'ckrati', 'kocratie', 'ckrokce', 'ckrakie', 'ckrokati', 'ckrocký']	eicakorkc	eicarkocduos	[1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	False	False	False	0.05425	False	True	False	1.05425
spoluvěřící	spolu věřit	True	['spoluvěřit', 'spoluvětřit', 'spoluvěčit', 'spoluvětřet', 'spoluvětit', 'spoluvětět', 'spoluvěra', 'spoluvěřet', 'spoluvěrat', 'spoluvětřtit', 'spoluvěčet', 'spoluvětřnit', 'spoluvětřt', 'spoluvěrit', 'spoluvěžit']	tiřěvulops	ícířěvulops	[1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	False	False	False	0.00057	True	True	False	2.00057
srdcerváč	srdce rvát	True	['srdcerváč', 'srdcervat', 'srdcervač', 'srdcervačna', 'srdcerváční', 'Srdcervat', 'srdcerváčný', 'zrsdcervat', 'srdcerváčet', 'zrscdervat', 'srdcervační derváč', 'srdcervační cerva', 'srdcervační derva', 'srdcervační cervářní', 'srdcervačný dcervář']	čávrecdrs	čávrecdrs	[10.333333333333334, 1.0, 0.5, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.03134	True	True	False	2.03134
srdceryvný	srdce rýt	True	['srdcerý vařit', 'srdcerý věrný', 'srdcerý va', 'srdcerý vý', 'srdcerý', 'srdcerum', 'srdcerivný', 'srdcertit', 'srdcerový', 'srdcerývat', 'srdcervý', 'srdceryva', 'Srdcerum', 'srdcerý varyva', 'srdcerý věry']	tiřav ýrecdrs	ýnvyrecdrs	[10.2, 10.076923076923077, 9.333333333333334, 9.11111111111111, 1.0, 0.5, 0.25, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.00093	True	True	False	2.00093
staroměstký	staré město	True	['staroměstký', 'staroměstka', 'staroměsto', 'staroměstový', 'staroměstní', 'staroměstovat', 'staroměstný', 'staroměstí', 'staroměst', 'staroměstek', 'staroměstok', 'staroměstý', 'staroměstec', 'staróměsto', 'staroměstta']	ýktsěmorats	ýktsěmorats	[10.1, 1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	False	0.02747	True	True	False	2.02747
staromilec	starý milovat	True	['starý milovat lec', 'starý milovat', 'star milec', 'staro milec', 'starý milovat lice', 'staromil', 'staromilec', 'stary milovat', 'staromilný', 'Starý milovat', 'staromilý', 'staromilový', 'stary milovec', 'staromila', 'staromily']	cel tavolim ýrats	celimorats	[29.083333333333332, 21.0, 20.2, 20.09090909090909, 20.066666666666666, 10.5, 10.333333333333334, 10.25, 10.076923076923077, 10.071428571428571, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1]	True	True	True	0.36841	True	True	False	2.36841
stranokracie	strana -krat-	True	['stranokracie', 'strana kracie', 'stran kracie', '-kracie', '-nokracie', 'straný kracie', '-nkracie', 'strank -kracie', '-okracie', '-stran- kracie', '-kratie', '-nakra- -kracie', 'strank okracie', '-slakra-', 'strank kracie']	eicarkonarts	eicarkonarts	[10.25, 10.2, 9.333333333333334, 1.0, 0.5, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.93812	False	True	False	1.93812
sugestopedie	sugestopedie	True	['sugestopedie', 'sugstepedie', 'sugsetopedie', 'sugestopedief', 'sugstea pedie', 'sugstopedie', 'sugsta pedie', '-sugestopedie', 'sugsteopedie', 'susgetopedie', 'sustegedie', 'sugstep-edie', 'sugestopédie', 'sugste pedie', 'sugsteapedie']	eidepotsegus	eidepotsegus	[11.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.35724	False	True	False	1.35724
šunkofleky	šunkofleky	True	['šunkofleky', 'šunkoflek', 'šunkofleký', 'šunkofleka', 'šunkoflekty', 'šunkofleké', 'šunkoflekce', 'šunkoflekie', 'šunkofleki', 'šunkofleke', 'Šunkoflek', 'šunkoflekový', 'šunkoflekovy', 'šunkoflekö', 'Šunkofleka']	ykelfoknuš	ykelfoknuš	[10.5, 9.25, 1.0, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	False	0.81708	True	True	False	2.81708
surdopedie	-surd- -paid-	True	['surdopedie', 'dopedie', '-dopedie', 'pedie', 'surodeped', 'surodepad', 'surodep', 'surodepovat', 'surodepdí', 'surodepde', 'surodepode', 'surodepedie', 'surodepodepie', 'surodep-edie', 'surodepodepsum']	eidepodrus	eidepodrus	[10.142857142857142, 1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	False	0.00013	False	True	False	1.00013
švarcsystém	švarc systém	True	['Švarc systém', 'švarc systém', 'Svarc systém', 'Švarcsystém', 'Švarczystém', 'Švarcásystém', 'Švarc-systém', 'Švarcvystém', 'Švarcsástém', 'Švarcysástém', 'Švarcystém', 'Švarcástym', 'Švarczástém', 'Švarcásstém', 'Švarcástys']	métsys cravŠ	métsyscravš	[11.0, 10.5, 10.25, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.88983	True	True	False	2.88983
svémoc	svý moc	True	['svémoc', 'smést', 'smíc', 'sméct', 'sméc', 'smévý', 'smévat', 'sémoc', 'sméco', 'smít', 'smét', 'semocový', 'smékat', 'svémat', 'semocovat']	comévs	comévs	[11.0, 10.071428571428571, 9.11111111111111, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.06666666666666667]	True	True	False	0.00566	True	True	False	2.00566
synkracie	-syn- -krat-	True	['synkracie', 'synkratie', 'synkrazie', '-kracie', 'synkrat', 'synkra', 'ynkracie', '-ykracie', '-inkracie', 'synkrasie', '-ynkracie', 'Synkracie', '-akracie', '-sykracie', 'kracie']	eicarknys	eicarknys	[11.0, 10.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	False	0.00043	False	True	False	1.00043
syringobulbie	syringobulbie	True	['syringobulbie', 'syring bulbie', '-yringobulbie', 'syringbulbie', 'syringo bulbie', '-ringobulbie', '-ring- bulbie', '-syringobulbie', 'syring- bulbie', '-ingobulbie', 'syringo-bulbie', '-ringbulbie', '-zyringobulbie', 'syringotbulbie', '-yring- bulbie']	eiblubognirys	eiblubognirys	[11.0, 9.090909090909092, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.39538	False	False	False	0.39538
tatraplán	Tatra plán	True	['Tatra plán', 'Tatar plán', 'Tatrá plán', 'Tatras plán', 'Tatraplán', 'Tatrata', 'Tatrablán', 'Tatra', 'Tatraclán', 'Tatratlán', 'Tatrasplán', 'Tatarplán', 'Tatratin', 'Tatrate', 'Tatrathlán']	nálp artaT	nálpartat	[11.0, 10.166666666666666, 10.125, 10.1, 0.5, 0.3333333333333333, 0.25, 0.2, 0.14285714285714285, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.42711	True	True	False	2.42711
technofobie	-techn- -fob-	True	['techno fobie', 'technický fobie', 'technofobie', 'techno fobní', 'techno fob-', 'techno', '-fob-', '-netr- -fob-', 'technofobní', 'techno-fobie', 'techno-fobní', 'technófobní', 'technofofní', 'technofomníba', 'technofomníbie']	eibof onhcet	eibofonhcet	[21.0, 20.083333333333332, 10.333333333333334, 10.25, 10.125, 10.11111111111111, 10.090909090909092, 10.076923076923077, 0.5, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.44037	False	False	True	1.44037
technofóbie	-techn- -fob-	True	['techno fobie', 'techno fóbie', 'technofobie', '-fob-', 'technofóbie', 'technofobní', 'technófobníe', 'technofobníe', 'technofobnía', 'technofóbnout', 'technófobní', 'techno-fobie', 'technófoba', '-fobie', 'technofóbno']	eibof onhcet	eibófonhcet	[20.5, 20.142857142857142, 11.0, 10.125, 10.076923076923077, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.58657	False	True	True	2.58657
technokracie	-techn- -krat-	True	['technokracie', 'techno kracie', 'technokrat', 'techno -kracie', 'technokra', 'technokratie', 'teznokracie', 'technoklar', 'technokrakie', 'technokrac', 'tecno kracie', 'technokrak', 'technoklarní', 'tenchokra', 'tecnokracie']	eicarkonhcet	eicarkonhcet	[11.0, 10.5, 10.2, 10.066666666666666, 9.25, 0.3333333333333333, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.75398	False	True	False	1.75398
teokracie	-theo- -krat-	True	['teokracie', 'teokrácie', 'teokrák', 'teokratie', 'teokrátie', 'teokrác', 'teokrázie', 'teokrakie', 'teokarcie', 'teo kracie', '-teokracie', 'toekracie', 'teokrákovat', 'teoklacie', 'teokrakovat']	eicarkoet	eicarkoet	[11.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.00285	False	True	False	1.00285
tetraploidie	-tetra- -ploi-	True	['tetraploidie', 'tetraploidní', 'tetra ploidie', 'tetraploidium', '-ete', 'tetraploid', '-tleupo- -lídie', '-tleud', '-tleupo- -lít-', '-traploidie', '-tleupo- lidie', '-troploidie', 'tetraploidié', '-tleupo- -die-', '-tleupo- -líp-']	eidiolpartet	eidiolpartet	[11.0, 10.5, 10.142857142857142, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.71455	False	True	False	1.71455
tímokracie	-tim- -krat-	True	['timokracie', 'timkra', 'mikrace', 'timo kracie', 'timkracie', 'timokrácie', 'timka', 'tima kracie', 'tima', '-tami- kracie', 'timý kracie', 'mokracie', 'timkr', 'timokrace', 'timka racie']	eicarkomit	eicarkomít	[1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	False	False	True	0.71305	False	True	False	1.71305
toxinologie	toxin -log-	True	['toxinologie', 'toxin', 'Toxinologie', 'Toxinologue', 'toxinólogie', 'toxinologní', 'toxInologie', 'toxilonologie', 'totinologie', 'Toxin', 'toxínologie', 'toxe', '-toxinologie', 'tokinologie', 'toxino-logie']	eigolonixot	eigolonixot	[11.0, 10.25, 0.5, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	False	0.00006	True	True	False	2.00006
transaustralský	-trans- Austrálie	True	['transaustralský', 'transaustral', 'transaustrale', 'transusalerský', 'transustrales', 'transusaler', 'transaustralie', 'transustralec', 'transustraleský', 'transusalr', 'transustralský', 'ustranalský', 'transustral', 'transaustralní', 'transusalera']	ýkslartsuasnart	ýkslartsuasnart	[11.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	False	0.00013	True	True	False	2.00013
tremolit	-trem- -lith-	True	['tremolo', 'tremolit', 'tremolovat', 'tremol', 'tremola', 'tremolosa', 'tremolos', 'tremolomat', 'tremole', 'tremoloma', 'tremoloj', 'tremoloit', 'temelolit', 'tremolemet', 'tremolous']	olomert	tilomert	[11.0, 10.25, 10.125, 9.083333333333334, 0.5, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	False	0.00003	True	True	False	2.00003
tribologie	-trib- -logh-	True	['tribologie', 'Tribologie', 'Tribologue', 'brotický', 'brotologie', 'brote', 'britologie', 'tribologní', 'tribólogie', '-bologie', 'brotický logie', 'brote logue', 'bologie', 'bilogie', 'brotický logue']	eigolobirt	eigolobirt	[11.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.0013	True	True	False	2.0013
trikarboxylový	-tri- karboxyl	True	['trikarboxyl', 'trikarboxyla', 'trikarboxyle', 'trikraboxyl', 'trik-arboxyl', 'trikraboxyle', 'trik-aborxyl', 'trikbarboxyl', 'trikvarboxyl', 'trik-aborkyl', 'trik-aborxyla', 'trik-aborxyle', 'trikraxboxyl', 'trikraborxyl', 'trik-borxyl']	lyxobrakirt	ývolyxobrakirt	[1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	False	False	False	0.07866	True	True	False	2.07866
trochanterion	-trech-	True	['trochanterion', 'trochanterie', 'trocanterion', 'trochantierie', 'trochantierion', 'trochant', 'trocantherion', 'trochantieron', 'trocanterie', 'trochantierien', 'trochantieriení', 'trochantiera', 'trocantherie', 'trochantérie', 'trochantierienon']	noiretnahcort	noiretnahcort	[11.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	False	0.00066	True	True	False	2.00066
trubkovnice	trubkový	True	['trubkový', 'trubka', 'trubkov', 'trubkovník', 'trubkovníc', 'trubkovní', 'trubkovníce', 'trubkovňí', 'Trubkovník', 'trubek', 'trůbkovník', 'rutba', 'trubkovný', 'trubkovníc ovník', 'trubkovníc neut']	ývokburt	ecinvokburt	[10.25, 10.166666666666666, 9.142857142857142, 1.0, 0.5, 0.3333333333333333, 0.2, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.03818	True	True	False	2.03818
trucsjezd	truc sjezd	True	['truc sejzd', 'truc sejzda', 'truc sejzed', 'truc sejděz', 'trucsa', 'trucsjed', 'trucsejazd', 'trucsejdí', 'trucscha', 'trucs jezdej', 'trucsý', 'trucsejíz', 'trucscèda', 'trucs jezded', 'trucschdit']	dzjes curt	dzejscurt	[10.333333333333334, 10.25, 10.166666666666666, 10.076923076923077, 1.0, 0.5, 0.2, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.64853	True	True	False	2.64853
tufobrekcie	tuf brekcie	True	['-tuf brekcie', '-tuf- brekcie', '-tuf -- brekcie', '-tuf - brekcie', '-tufo- brekcie', 'tufobrekcie', '-tuf- -brekcie', '-tuf -brekcie', '-tuf- -drekti', '-tuf- -brekcie-', '-tuf- -drek-', '-tuf- -drekt-', '-tuf- -frekcie', '-tuf- -brek-', '-tuf- -drekcie-']	eickerb fut-	eickerbofut	[10.5, 10.333333333333334, 10.166666666666666, 10.11111111111111, 10.090909090909092, 10.083333333333334, 1.0, 0.25, 0.2, 0.14285714285714285, 0.125, 0.1, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.9292	False	False	False	0.9292
tyflopedie	tyflo- -paid-	True	['tyflo- -ped-', 'tyfla -ped-', 'tyflopedie', '-ty- -flo- -ped-', 'tyflo- pedie', 'tyfla pedie', 'tyflus', 'tyflo pedie', 'tyfla -pedie', 'tyflo- ped-', 'tyfla', 'tyfla tepledie', 'tyfla teplo-', 'tyfla lepie', 'tyfla teplé']	-dep- -olfyt	eidepolfyt	[10.333333333333334, 10.2, 10.125, 10.066666666666666, 1.0, 0.5, 0.25, 0.16666666666666666, 0.14285714285714285, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.69532	False	True	False	1.69532
tyranokracie	tyran -krat-	True	['tyran kracie', 'tyran okracie', 'tyranokracie', 'tyran', 'tyran nkracie', 'tyran -kracie', '-okracie', 'tyrankracie', '-nokracie', '-nakracie', 'thyran kracie', 'tyrano kracie', 'nokracie', '-kracie', 'tyrankratie']	eicark naryt	eicarkonaryt	[11.0, 10.5, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 0.3333333333333333, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.00031	False	True	False	1.00031
tyranovražda	tyran vražda	True	['tyran na vražda', 'tyran vražda', 'tyranovražda', 'tyran', 'Tyran vražda', 'tyran novražda', 'tyran rvažda', '-tran vražda', 'yran vražda', 'tyran -vražda', 'tyran navražda', 'tyran roždad', 'tyranum vražda', 'tyran vražďa', 'tyranuvražda']	adžarv an naryt	adžarvonaryt	[29.166666666666668, 21.0, 10.5, 10.333333333333334, 10.25, 10.2, 10.142857142857142, 10.125, 10.1, 10.090909090909092, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.1111111111111111]	True	True	True	0.69035	True	True	False	2.69035
ufonaut	ufo -naut-	True	['ufonaut', 'ufo nout', 'ufo naut', 'fonaut', 'fonat', 'fona', 'šonaut', 'fonabý', 'fonavý', 'sofnaut', 'tonaut', 'nout', 'fonatý', 'vonaut', 'fonahý']	tuanofu	tuanofu	[10.25, 10.166666666666666, 10.071428571428571, 1.0, 0.5, 0.3333333333333333, 0.2, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.06666666666666667]	True	False	True	0	True	True	False	2
utřinos	utřít nos	True	['utřinos', 'utřinosit', 'utřinosor', 'utřin', 'utřín', 'utříno', 'utřinosý', 'utřínos', 'utřa', 'Utřinos', 'utřo', 'utřinoslý', 'utřinoslí', 'utřinys', 'utřinostivanoj']	soniřtu	soniřtu	[11.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	False	0.4435	True	True	False	2.4435
