limitovat_V	limit_N
Jakš_N	Jakeš_N

Klatovsko_N	Klatovy_N

mizérie_N	mizerný_A

posvátný_A	svatý_A

týpek_N	typ_N

nabízet_V	nabídka_N

brýle_N	beryl_N

poutat_V	pouto_N

lýkožrout_N	lýko_N

průtah_N	tah_N

grenadýr_N	granát_N

máma_N	matka_N

aseptický_A	sepse_N

nešvar_N	švarný_A

libido_N	líbit_V

týkat_V	dotknout_V

bzučet_V	bzukot_N

vyčíslit_V	číslo_N

maskérna_N	maska_N

třeskutý_A	třesk_N

osnova_N	snovat_V

umístit_V	místo_N

příjmení_N	jméno_N

havel_N	Havel_N

Eurasie_N	Asie_N

znázornit_V	názor_N

škubánek_N	škubat_V

tolik_D	tak_None

papacha_N	papaláš_N

upozadit_V	pozadí_N

pětice_N	pět_C

úhrada_N	uhradit_V

business_N	byznysmen_N

náhončí_N	nahnat_V

azyl_N	azylant_N

správný_A	spravit_V

matěj_N	Matěj_N

maximalizovat_V	maximálně_D

povzdech_N	vzdech_N

hektometrovník_N	kilometrovník_N

praporečník_N	prapor_N

pohyblivý_A	pohybovat_V

pokání_N	kát_V

broskev_N	broskvoň_N

vaz_N	vázat_V

hluchoněmý_A	hluchý_A

zálusk_N	louskat_V

Virgiňan_N	Virginie_None

bělokorý_A	kůra_N

Kryštof_N	Kryštůfek_N

ježibaba_N	baba_N

žluna_N	žlutý_A

Valašsko_N	Valach_N

Středa_N	středa_N

žůžo_A	žůžový_A

choromyslný_A	choroba_N

komandýrovka_N	komandant_N

Květa_N	Květoslava_N

ruina_N	zruinovat_V

nesnáz_N	snad_None

letovisko_N	léto_N

octomilka_N	ocet_N

bohém_N	bohemistika_N

Vilemína_N	Vilém_N

lexém_N	lexikologie_NC

slavit_V	oslavenkyně_N

rozestlat_V	stlát_V

úděl_N	udělit_V

paryba_N	ryba_N

dolů_D	dolní_A

Hanýžka_N	Hana_N

přednožit_V	noha_N

odkal_N	kal_N

souchotiny_N	suchý_A

zpovzdáli_D	opodál_D

příšeří_N	příšera_N

Chile_N	Chilan_N

Blažíček_N	Blažej_N

zpyšnět_V	zpychnout_V

letos_D	léto_N

konipas_N	kůň_N

cappuccino_N	kapučíno_N

dozvuk_N	zvuk_N

Vsacko_N	vsacký_A

Dobřichov_N	Dobříš_N

Danuše_N	Dana_N

pohrdat_V	hrdý_A

vánice_N	vát_V

Pivrnec_N	Pivrncová_N

květovaný_A	květina_N

čtvrt_N	čtvrť_N

Jaruš_N	Jaroslav_N

sexus_N	sexy_A

granátomet_N	granát_N

flota_N	flotila_N

blivno_D	blít_V

čertě_N	čert_N

plato_N	plaťák_N

podgraf_N	graf_N

rozpačitý_A	rozpaky_N

můra_N	motýl_N

pámbíček_N	pánbůh_N

stračena_N	straka_N

suchar_N	suchý_A

klas_N	klát_V

píčovina_N	píča_N

firmware_N	software_N

zkřesťanit_V	křesťan_N

příkrasa_N	krása_N

dupačky_N	dupat_V

poválečný_A	válečný_A

centilitr_N	litr_N

dunit_N	dunění_N

prvoinstanční_A	instance_N

editovat_V	editorial_N

Francouz_N	Francie_N

výstřední_A	střed_N

Sommer_N	Somrová_N

župa_N	župan_N

Králíky_N	králík_N

Kopecký_N	kopec_N

lučebnina_N	lučba_N

krajinomalba_N	krajina_N

čnít_V	čnělka_N

Voršila_N	Uršula_N

historie_N	story_N

policie_N	policejní_A

paterý_A	pět_V

existencializmus_N	existovat_V

kachel_N	kakabus_N

vrubozobý_A	vrub_N

podkožní_A	kožní_A

děsit_V	žasnout_V

estét_N	estetický_A

Katka_N	Kateřina_N

křemík_N	křemen_N

zápatí_N	pata_N

matematizace_N	zmatematizovat_V

osminohý_A	noha_N

Vorlíčková_N	Vorlová_N

Frankfurt_N	Frankfort_N

vlna_N	vlnitý_A

zpřesnit_V	přesný_A

storuký_A	sto_C

lakota_N	lakomý_A

propylalkohol_N	alkohol_N

pejskař_N	pejsek_N

pečeť_N	pečetit_V

slonbidlo_N	bidlo_N

Mallorčan_N	Mallorca_None

rekondice_N	kondice_N

Marouš_N	Marius_N

záležitost_N	záležet_V

leháro_N	ležet_V

zout_V	obuv_N

Vratislav_N	vratislavský_A

kočkopes_N	kočka_N

francký_A	Franky_N

zadlouho_D	dlouho_D

ambasáda_N	ambasador_N

flanda_N	flanďák_N

Brzeg_N	břežský_A

Marseillanka_N	Marseille_N

Jagello_N	jagellonský_A

slina_N	slintat_V

okusit_V	zkusit_V

rotor_N	rotace_N

ovocnář_N	ovoce_N

revolta_N	revoluce_N

chumel_N	chumelenice_N

explikovat_V	explicitní_A

úžit_V	úzký_A

spermabanka_N	sperma_N

zábor_N	zabrat_V

Elena_N	Helena_N

hruď_N	hrudník_N

folio_N	fólie_N

prtě_N	prťák_N

vymycovat_V	vymýtit_V

spermobanka_N	sperma_N

misál_N	mše_N

kokain_N	koka_N

nahluchlý_A	hluchý_A

pokřesťanštit_V	křesťan_N

zdravý_A	zdravit_V

motolice_N	motýl_N

ugrofinistika_N	ugrofinský_A

mladistvý_A	mladý_A

pěvec_N	zpěv_N

pohrobek_N	hrob_N

fízl_N	profízlovaný_A

komunismus_N	komunizmus_N

kmitočet_N	kmitat_V

poduška_N	ucho_N

fosfát_N	fosfor_N

prvotisk_N	tisk_N

pohár_N	Pohár_N

šalamoun_N	Šalamoun_N

Kyril_N	Cyril_N

svrab_N	svrbět_V

podezření_N	podezírat_V

Pája_N	Pavel_N

skulina_N	skýtat_V

Alena_N	Alan_N

sazenice_N	sázet_V

Krakonoš_N	Krkonoše_N

předkládat_V	předloha_N

hektolitr_N	litr_N

podloubí_N	loubí_N

zdůraznit_V	důraz_N

saponát_N	saponin_N

bek_N	bekhend_N

šprcka_N	prcat_V

nenasytný_A	sytý_A

kapučíno_N	cappuccino_N

okap_N	kapat_V

Brněnsko_N	Brno_N

Maďar_N	maďarizace_N

posada_N	sadit_V

tatar_N	Tatar_N

kazaština_N	Kazachstán_N

inervovat_V	nerv_N

bourat_V	bouřit_V

dávnověk_N	věk_N

bájo_A	báječný_A

lokace_N	lokalita_N

paralympionik_N	paralympiáda_N

vymykat_V	mykat_V

Šedivý_N	šedivý_A

samaritán_N	Samaritán_N

odskok_N	skok_N

akce_N	reakce_N

Kostomlaty_N	kost_N

plachetka_N	plachta_N

plesnivý_A	plíseň_N

pětinohý_A	noha_N

akrobat_N	akrobacie_N

funkcionalismus_N	funkce_N

maska_N	maškarní_A

pomoří_N	moře_N

honební_A	hon_N

štukatér_N	štuk_N

výsun_N	sun_N

rozlet_N	let_N

Předjordánsko_N	Jordánsko_None

pochlebovat_V	chléb_N

býk_N	kráva_N

Vrchlabí_N	Labe_N

masopust_N	maso_N

střik_N	stříkat_V

finta_N	fingovat_V

zavirovat_V	virus_N

lněný_A	len_N

paroh_N	roh_N

park_N	parkoviště_N

hmyz_N	hemžit_V

zadarmo_D	darmo_None

strniště_N	trn_N

audit_N	auditor_N

dudák_N	dudy_N

sídlištní_A	sídliště_N

zřetel_N	zřít_V

Etiopie_N	etiopský_A

šipka_N	šíp_N

raketa_N	raketoplán_N

cukernatý_A	cukr_N

pododdělení_N	oddělení_N

Fanouš_N	František_N

výsost_N	vysoko_D

potrava_N	trávit_V

skot_N	Skotsko_N

privilegovat_V	privilegium_N

balotina_N	balotáž_N

láma_N	dalajláma_N

gangster_N	gang_N

dopink_N	dopovat_V

krasotinka_N	krása_N

hezký_A	hodit_V

chechot_N	chechtat_V

lombard_N	Lombardie_None

pohroma_N	pogrom_N

proradný_A	radit_V

plavit_V	plout_V

Alexandrie_N	alexandrinizmus_N

sečkat_V	čekat_V

podletí_N	letní_A

protetika_N	protéza_N

mrcha_N	zmršit_V

vepří_A	vepřín_N

ujařmit_V	jařmo_N

nutkat_V	nutit_V

Moskvič_N	Moskva_N

almuženka_N	almužna_N

měštka_N	měšťan_N

otěhotnět_V	těhule_N

existenciální_A	existencialismus_N

otazník_N	otázka_N

cukrkandl_N	cukr_N

manšestráky_N	manšestr_N

manganistan_N	mangan_N

podržtaška_N	taška_N

makáč_N	makat_V

Hercegovec_N	Hercegovina_N

chatrný_A	chátrat_V

norek_N	nořit_V

zálet_N	let_N

mlhavo_D	mlha_N

kiribatský_A	Kiribati_N

dveře_N	dvířka_N

sklít_V	sklo_N

pohromadě_D	hromada_N

pětikačka_N	kačka_N

chvíle_N	dochvilnost_N

symbiont_N	symbióza_N

dvířka_N	dveře_N

stydět_V	stud_N

čtvrtobrat_N	čtvrt_C

imperialismus_N	impérium_N

mim_N	pantomima_N

omítat_V	mést_V

racionální_A	zracionalizovat_V

očurávat_V	čurat_V

gentleman_N	džentlmenský_A

tříhrotý_A	hrot_N

mnohomanželný_A	manžel_N

přímluva_N	přímluvkyně_N

povětšině_D	většina_N

plameňák_N	plamen_N

váčkovitý_A	vačkový_A

vidět_V	vize_N

plácek_N	plac_N

úkradmo_D	kradmo_D

nečas_N	počasí_N

derniéra_N	dernisáž_N

pupen_N	pupek_N

zátop_N	zatopit_V

lecjak_D	leckdy_D

kompozice_N	komponenta_N

dumlat_V	dudlík_N

nadsadit_V	nadsázka_N

skartovat_V	skartovačka_N

přečistý_A	čistý_A

nazelenalý_A	zelený_A

podtřída_N	třída_N

kartón_N	karta_N

panáčkovat_V	panák_N

kamenář_N	kámen_N

cizokrajný_A	cizí_A

sulaweský_A	Sulawesi_N

výpas_N	pást_V

proaktivní_A	aktivní_A

kalhoty_N	kalhotky_N

Benátky_N	benátský_A

perlit_N	perla_N

Florenťan_N	Florencie_None

courat_V	courák_N

Mělničan_N	Mělník_None

deci_N	decák_N

ukrutný_A	krutý_A

bezešvý_A	šev_N

provazolezec_N	lezec_N

naznat_V	doznat_V

podtitul_N	titul_N

přechytrý_A	chytrý_A

Bohouš_N	Bohumír_N

zkřesťanštit_V	křesťan_N

kačer_N	kachna_N

letokruh_N	léto_N

Českolipsko_N	českolipský_AC

žebírko_N	žebro_N

posměváček_N	posměvač_N

krákat_V	kra_N

čírtě_N	čert_N

vrstva_N	vrstevnice_N

liščátko_N	liška_N

smáčknout_V	mačkat_V

mesiánský_A	mesiáš_N

štěrkopísek_N	písek_N

kloktat_V	klokočí_N

Kája_N	Karel_N

Karibik_N	karibský_A

třískat_V	třeskutě_D

ozonosféra_N	ozón_N

steh_N	přistehovat_V

výprask_N	vypráskat_V

učiliště_N	učit_V

bretoňský_A	Bretaň_N

toliko_D	netoliko_D

nesmysl_N	smysl_N

skalice_N	skála_N

subakutní_A	akutní_A

podplamatý_A	plamatý_A

zákal_N	kal_N

měch_N	měchuřinka_N

abatyše_N	opat_N

máknout_V	makat_V

dolar_N	tolar_N

zhruba_D	zhrubnout_V

lógr_N	lágr_N

jednohlavý_A	hlava_N

paranoik_N	paranoia_N

Luboš_N	Lubor_N

chuďas_N	chudý_N

krmit_V	krmelec_N

intubace_N	tuba_N

kopinatý_A	kopí_N

kotouč_N	kotoul_N

nedostižný_A	stihnout_V

tepenný_A	tepna_N

bezdětný_A	dítě_N

partitura_N	part_N

exšéfredaktor_N	šéfredaktor_NC

čiperný_A	čepýřit_V

zrno_N	zrní_N

včas_D	čas_N

kladélko_N	klást_V

pojízdný_A	jezdit_V

prodchnout_V	nadchnout_V

masox_N	maso_N

úterek_N	úterý_N

sáňkař_N	sáňky_N

Karolína_N	Karel_N

apendektomie_N	apendix_N

nést_V	přínos_N

třísměnný_A	směna_N

operand_N	operace_N

oplodí_N	plod_N

komín_N	kominík_N

celebeský_A	Celebes_N

Patricie_N	Patrik_N

devítiocasý_A	ocas_N

nebe_N	nebesa_N

Renáta_N	Renata_N

vybržďovat_V	brzda_N

leitmotiv_N	motiv_N

hruška_N	hrušeň_N

šikula_N	šikovný_A

Ondrášková_N	Ondřej_N

ochudit_V	chudý_A

kurevský_A	kurva_N

zacpat_V	cpát_V

taťka_N	táta_N

Újezdec_N	újezd_N

Evža_N	Evžen_N

dihydrát_N	hydrát_N

záhada_N	hádat_V

bazální_A	báze_N

ordinérní_A	ordinace_N

Čertovka_N	čert_N

Servác_N	Pankrác_N

nestranný_A	strana_N

hospodyně_N	hospodář_N

shareware_N	software_N

protlak_N	tlačit_V

zdravověda_N	věda_N

apendicitida_N	apendix_N

žitniště_N	žito_N

šizuňk_N	šidit_V

Vítkovec_N	Vítek_N

diftongizace_N	diftong_N

skrutinium_N	skrutátor_N

buržoa_N	buržoazie_N

pihovatý_A	piha_N

Poděbradsko_N	poděbradský_A

nepomucký_A	Nepomuk_N

Hnězdno_N	hnězdenský_A

Emanuel_N	Ema_N

nacpat_V	cpát_V

chýlit_V	náchylnost_N

obývat_V	být_V

handl_N	handlíř_N

dívat_V	div_N

uher_N	úhoř_N

vulkán_N	vulkanický_A

kořalenka_N	kořalka_N

kamarádšoft_N	kamarád_N

alpa_N	Alpy_N

exmistr_N	mistr_N

zdůli_D	důle_N

získat_V	zisk_N

Vydra_N	vydra_N

hrách_N	hrášek_N

posluchárna_N	poslouchat_V

Franta_N	František_N

postýlka_N	postel_N

procento_N	promile_N

praštit_V	prak_N

Vlastislav_N	vlast_N

sója_N	sojový_A

kníže_N	kněz_N

pech_N	pechfógl_N

šampaňský_A	Champagne_N

heydrichiáda_N	Heydrichův_A

důvtip_N	vtip_N

smolař_N	smůla_N

častuška_N	častý_A

dětičky_N	dítě_N

Radvanice_N	Radovan_N

hotel_N	hostel_N

peskovat_V	psota_N

Lukava_N	Lukavská_N

sirý_A	sirotek_N

přečin_N	čin_N

tadyhle_D	tady_D

klihovitý_A	kližka_N

cajk_N	vercajk_N

pozdit_V	pozdě_None

podnájemce_N	nájemný_A

nažloutlý_A	zažloutlý_A

Kulaťák_N	kulatý_A

kuropění_N	pění_N

zaspat_V	spát_V

pokusit_V	zkusit_V

kvadratický_A	kvadrát_N

leník_N	léno_N

knížectví_N	kníže_N

počest_N	čest_N

ložní_A	ležet_V

bezbožný_A	zbožný_A

pětiboj_N	pět_C

bezpříkladný_A	příklad_N

marodit_V	marod_A

rozvážný_A	vážit_V

Valášek_N	Valach_N

posed_N	sed_N

roztomilůstka_N	roztomilý_A

živák_N	živý_A

stehenní_A	stehno_N

žrec_N	zřít_V

exmanžel_N	manžel_N

Mikuš_N	Mikuláš_N

fanoušek_N	fanynka_N

korat_V	kůra_N

danit_V	daň_N

ohlávka_N	hlava_N

portýr_N	porta_N

Večeřa_N	večeře_N

Liberijec_N	Libérie_N

zkvalitnit_V	kvalita_N

vepsat_V	psát_V

překrucovat_V	překroutit_V

týdně_D	týden_N

poprsí_N	prs_N

průšvih_N	švihnout_V

kasírovat_V	kasa_N

louh_N	louže_N

podpaží_N	paže_N

domácí_A	dům_N

hélium_N	heliosféra_NC

Tibet_N	tibetský_A

jakkoliv_D	jak_N

tucha_N	tušit_V

funus_N	funebrák_N

kyborg_N	kybernetika_NC

pyrotechnička_N	pyrotechnika_NC

vykostit_V	kostička_N

vezdejší_A	zdejší_A

svorkovnice_N	svorka_N

rachejtle_N	raketa_N

obytný_A	bytný_N

jaterní_A	játra_N

Průša_N	Prus_N

Krkonoše_N	krk_N

štamprle_N	stoupa_N

amazonka_N	Amazonka_N

sylabus_N	sylaba_N

rentiér_N	renta_N

petrklíč_N	Petr_N

veveří_A	veverka_N

rozvodí_N	voda_N

Benátsko_N	Benátky_None

pokyn_N	kynout_V

obnášet_V	obnosit_V

Hajaja_N	hajat_V

uštvat_V	štvát_V

Bělohlav_N	Bělohlávek_N

kopec_N	kopcovitý_A

vyřídilka_N	vyřídit_V

bráhmana_N	bráhmanismus_N

dorota_N	Dorota_N

podprogram_N	program_N

jednospřeží_N	spřežení_N

algoritmizovat_V	algoritmus_N

motel_N	hotel_N

Lexa_N	Alexandr_N

čumět_V	očumovat_V

Slavičín_N	slavík_N

Zdenko_N	Zdeněk_N

rovnítko_N	rovnat_V

sítotisk_N	tisk_N

skupina_N	kupa_N

kus_N	zákusek_N

Jezeří_A	jezero_N

Doubrava_N	doubrava_N

třetihory_N	čtvrtohory_N

ukáznit_V	kázeň_N

Malý_N	malý_A

Jetřich_N	Dětřich_N

mumie_N	mumifikovat_VC

hřát_V	hořet_V

čůrat_V	čurák_N

mahárádža_N	rádža_N

vyžrat_V	žrát_V

Jihokorejec_N	Korejec_N

nerozum_N	rozum_N

výplod_N	plod_N

puťák_N	putovat_V

Anka_N	Anna_N

osmičelý_A	osmium_N

Oktavián_N	Oktávie_N

Zdenda_N	Zdeněk_N

udeřit_V	úder_N

motýlokvětý_A	motýl_N

strom_N	strmět_V

hlína_N	hliník_N

vrtošivý_A	vrtoch_N

třínohý_A	noha_N

Liboslav_N	Libuše_N

chlív_N	chlév_N

Eden_N	eden_N

dvanáctiválec_N	válec_N

velimský_A	Velim_N

čenstochovský_A	Čenstochová_N

imunosuprese_N	imunosupresivum_NC

litomyšlský_A	Litomyšl_N

bezesný_A	sen_N

učební_A	učit_V

vystlat_V	stlát_V

vzájemný_A	navzájem_D

zkumavka_N	zkoumat_V

pašerák_N	pašovat_V

Vinohrady_N	vinohrad_NC

podčlověk_N	člověk_N

předčíslí_N	číslo_N

lusk_N	louskat_V

kademnatý_A	kadmium_N

Lom_N	lom_N

plovárna_N	plavat_V

melanéský_A	Melanésie_N

váznout_V	vězet_V

měsíčky_N	měsíc_N

role_N	rolník_N

napřesrok_D	rok_N

zádrhel_N	zadrhnout_V

ližina_N	líha_N

ufon_N	ufoun_N

echolokátor_N	echo_N

drhnout_V	zdrhnout_V

nákolenka_N	koleno_N

stárkyně_N	starý_A

sežvýkat_V	žvýkat_V

panamský_A	Panama_N

naznak_D	znak_N

vbodat_V	bodat_V

jednooký_A	oko_N

aprobace_N	prubíř_N

penýsek_N	penis_N

šťastlivý_A	štěstí_N

market_N	hypermarket_NC

velín_N	velet_V

Kozák_N	kozák_N

navrch_D	vrchol_N

Mára_N	Marius_N

Klínovec_N	klín_N

strčit_V	trčet_V

dvanáctihlavý_A	hlava_N

Střelák_N	střílet_V

meruňka_N	meruna_N

coververze_N	verze_N

siřičitý_A	síra_N

Jedov_N	jedový_A

tukuprostý_A	tuk_N

Dobřív_N	Dobříš_N

harfeník_N	harfa_N

Bologna_N	boloňský_A

Šeda_N	šedý_A

Sibyla_N	sibylský_A

přátelit_V	přítel_N

bezprostřední_A	prostřednictví_N

decák_N	deci_N

kádinka_N	káď_N

kalkulačka_N	kalkulátor_N

kamioňák_N	kamión_N

boule_N	bulka_N

modřín_N	modrý_A

Bedřich_N	Bedřiška_N

málo_D	malý_A

Růžena_N	růže_N

ironie_N	zironizovat_V

rozhlas_N	hlas_N

pohříchu_D	hřích_N

pleteň_N	plést_V

topinka_N	toust_N

ranní_A	ráno_N

nemocenské_N	nemoc_N

kluziště_N	klouzat_V

Zbavitel_N	zbavit_V

myslet_V	mysl_N

panožka_N	noha_N

zesamostatnit_V	samostatný_AC

zavíjet_V	vít_V

obnažit_V	nahý_A

tlapa_N	lopata_N

písemnictví_N	psát_V

neckyáda_N	necky_N

majáles_N	máj_N

překop_N	kopat_V

brdo_N	brdečko_N

původ_N	původkyně_N

předzpěv_N	zpěv_N

Gróňan_N	Grónsko_None

zapažit_V	paže_N

modř_N	modrý_A

Plíva_N	plíva_N

achilovka_N	Achilles_N

spět_V	pět_V

skrojit_V	krájet_V

finance_N	financování_N

kyv_N	kývat_V

urea_N	urinace_N

napotřetí_D	napoprvé_D

jarmarečník_N	jarmark_N

rýžoviště_N	rýže_N

psychika_N	psychóza_N

systém_N	systematický_A

Petrohrad_N	Petr_N

Liv_N	Livonsko_N

Bureš_N	Babiš_N

stvůra_N	tvořit_V

stůl_N	stolička_N

dožrat_V	žrát_V

naskrz_D	skrz_R

Alžír_N	Alžířan_N

Cařihrad_N	car_N

čpavek_N	čpět_V

poslovanštit_V	Slovan_N

Liboslava_N	Libuše_N

entusiasmus_N	entuziasmus_N

povrch_N	vrch_N

schrána_N	chráněný_A

smečka_N	smyčka_N

pnout_V	píď_N

nářečí_N	říct_V

dosud_D	dosavadní_A

diák_N	diapozitiv_NC

meduňka_N	med_N

mrskat_V	mrštit_V

očař_N	oko_N

polosladký_D	sladký_A

polom_N	lom_N

loutka_N	loutkařit_V

výročí_N	rok_N

zužitkovat_V	užitek_N

nadlehčit_V	lehký_A

ves_N	víska_N

síto_N	síť_N

primáš_N	prim_N

upřesnit_V	přesný_A

ozonizace_N	ozón_N

adoptovat_V	adopce_N

absolutno_N	absolutní_A

Kytka_N	Markéta_N

rozbíhat_V	běhat_V

proutkař_N	prut_N

patriarchální_A	patriarcha_NC

pětiseťák_N	set_N

fiflena_N	Fifinka_N

naboso_D	bosý_A

leninský_A	Lenin_N

zvětšovák_N	zvětšit_V

zatrávnit_V	trávník_N

jasnovidec_N	jasný_A

vulgární_A	vulgarismus_N

vzorkovník_N	vzorník_N

hnedle_D	hned_D

nadváha_N	váha_N

nožíř_N	nůž_N

nahnědlý_A	hnědý_A

důsledek_N	sled_N

zbrojit_V	brojit_V

Povolží_N	Volha_N

hádat_V	odhad_N

odluka_N	odlučné_N

fracek_N	fraška_N

laureát_N	bakalář_N

zohyžďovat_V	zohyzdění_N

úlek_N	polekat_V

majstr_N	majstrštyk_N

dietetika_N	dieta_N

urbanizovat_V	Urban_N

přepsat_V	psát_V

hrabivý_A	hrabat_V

palebný_A	pálit_V

odbočit_V	bok_N

Hřebeny_N	hřeben_N

obléhat_V	ležet_V

expertiza_N	expert_N

Nataša_N	Natálie_N

sestrovrah_N	vrah_N

penězovod_N	peníz_N

pozemek_N	pozemský_AC

pustošit_V	spoušť_N

prostoj_N	postoj_N

nadmnožina_N	množina_N

přesmoc_D	přes_R

taras_N	zatarasit_V

důra_N	Dorota_N

kmitoměr_N	kmitat_V

šok_N	šokující_A

ropušník_N	ropucha_N

svině_N	sviňák_N

podhlavník_N	hlava_N

vratiplachta_N	plachta_N

smraďoch_N	smrad_N

direktor_N	rychtář_N

zlehčit_V	lehký_A

postel_N	stlát_V

náustek_N	ústa_N

zájmeno_N	jméno_N

Brandenburk_N	brandenburský_A

pytlovitý_A	pytel_N

webový_A	web_N

Gót_N	gotický_A

oranžáda_N	oranžový_A

špetka_N	štěpka_N

demonetizace_N	démonizovat_V

Kakáč_N	kakat_V

medijní_A	mediální_A

ožralství_N	ožralý_A

Zdeno_N	Zdeněk_N

bardáma_N	dáma_N

kurýr_N	kurs_N

topinkovač_N	topinka_N

předestřít_V	předstírat_V

ukájet_V	kojit_V

předvečer_N	večer_N

hnědel_N	hnědý_A

slunovrat_N	slunce_N

pětinedělní_A	pět_C

soutisk_N	tisk_N

dovnitř_D	uvnitř_D

Panama_N	panamský_A

kapánek_D	kapka_N

Germán_N	zgermanizovat_V

vojančina_N	voják_N

píle_N	pilně_D

šum_N	šumět_V

jižan_N	jih_N

admirál_N	viceadmirálka_N

relaxovat_V	laxní_A

žluč_N	žlutý_A

zelovka_N	zelí_N

Florencie_N	florentský_A

nitro_N	uvnitř_None

vkládat_V	klást_V

Střelice_N	střílet_V

jančit_V	Janek_None

Angloameričan_N	Američan_N

plavovlasý_A	plavý_A

hrom_N	hřmět_V

Bělehrad_N	hrad_N

hrabství_N	hrabě_N

Chám_N	chám_N

Ekvádor_N	ekvádorský_A

sprostý_A	prostý_A

paklíč_N	klíč_N

bagatela_N	pakatel_N

Rosice_N	Rosický_N

tyranida_N	tyran_N

šedověk_N	věk_N

nadživotní_A	životní_A

Judita_N	Jitka_N

úkol_N	klát_V

rusalka_N	rusý_A

nákupčí_N	nákup_N

uvíznout_V	vězet_V

upřímný_A	přímý_A

rizoto_N	rýže_N

překlep_N	klepat_V

bohumilý_A	bůh_N

nekřesťan_N	křesťan_N

rozruch_N	ruch_N

planetoid_N	planeta_N

Říp_N	Podřipsko_N

výjimka_N	vyjmout_V

čtrnáctidenní_A	denní_A

pohostinský_A	pohoštění_N

naráz_D	razit_V

mělký_A	mělce_D

absorpce_N	absorbovat_V

hrdlička_N	hrdlo_N

letopočet_N	léto_N

chlorid_N	chlór_N

dramaturgie_N	dramatik_N

komorník_N	komora_N

abilympiáda_N	olympiáda_N

papír_N	hajzlpapír_N

žůžový_A	žůžo_A

Čihák_N	číhat_V

miserere_V	mizerný_A

revmatoidní_A	revmatismus_N

bezpochyby_D	pochyba_N

pětadvacetník_N	pětadvacítka_N

vzít_V	jímat_V

berní_A	berně_N

nálev_N	nalít_V

promenáda_N	promenoár_N

uchvátit_V	chvat_N

plátěný_A	plátno_N

prémie_N	primát_N

odznak_N	znak_N

asketik_N	asketismus_N

hotelnictví_N	hotel_N

Polabí_N	Labe_N

korumpovat_V	korupce_N

Plzeňák_N	Plzeň_None

maser_N	laser_N

čtvrtlán_N	lán_N

mazel_N	mazlit_V

Týn_N	týn_N

zavrženíhodný_A	hodný_A

zádušný_A	záducha_N

Lhota_N	lhůta_N

obout_V	obuv_N

Jablunka_N	jablko_N

mazat_V	majznout_V

chorý_A	choroboplodný_A

binovačka_N	šlehačka_N

dvousměnný_A	směna_N

schematický_A	schéma_N

klečmo_D	klečet_V

vedoucí_N	vedení_N

maturita_N	maturovat_V

lest_N	bezelstný_A

podběrák_N	sběračka_N

bus_N	omnibus_N

zestátnit_V	stát_N

gala_N	galantní_A

mudžáhid_N	džihád_N

hydratovat_V	hydrát_N

úd_N	dít_V

dvoudenní_A	denní_A

olomoucin_N	Olomouc_None

ozonizátor_N	ozón_N

Oravan_N	oravský_A

sporý_A	spořit_V

leckdy_D	lecjak_D

předvaha_N	váha_N

babybox_N	box_N

bezedný_A	dno_N

štědrovnice_N	štědrý_A

zážeh_N	žeh_N

žebřina_N	žebřík_N

náprstek_N	prst_N

externí_A	exteriér_N

chlebař_N	chléb_N

vrub_N	roubit_V

uršulinský_A	Uršula_N

vřídek_N	vřed_N

mudrc_N	moudrý_A

pokovit_V	kov_N

prasečit_V	prase_N

lež_N	lhát_V

zástěna_N	stěna_N

stopnout_V	stopky_N

